R_DATE,TPERIOD,STATION,CTGRY,RIDERS
8/2/21 0:00,6AM-9AM,"135 St (B,C)",STUDENT,4
8/2/21 0:00,7PM-12AM,"135 St (B,C)",STUDENT,1
8/2/21 0:00,9AM-4PM,"135 St (B,C)",STUDENT,23
8/2/21 0:00,4PM-7PM,137 St-City College (1),STUDENT,5
8/2/21 0:00,6AM-9AM,137 St-City College (1),STUDENT,14
8/2/21 0:00,7PM-12AM,137 St-City College (1),STUDENT,1
8/2/21 0:00,9AM-4PM,137 St-City College (1),STUDENT,19
8/2/21 0:00,4PM-7PM,"138 St-Grand Concourse (4,5)",STUDENT,3
8/2/21 0:00,6AM-9AM,"138 St-Grand Concourse (4,5)",STUDENT,2
8/2/21 0:00,9AM-4PM,"138 St-Grand Concourse (4,5)",STUDENT,3
8/2/21 0:00,4PM-7PM,"14 St (A,C,E)/8 Av (L)",STUDENT,11
8/2/21 0:00,6AM-9AM,"14 St (A,C,E)/8 Av (L)",STUDENT,8
8/2/21 0:00,7PM-12AM,"14 St (A,C,E)/8 Av (L)",STUDENT,5
8/2/21 0:00,9AM-4PM,"14 St (A,C,E)/8 Av (L)",STUDENT,77
8/2/21 0:00,4PM-7PM,"14 St (F,M,1,2,3)/6 Av (L)",STUDENT,9
8/2/21 0:00,6AM-9AM,"14 St (F,M,1,2,3)/6 Av (L)",STUDENT,6
8/2/21 0:00,7PM-12AM,"14 St (F,M,1,2,3)/6 Av (L)",STUDENT,3
8/2/21 0:00,9AM-4PM,"14 St (F,M,1,2,3)/6 Av (L)",STUDENT,31
8/2/21 0:00,4PM-7PM,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",STUDENT,43
8/2/21 0:00,6AM-9AM,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",STUDENT,9
8/2/21 0:00,7PM-12AM,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",STUDENT,16
8/2/21 0:00,9AM-4PM,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",STUDENT,100
8/2/21 0:00,4PM-7PM,145 St (1),STUDENT,6
8/2/21 0:00,6AM-9AM,145 St (1),STUDENT,17
8/2/21 0:00,7PM-12AM,145 St (1),STUDENT,2
8/2/21 0:00,9AM-4PM,145 St (1),STUDENT,14
8/2/21 0:00,4PM-7PM,145 St (3),STUDENT,1
8/2/21 0:00,6AM-9AM,145 St (3),STUDENT,7
8/2/21 0:00,7PM-12AM,145 St (3),STUDENT,1
8/2/21 0:00,9AM-4PM,145 St (3),STUDENT,8
8/2/21 0:00,4PM-7PM,"145 St (A,B,C,D)",STUDENT,13
8/2/21 0:00,6AM-9AM,"145 St (A,B,C,D)",STUDENT,29
8/2/21 0:00,7PM-12AM,"145 St (A,B,C,D)",STUDENT,2
8/2/21 0:00,9AM-4PM,"145 St (A,B,C,D)",STUDENT,26
8/2/21 0:00,12AM-6AM,"149 St-Grand Concourse (2,4,5)",STUDENT,1
8/2/21 0:00,4PM-7PM,"149 St-Grand Concourse (2,4,5)",STUDENT,16
8/2/21 0:00,6AM-9AM,"149 St-Grand Concourse (2,4,5)",STUDENT,6
8/2/21 0:00,7PM-12AM,"149 St-Grand Concourse (2,4,5)",STUDENT,6
8/2/21 0:00,9AM-4PM,"149 St-Grand Concourse (2,4,5)",STUDENT,78
8/2/21 0:00,4PM-7PM,"15 St-Prospect Park (F,G)",STUDENT,3
8/2/21 0:00,6AM-9AM,"15 St-Prospect Park (F,G)",STUDENT,7
8/2/21 0:00,9AM-4PM,"15 St-Prospect Park (F,G)",STUDENT,6
8/2/21 0:00,4PM-7PM,"155 St (B,D)",STUDENT,6
8/2/21 0:00,6AM-9AM,"155 St (B,D)",STUDENT,12
8/2/21 0:00,7PM-12AM,"155 St (B,D)",STUDENT,1
8/2/21 0:00,9AM-4PM,"155 St (B,D)",STUDENT,9
8/2/21 0:00,4PM-7PM,155 St (C),STUDENT,3
8/2/21 0:00,6AM-9AM,155 St (C),STUDENT,3
8/2/21 0:00,7PM-12AM,155 St (C),STUDENT,1
8/2/21 0:00,9AM-4PM,155 St (C),STUDENT,4
8/2/21 0:00,4PM-7PM,157 St (1),STUDENT,10
8/2/21 0:00,6AM-9AM,157 St (1),STUDENT,16
8/2/21 0:00,9AM-4PM,157 St (1),STUDENT,19
8/2/21 0:00,12AM-6AM,"161 St-Yankee Stadium (B,D,4)",STUDENT,1
8/2/21 0:00,4PM-7PM,"161 St-Yankee Stadium (B,D,4)",STUDENT,21
8/2/21 0:00,6AM-9AM,"161 St-Yankee Stadium (B,D,4)",STUDENT,43
8/2/21 0:00,7PM-12AM,"161 St-Yankee Stadium (B,D,4)",STUDENT,1
8/2/21 0:00,9AM-4PM,"161 St-Yankee Stadium (B,D,4)",STUDENT,79
8/2/21 0:00,4PM-7PM,163 St-Amsterdam Av (C),STUDENT,2
8/2/21 0:00,6AM-9AM,163 St-Amsterdam Av (C),STUDENT,5
8/2/21 0:00,9AM-4PM,163 St-Amsterdam Av (C),STUDENT,11
8/2/21 0:00,4PM-7PM,167 St (4),STUDENT,17
8/2/21 0:00,6AM-9AM,167 St (4),STUDENT,31
