,Unnamed: 0,ISRM,tons_per_year_ROG,tons_per_year_NOx,tons_per_year_NH3,tons_per_year_SOx,tons_per_year_PM2_5,tons_per_year_CO2,Row_Count
Total,1585090.0,3757093.0,11855.141723921715,11727.734314727793,1669.8395034195369,193.767265110754,334.2014108039501,19244436.28221805,1781
SF,22396.0,126073.0,442.31012543527766,520.4402808491285,69.02696752191021,7.841976772044955,16.700437322553494,781449.4072954059,106
Cordon,7691.0,27671.0,185.6199899616145,181.1851595495594,20.903408640586747,2.4945847165454857,5.190959986958126,247981.84849291132,20
Non-Cordon,1577399.0,3729422.0,11669.5217339601,11546.549155178234,1648.93609477895,191.27268039420852,329.010450816992,18996454.43372514,1761
Neither-Cordon-nor-SF,1555003.0,3603349.0,11227.211608524824,11026.108874329106,1579.90912725704,183.43070362216355,312.31001349443846,18215005.026429735,1655
