mode,duration
bike,4419405.0
bus,5690118.0
bus_empty,5927482.0
cable_car,428342.0
cable_car_empty,402178.0
car,36848095.0
car_RideHail,1403326.0
car_RideHail_Pool,9945.0
car_RideHail_empty,364554.0
car_emer,1467920.0
car_hov2,5094733.0
car_hov2_emer,302467.0
car_hov3,4064666.0
car_hov3_emer,276378.0
ferry,24000.0
ferry_empty,92100.0
rail,45960.0
rail_empty,3660.0
subway,505200.0
subway_empty,21120.0
tram,1183518.0
tram_empty,797353.0
walk,153863526.0
