mode,duration
bike,705.6230643846781
bus,73.35697243804525
bus_empty,78.45258154012721
cable_car,48.15986591145532
cable_car_empty,45.061404463799676
car,425.02086538342564
car_RideHail,487.4284051222352
car_RideHail_Pool,245.6853146853147
car_RideHail_empty,161.44960433152852
car_emer,393.3526668609735
car_hov2,433.8988175516733
car_hov2_emer,450.14875
car_hov3,413.778023352794
car_hov3_emer,451.526159334126
ferry,3350.0
ferry_empty,1684.2105263157894
rail,523.4615384615385
rail_empty,416.9230769230769
subway,166.38535031847132
subway_empty,178.16091954022988
tram,99.39649311146896
tram_empty,100.02057367761941
walk,768.2581130574666
