mode,duration
bike,6926396.0
bus,14143371.0
bus_empty,13912467.0
cable_car,416631.0
cable_car_empty,413889.0
car,103050134.0
car_RideHail,2512206.0
car_RideHail_Pool,35133.0
car_RideHail_empty,775281.0
car_emer,4048779.0
car_hov2,13833996.0
car_hov2_emer,1080357.0
car_hov3,9922397.0
car_hov3_emer,759467.0
ferry,20100.0
ferry_empty,96000.0
rail,81660.0
rail_empty,16260.0
subway,835920.0
subway_empty,46500.0
tram,2777635.0
tram_empty,1677245.0
walk,258846133.0
