Unnamed: 0,ISRM,tons_per_year_ROG,tons_per_year_NOx,tons_per_year_NH3,tons_per_year_SOx,tons_per_year_PM2_5,tons_per_year_CO2,geometry,cordon_flag,SF_flag
0,843,0.0211001737765116,0.0927829387549403,0.0195003661224445,0.0021827126771068,0.0036120475817245,217.64392999456868,"POLYGON ((-2256000 144000, -2256000 168000, -2232000 168000, -2232000 144000, -2256000 144000))",False,False
1,909,0.0020172886701032,0.0006596968651292,-8.447729982240249e-05,4.537129418129976e-05,-2.185673383680014e-05,4.618114375412688,"POLYGON ((-2256000 -24000, -2256000 24000, -2208000 24000, -2208000 -24000, -2256000 -24000))",False,False
2,910,0.0057041176827312,0.0898553517366371,0.0089104432766533,0.0008690437640608,0.0025412215511756,85.89431266767497,"POLYGON ((-2256000 24000, -2256000 72000, -2208000 72000, -2208000 24000, -2256000 24000))",False,False
3,911,-0.2108023580373714,-0.4701952372066547,-0.0635664166566583,-0.0074574539351792,-0.0121206922595729,-743.812303578703,"POLYGON ((-2256000 72000, -2256000 120000, -2208000 120000, -2208000 72000, -2256000 72000))",False,False
4,912,0.1553974642070201,0.4120496634306967,0.0960147462425946,0.0109565913126364,0.0166819527775211,1091.7196501523722,"POLYGON ((-2256000 168000, -2256000 216000, -2208000 216000, -2208000 168000, -2256000 168000))",False,False
5,947,-0.5175818361072295,-0.6168364429022262,-0.0747354315371713,-0.009157465833013,-0.0122928688253115,-910.51771709889,"POLYGON ((-2232000 120000, -2232000 144000, -2208000 144000, -2208000 120000, -2232000 120000))",False,False
6,948,0.3280059997268409,0.393610651180964,0.0502915121495033,0.0061750166787378,0.011388946153725,611.4641161583495,"POLYGON ((-2232000 144000, -2232000 168000, -2208000 168000, -2208000 144000, -2232000 144000))",False,False
7,953,-0.0169794294251867,-0.006143023599675,0.004055550149958,0.0003691044025066,0.0006591956469699,37.18581274032158,"POLYGON ((-2208000 36000, -2208000 40000, -2204000 40000, -2204000 36000, -2208000 36000))",False,False
8,954,-0.0355408184136609,-8.399310843265617e-05,-0.0005828457411992,-6.514726272800059e-05,-0.0004175755525843,-6.354456403444601,"POLYGON ((-2208000 40000, -2208000 44000, -2204000 44000, -2204000 40000, -2208000 40000))",False,False
9,955,-0.3110665635588017,-0.30492329609128,-0.0347069013873782,-0.0046285135825248,-0.0102151810134569,-457.9389304317556,"POLYGON ((-2208000 44000, -2208000 48000, -2204000 48000, -2204000 44000, -2208000 44000))",False,False
10,956,-0.0025799836793118,0.0032084786494657,-1.8224041213200015e-05,-5.910426826230843e-06,-2.10627403514e-05,-0.5774033164101944,"POLYGON ((-2208000 48000, -2208000 52000, -2204000 52000, -2204000 48000, -2208000 48000))",False,False
