1. Record Type,2. Sample Number,3. Phone,4. Month,5. Day,6. Year,7. Day of Week,8. Advance Letter,9. Address,10. City,11. State,12. Zip Code,13. HH County,14. HH Study Area,15. HH Zone,16. Longitude,17. Latitude,18. Number Persons,19. Number Employed,20. Vehicles Available,21. Vehicles Owned / Leased ,22. Bikes,23. Residence,24. Other Residence,25. Tenure,26. Previous Residence,27. Previous Zip Code,28. HH Factors ,29. Other Factors,30. Income,31. Day Visitors,32. Overnight Visitors,33. Delivery Vehicle,34. Number of Delivery Drivers,35. HH Vehicle Use by Non HH Member,36. GPS House,37. Total HH Trips
1,97449,,4,25,2018,3,1,,Austin,TX,78726,5,AU,,-97.847,30.426,1,0,1,1,0,4,,5,,,6;96,Close to Lake Travis.,8,0,0,,,2,2,3
1,97593,,1,31,2018,3,1,,AUSTIN,TX,78748,5,AU,,-97.797,30.161,2,1,1,1,1,4,,1,1,78748,5;96,0,14,0,0,,,2,2,7
1,98294,,8,29,2018,3,1,,Cedar Park,TX,78613,5,AU,,-97.847,30.468,3,2,3,3,3,1,,5,,,4;5,,25,0,0,,,2,2,4
1,98865,,12,13,2017,3,1,,Austin,TX,78704,5,AU,,-97.749,30.251,1,0,0,0,1,4,,1,2,2446,6,,19,1,0,,,3,2,6
1,98878,,1,19,2018,5,1,,Austin,TX,78727,5,AU,,-97.695,30.435,5,1,1,1,0,1,,5,,,1;5;6;96,0,9,4,0,,,2,2,22
1,98892,,11,14,2017,2,1,,AUSTIN,TX,78745,5,AU,,-97.832,30.207,2,2,2,2,2,1,,1,1,78757,6,,22,0,0,,,2,1,9
1,98906,,1,24,2018,3,1,,Austin,TX,78738,5,AU,,-97.933,30.311,4,1,2,2,1,1,,5,,,1;3;4;6;8,,24,0,0,,,2,2,20
1,98946,,12,14,2017,4,1,,Austin,TX,78751,5,AU,,-97.721,30.296,3,3,2,2,3,1,,2,2,11106,6,,13,0,0,,,2,2,17
1,98954,,12,19,2017,2,1,,Austin,TX,78754,5,AU,,-97.601,30.355,2,2,2,2,0,1,,1,1,78758,1;2;3;6;96,0,24,0,0,,,2,2,6
1,98963,,12,7,2017,4,1,,AUSTIN,TX,78758,5,AU,,-97.696,30.391,4,2,2,2,1,1,,2,1,78758,6;7,,22,0,0,,,2,2,16
1,99716,,4,16,2018,1,1,,Austin,TX,78723,5,AU,,-97.680,30.307,2,1,1,0,0,96,TOWN HOME,5,,,1;3,,4,0,0,,,2,2,10
1,99867,,1,29,2018,1,1,,Austin,TX,78751,5,AU,,-97.733,30.314,2,1,2,2,0,4,,2,1,78756,3;6;7,,18,1,1,,,2,2,13
1,99919,,12,19,2017,2,1,,Austin,TX,78759,5,AU,,-97.775,30.410,2,2,4,4,1,1,,5,,,4;6;8,,25,0,0,,,2,2,6
1,99931,,12,7,2017,4,1,,Austin,TX,78726,5,AU,,-97.843,30.427,5,2,2,2,0,4,,2,1,78750,4,,20,0,0,,,2,1,22
1,100427,,4,10,2018,2,1,,Austin,TX,78741,5,AU,,-97.726,30.221,3,1,1,1,1,4,,2,1,78741,96,GOT MARRIED,10,0,0,,,2,1,19
1,100502,,4,25,2018,3,1,,Austin,TX,78703,5,AU,,-97.754,30.278,1,0,1,1,3,2,,5,,,1;6,,23,0,0,,,2,2,6
1,100863,,11,14,2017,2,1,,AUSTIN,TX,78703,5,AU,,-97.775,30.308,4,2,2,2,1,1,,3,1,78750,96,0,22,0,0,,,2,1,19
1,100877,,12,14,2017,4,1,,Cedar Park,TX,78613,5,AU,,-97.855,30.482,3,2,3,3,3,1,,5,,,1;3;5;6;8,,21,0,0,,,1,2,20
1,100942,,1,10,2018,3,1,,Hutto,TX,78634,6,AU,,-97.564,30.494,6,3,3,3,0,1,,2,2,999999,3,,24,0,0,,,1,1,22
1,101033,,4,19,2018,4,1,,AUSTIN,TX,78704,5,AU,,-97.771,30.235,1,0,2,2,2,1,,5,,,1,,23,0,0,,,2,2,7
1,101866,,1,22,2018,1,1,,Austin,TX,78749,5,AU,,-97.839,30.231,1,1,1,1,1,4,,3,1,78704,1;3;6,,8,0,0,,,2,2,2
1,101937,,12,7,2017,4,1,,Austin,TX,78745,5,AU,,-97.775,30.219,2,2,2,2,2,1,,1,1,78756,1,,24,0,0,,,2,2,18
1,101953,,1,10,2018,3,1,,Austin,TX,78757,5,AU,,-97.721,30.356,3,1,2,2,0,1,,5,,,96,0,6,98,98,,,2,1,15
1,102673,,5,21,2018,1,1,,Austin,TX,78745,5,AU,,-97.828,30.193,2,2,2,2,2,5,,4,1,78708,1,,7,0,0,,,2,2,5
1,102861,,9,12,2018,3,1,,Austin,TX,78704,5,AU,,-97.780,30.257,5,1,2,2,2,1,,4,2,999999,4;6,,22,3,0,,,2,2,18
1,102864,,1,9,2018,2,1,,Austin,TX,78746,5,AU,,-97.831,30.292,3,1,1,1,1,2,,1,1,78746,1;4,,16,0,0,,,2,2,11
1,102866,,10,18,2017,3,1,,AUSTIN,TX,78703,5,AU,,-97.775,30.300,2,1,2,2,1,1,,4,2,99998,6;96,0,24,1,0,,,2,2,14
1,102868,,1,10,2018,3,1,,Pflugerville,TX,78660,5,AU,,-97.609,30.467,3,3,2,2,2,1,,1,1,78753,8,,22,0,0,,,2,2,6
1,102891,,11,30,2017,2,1,,Austin,TX,78725,5,AU,,-97.578,30.242,2,2,3,3,0,1,,1,1,78725,1,,22,2,0,,,2,2,9
1,102911,,11,30,2017,4,1,,Austin,TX,78748,5,AU,,-97.839,30.185,1,1,2,2,1,1,,5,,,1;6,,20,0,0,,,2,2,5
1,102936,,11,14,2017,2,1,,AUSTIN,TX,78731,5,AU,,-97.761,30.352,2,2,2,2,1,2,,4,2,999998,1,,20,2,0,,,2,2,15
1,102972,,11,28,2017,2,1,,Austin,TX,78732,5,AU,,-97.909,30.357,3,2,2,2,1,1,,1,1,78738,5,,24,4,0,,,2,2,25
1,102984,,12,18,2017,1,1,,Austin,TX,78745,5,AU,,-97.824,30.225,2,2,1,1,2,4,,2,1,78747,3;96,0,24,0,0,,,2,2,12
1,103138,,4,10,2018,2,1,,Austin,TX,78724,5,AU,,-97.641,30.308,1,1,2,2,0,1,,5,,,3,,14,0,0,,,2,2,2
1,103211,,1,17,2018,3,1,,Leander,TX,78641,5,AU,,-97.891,30.507,2,2,2,2,0,1,,1,1,78613,6;96,0,24,0,0,,,2,2,5
1,103866,,12,19,2017,2,1,,Austin,TX,78731,5,AU,,-97.772,30.346,1,0,1,1,0,1,,5,,,96,0,24,0,0,,,2,2,2
1,103924,,11,16,2017,4,1,,Austin,TX,78750,5,AU,,-97.792,30.364,2,2,2,2,0,4,,4,2,76051,1;96,0,25,0,0,,,2,2,12
1,103940,,12,12,2017,2,1,,Austin,TX,78757,5,AU,,-97.754,30.338,3,2,4,4,3,1,,5,,,3,,23,0,0,,,2,1,13
1,104737,,1,30,2018,2,1,,AUSTIN,TX,78741,5,AU,,-97.722,30.233,3,1,0,0,0,4,,5,,,6,,18,0,0,,,3,2,4
1,104976,,1,12,2018,5,1,,Pflugerville,TX,78660,5,AU,,-97.574,30.479,2,2,2,2,0,1,,5,,,1;4;5;6;8,,22,1,1,,,2,2,8
1,105128,,4,26,2018,4,1,,Austin,TX,78702,5,AU,,-97.725,30.251,2,0,1,1,0,1,,5,,,1;2;4;5;6,,4,0,0,,,2,2,6
1,105310,,4,23,2018,1,1,,AUSTIN,TX,78702,5,AU,,-97.706,30.279,2,2,1,1,2,1,,3,2,999998,6;96,WANTED TO LEAVE FLORIDA,13,0,0,,,2,2,4
1,105463,,5,18,2018,5,1,,Austin,TX,78745,5,AU,,-97.828,30.217,2,0,2,2,0,4,,5,,,96,LOCATION,6,0,0,,,2,2,4
1,105596,,8,20,2018,1,1,,AUSTIN,TX,78726,5,AU,,-97.831,30.432,4,2,3,3,6,1,,3,2,8822,3;4;6,,21,0,0,,,2,2,13
1,105898,,10,18,2017,3,1,,Austin,TX,78724,5,AU,,-97.580,30.255,1,1,1,1,0,1,,5,,,96,0,14,0,0,,,2,2,4
1,106142,,1,25,2018,4,1,,AUSTIN,TX,78757,5,AU,,-97.735,30.369,4,2,2,2,5,1,,5,,,1;6,,25,3,0,,,2,2,6
1,106399,,5,21,2018,1,1,,Austin,TX,78723,5,AU,,-97.675,30.301,3,0,2,2,0,1,,5,,,96,CLOSER TO FAMILY,3,1,0,,,1,2,9
1,106981,,1,12,2018,5,1,,ROUND ROCK,TX,78664,5,AU,,-97.651,30.472,1,1,2,2,0,1,,5,,,1,,19,0,0,,,2,2,2
1,107040,,5,23,2018,3,1,,Austin,TX,78723,5,AU,,-97.701,30.292,2,2,2,2,2,1,,1,1,78741,3,,7,0,0,,,2,2,6
1,107952,,12,12,2017,2,1,,Austin,TX,78745,5,AU,,-97.818,30.201,2,0,3,3,1,1,,5,,,96,0,16,98,98,,,98,1,7
1,107971,,12,12,2017,2,1,,Austin,TX,78758,5,AU,,-97.691,30.410,2,1,2,2,1,3,,5,,,6,,21,0,0,,,2,2,0
1,107991,,1,26,2018,5,1,,Spicewood,TX,78669,5,AU,,-98.038,30.411,5,1,2,2,2,1,,2,2,999998,1;4,,22,0,0,,,2,2,4
1,107998,,8,2,2017,3,1,,AUSTIN,TEXAS,78703,5,AU,,-97.758,30.280,2,2,1,1,2,2,,1,1,78701,3;6;7,,24,1,0,,,2,1,11
1,108434,,5,21,2018,1,1,,Austin,TX,78758,5,AU,,-97.730,30.376,3,2,1,1,1,4,,1,1,78753,1;6,,4,2,0,,,2,2,43
1,108873,,12,11,2017,1,1,,Austin,TX,78753,5,AU,,-97.668,30.387,1,1,1,1,0,1,,5,,,6,,4,0,0,,,2,2,3
1,108935,,1,19,2018,5,1,,Austin,TX,78744,5,AU,,-97.738,30.164,2,2,2,2,0,1,,5,,,1;3;6;8,,16,0,0,,,2,2,10
1,109356,,5,11,2018,5,1,,LEANDER,TX,78641,5,AU,,-97.958,30.581,2,0,3,3,0,1,,5,,,96,RETIRED TO THE COUNTRY SIDE,7,0,0,,,2,2,0
1,109424,,5,7,2018,1,1,,Austin,TX,78703,5,AU,,-97.769,30.287,3,1,2,2,5,1,,5,,,6,,13,0,0,,,2,2,7
1,109506,,4,16,2018,1,1,,Austin,TX,78734,5,AU,,-97.926,30.428,3,2,3,3,0,5,,2,2,79329,96,FAMILY,14,0,0,,,2,2,6
1,109796,,5,21,2018,1,1,,Austin,TX,78723,5,AU,,-97.677,30.289,3,2,3,3,3,1,,5,,,96,LOCATION,13,0,0,,,2,2,13
1,109866,,1,22,2018,1,1,,Austin,TX,78727,5,AU,,-97.686,30.413,3,0,2,2,0,1,,1,1,78759,6,,12,0,0,,,2,2,12
1,109921,,1,10,2018,3,1,,Cedar Park,TX,78613,5,AU,,-97.850,30.472,3,3,4,4,3,1,,5,,,3;4;5;6,,24,0,0,,,2,2,14
1,109950,,1,9,2018,2,1,,Austin,TX,78723,5,AU,,-97.681,30.317,2,1,3,3,2,1,,5,,,6,,20,0,0,,,2,2,3
1,109958,,2,26,2018,1,1,,AUSTIN,TX,78728,5,AU,,-97.676,30.443,2,2,2,2,0,1,,1,2,11103,1,,15,0,0,,,2,2,4
1,110555,,2,14,2018,3,1,,Austin,TX,78744,5,AU,,-97.769,30.176,5,2,2,2,1,5,,5,,,1;3,,17,0,0,,,2,1,23
1,110730,,3,5,2018,1,1,,AUSTIN,TX,78744,5,AU,,-97.751,30.180,2,2,1,1,0,1,,5,,,1;6,,19,0,0,,,2,2,7
1,110863,,11,28,2017,2,1,,Austin,TX,78759,5,AU,,-97.762,30.423,2,0,2,2,0,1,,5,,,6;8,,14,0,0,,,2,2,12
1,110944,,11,28,2017,2,1,,Austin,TX,78753,5,AU,,-97.674,30.361,2,2,2,2,2,1,,4,1,78723,1,,23,0,0,,,2,2,6
1,111353,,5,11,2018,5,1,,Austin,TX,78727,5,AU,,-97.687,30.418,5,2,3,3,1,1,,5,,,1,,15,0,0,,,2,2,4
1,111472,,8,28,2018,2,1,,Cedar Park,TX,78613,5,AU,,-97.855,30.473,3,2,4,4,2,1,,5,,,6,,22,1,0,,,2,2,12
1,111787,,4,26,2018,4,1,,Austin,TX,78723,5,AU,,-97.686,30.296,2,2,2,2,0,1,,5,,,1,,6,2,0,,,2,2,8
1,111961,,12,11,2017,1,1,,Austin,TX,78745,5,AU,,-97.835,30.195,4,2,3,3,1,1,,5,,,3,,22,0,0,,,2,2,2
1,111973,,11,14,2017,2,1,,Austin,TX,78750,5,AU,,-97.811,30.442,1,0,3,3,0,1,,5,,,3,,25,0,0,,,2,2,7
1,112045,,2,8,2018,4,1,,AUSTIN,TX,78747,5,AU,,-97.793,30.147,3,2,2,2,0,4,,3,1,78741,6,,18,1,1,,,2,2,3
1,112567,,5,21,2018,1,1,,Austin,TX,78741,5,AU,,-97.701,30.228,3,0,1,1,0,4,,5,,,6,,3,9,0,,,2,2,4
1,112866,,1,10,2018,3,1,,Pflugerville,TX,78660,5,AU,,-97.610,30.471,6,6,5,5,3,1,,4,98,78660,1;3;4;5,,21,0,0,,,1,2,19
1,112875,,8,21,2018,2,1,,Spicewood,TX,78669,5,AU,,-98.045,30.402,4,1,3,3,2,1,,5,,,1;4;6;96,LAKE TRAVIS LOTS OF SUN- MOVED FROM OHIO WEATHER,24,0,0,,,1,2,10
1,113950,,1,9,2018,2,1,,AUSTIN,TX,78751,5,AU,,-97.718,30.311,3,2,2,2,3,1,,5,,,1;3;6;7;8,,24,0,0,,,2,2,17
1,113959,,12,12,2017,2,1,,Austin,TX,78721,5,AU,,-97.677,30.280,1,1,1,1,0,1,,5,,,6,,11,0,0,,,2,2,4
1,114019,,4,19,2018,4,1,,AUSTIN,TX,78725,5,AU,,-97.590,30.233,3,2,3,3,3,1,,5,,,1;6,,14,1,0,,,1,2,9
1,114893,,12,14,2017,4,1,,Austin,TX,78705,5,AU,,-97.736,30.302,3,2,2,2,1,1,,5,,,1;3;6,,23,0,0,,,2,2,25
1,114971,,1,10,2018,3,1,,AUSTIN,TX,78723,5,AU,,-97.689,30.316,1,0,1,1,0,3,,5,,,1,,1,1,0,,,1,2,2
1,115036,,4,23,2018,1,1,,AUSTIN,TX,78702,5,AU,,-97.725,30.260,3,0,0,0,1,4,,1,1,78704,96,PUBLIC HOUSING,6,0,0,,,3,2,10
1,115307,,2,22,2018,4,1,,Austin,TX,78725,5,AU,,-97.579,30.239,6,1,3,3,3,1,,5,,,1,,17,0,0,,,2,2,6
1,115987,,12,7,2017,4,1,,Manor,TX,78653,5,AU,,-97.550,30.361,2,1,3,3,2,1,,5,,,3,,20,98,98,,,2,2,5
1,116313,,4,23,2018,1,1,,AUSTIN,TX,78702,5,AU,,-97.730,30.256,3,2,2,2,0,1,,5,,,96,GREW UP IN THIS NEIGHBORHOOD,10,1,0,,,1,2,13
1,116675,,4,9,2018,1,1,,Austin,TX,78723,5,AU,,-97.697,30.313,3,1,2,2,4,1,,5,,,1;3;5;6,,23,0,0,,,2,2,19
1,116893,,12,12,2017,2,1,,Austin,TX,78738,5,AU,,-98.031,30.290,6,2,2,2,4,1,,3,2,83709,4;5,,23,0,0,,,2,1,29
1,116955,,12,12,2017,2,1,,Austin,TX,78747,5,AU,,-97.739,30.159,3,2,3,3,2,1,,2,1,78660,6,,21,98,98,,,98,1,11
1,117864,,1,9,2018,2,1,,Austin,TX,78727,5,AU,,-97.696,30.421,2,1,2,2,2,1,,5,,,6,,21,0,0,,,2,2,2
1,117891,,12,7,2017,4,1,,Austin,TX,78746,5,AU,,-97.788,30.282,2,0,2,2,0,1,,5,,,1;3;6;8,,25,0,0,,,2,1,0
1,117991,,2,1,2018,4,1,,Austin,TX,78731,5,AU,,-97.765,30.362,2,2,2,2,1,1,,5,,,6,,21,0,0,,,2,2,9
1,118335,,3,23,2018,5,1,,Austin,TX,78741,5,AU,,-97.729,30.240,3,3,2,2,1,4,,4,1,78741,1,,15,1,0,,,1,2,4
1,118367,,1,17,2018,3,1,,Austin,TX,78750,5,AU,,-97.812,30.427,2,2,2,2,0,1,,5,,,6;96,0,25,0,0,,,2,2,2
1,119102,,8,22,2018,3,1,,Austin,TX,78730,5,AU,,-97.821,30.343,4,2,3,3,3,1,,4,1,78731,6,,21,0,0,,,2,2,5
1,119249,,4,16,2018,1,1,,AUSTIN,TX,78723,5,AU,,-97.669,30.289,3,2,2,2,3,1,,5,,,1;6,,3,2,0,,,2,2,9
1,119846,,8,20,2018,1,1,,AUSTIN,TX,78702,5,AU,,-97.705,30.282,3,3,3,3,0,1,,3,1,78747,1;6;96,LOCATION,22,1,0,,,2,2,8
1,119881,,11,2,2017,4,1,,AUSTIN,TX,78732,5,AU,,-97.922,30.345,2,0,2,2,0,1,,5,,,6,,21,0,0,,,2,2,5
1,120442,,2,7,2018,3,1,,Austin,TX,78753,5,AU,,-97.670,30.380,2,0,2,2,0,1,,5,,,3;6,,22,0,0,,,2,2,6
1,120493,,5,9,2018,3,1,,Austin,TX,78741,5,AU,,-97.730,30.226,2,2,2,2,1,4,,5,,,5,,12,0,0,,,2,2,6
1,120919,,11,14,2017,2,1,,AUSTIN,TX,78732,5,AU,,-97.878,30.381,4,2,3,3,0,4,,1,1,78610,6,,20,0,0,,,2,1,13
1,120920,,12,7,2017,4,1,,Austin,TX,78733,5,AU,,-97.878,30.338,1,1,3,3,0,1,,5,,,4,,23,0,0,,,2,2,5
1,120938,,2,5,2018,1,1,,Austin,TX,78728,5,AU,,-97.686,30.440,6,1,2,2,3,1,,5,,,6,,15,0,0,,,2,2,24
1,120954,,12,11,2017,1,1,,Austin,TX,78754,5,AU,,-97.665,30.331,1,1,1,1,0,4,,1,2,78610,3,,24,0,0,,,2,2,2
1,120977,,2,6,2018,2,1,,AUSTIN,TX,78747,5,AU,,-97.791,30.141,2,2,2,2,1,1,,4,1,78748,3,,21,0,0,,,2,2,4
1,121034,,4,27,2018,5,1,,Austin,TX,78728,5,AU,,-97.671,30.442,3,3,2,2,0,4,,1,1,78665,96,WANTED INDEPENDENCE,7,0,0,,,2,2,6
1,121755,,1,5,2018,5,1,,Austin,TX,78731,5,AU,,-97.778,30.364,1,0,1,1,0,1,,5,,,6,,16,1,0,,,2,2,2
1,121918,,1,19,2018,5,1,,Austin,TX,78739,5,AU,,-97.897,30.192,4,2,2,2,4,1,,5,,,1,,23,1,0,,,1,2,23
1,121958,,5,9,2018,3,1,,Austin,TX,78745,5,AU,,-97.814,30.203,3,1,1,1,0,1,,5,,,5;6,,19,0,0,,,2,2,4
1,121961,,5,8,2018,2,1,,AUSTIN,TX,78745,5,AU,,-97.802,30.221,3,0,2,2,0,1,,5,,,3,,22,2,0,,,1,2,2
1,121987,,11,14,2017,2,1,,AUSTIN,TX,78746,5,AU,,-97.848,30.285,2,2,2,2,2,4,,5,,,6,,25,0,0,,,2,1,9
1,122075,,2,9,2018,5,1,,AUSTIN,TX,78749,5,AU,,-97.828,30.228,1,0,1,1,0,4,,5,,,1,,23,1,0,,,2,2,3
1,122390,,1,12,2018,5,1,,Austin,TX,78757,5,AU,,-97.725,30.359,1,0,1,1,0,1,,5,,,6,,21,1,1,,,2,2,4
1,122563,,5,3,2018,4,1,,Austin,TX,78728,5,AU,,-97.672,30.450,4,2,3,3,2,1,,5,,,1;3;4;5;6;8,,8,0,0,,,2,2,10
1,122723,,4,26,2018,4,1,,Austin,TX,78727,5,AU,,-97.690,30.430,2,2,2,2,0,1,,5,,,6,,13,1,0,,,2,2,7
1,122873,,11,14,2017,2,1,,AUSTIN,TX,78723,5,AU,,-97.684,30.302,2,2,2,2,2,1,,5,,,96,0,21,0,0,,,2,1,13
1,122897,,1,22,2018,1,1,,Austin,TX,78704,5,AU,,-97.751,30.257,1,1,0,0,1,2,,1,1,78701,3;6;7;8,,7,0,0,,,3,2,4
1,122967,,1,29,2018,1,1,,Austin,TX,78739,5,AU,,-97.869,30.171,4,2,3,3,4,1,,5,,,1;4;5;6;8,,21,0,0,,,1,2,15
1,123099,,8,28,2018,2,1,,AUSTIN,TX,78739,5,AU,,-97.903,30.191,3,2,4,4,1,1,,5,,,6;96,LOCATION,25,0,0,,,1,2,6
1,123173,,2,14,2018,3,1,,Austin,TX,78739,5,AU,,-97.894,30.190,2,2,3,3,3,1,,5,,,4;6;8;96,0,24,0,0,,,2,1,11
1,123388,,2,13,2018,2,1,,AUSTIN,TX,78741,5,AU,,-97.732,30.226,3,2,2,2,2,1,,5,,,1;6,,24,98,98,,,1,2,13
1,123897,,12,6,2017,3,1,,AUSTIN,TX,78731,5,AU,,-97.751,30.326,2,2,2,2,0,1,,5,,,1;6,,24,0,0,,,2,2,5
1,123931,,11,29,2017,3,1,,Austin,TX,78759,5,AU,,-97.746,30.387,2,2,2,2,0,4,,1,1,78759,3;5,,14,0,0,,,2,2,14
1,123947,,11,16,2017,4,1,,AUSTIN,TX,78732,5,AU,,-97.896,30.364,2,0,1,1,1,2,,2,2,99998,96,0,14,0,0,,,2,2,6
1,123957,,11,14,2017,2,1,,AUSTIN,TX,78751,5,AU,,-97.711,30.313,1,1,2,2,98,1,,3,1,78731,1;6,,23,0,0,,,2,1,3
1,123986,,11,7,2017,2,1,,AUSTIN,TX,78704,5,AU,,-97.748,30.237,2,0,2,2,1,1,,5,,,1;6;96,0,18,1,0,,,2,2,6
1,124436,,3,29,2018,4,1,,Austin,TX,78721,5,AU,,-97.688,30.279,4,2,2,2,2,2,,5,,,1,,20,0,0,,,2,2,8
1,124625,,1,8,2018,1,1,,Austin,TX,78744,5,AU,,-97.751,30.190,1,1,1,1,4,1,,5,,,1,,22,0,0,,,2,2,2
1,124854,,5,22,2018,2,1,,Austin,TX,78746,5,AU,,-97.805,30.334,6,2,4,4,0,1,,1,2,999998,1,,13,0,0,,,2,2,27
1,125117,,1,19,2018,5,1,,Pflugerville,TX,78660,5,AU,,-97.578,30.478,3,1,2,2,0,1,,2,2,98105,96,0,22,0,0,,,2,2,4
1,125336,,5,11,2018,5,1,,Austin,TX,78727,5,AU,,-97.710,30.422,5,1,2,2,0,4,,5,,,96,location,13,0,0,,,1,2,36
1,125411,,5,1,2018,2,1,,Austin,TX,78731,5,AU,,-97.773,30.327,2,0,2,2,0,1,,5,,,96,DOWN SIZED,18,0,0,,,2,2,7
1,125974,,11,27,2017,1,1,,Austin,TX,78750,5,AU,,-97.800,30.382,2,0,2,2,0,1,,5,,,6,,21,2,0,,,2,2,16
1,125993,,1,19,2018,5,1,,Austin,TX,78734,5,AU,,-97.932,30.407,3,2,5,5,3,1,,5,,,4;6,,21,2,0,,,2,2,7
1,126869,,1,18,2018,4,1,,Austin,TX,78745,5,AU,,-97.829,30.192,1,1,2,2,2,5,,5,,,1,,16,0,0,,,2,2,11
1,126871,,1,26,2018,5,1,,Austin,TX,78745,5,AU,,-97.824,30.225,1,1,1,1,1,4,,1,1,78704,1;3;6,,12,0,0,,,2,2,4
1,126878,,2,20,2018,2,1,,AUSTIN,TX,78746,5,AU,,-97.821,30.277,5,2,2,2,4,1,,4,1,78759,4;96,0,25,0,0,,,2,2,16
1,126907,,12,5,2017,2,1,,Austin,TX,78751,5,AU,,-97.732,30.312,1,1,1,1,1,4,,2,2,37150,98,,8,0,0,,,2,2,4
1,127496,,4,11,2018,3,1,,Austin,TX,78741,5,AU,,-97.725,30.241,4,2,2,2,0,4,,1,2,999998,3,,11,0,0,,,2,2,10
1,127747,,1,11,2018,4,1,,AUSTIN,TX,78702,5,AU,,-97.717,30.268,1,0,1,1,0,1,,5,,,1,,6,2,0,,,2,2,2
1,127962,,1,19,2018,5,1,,AUSTIN,TX,78735,5,AU,,-97.878,30.250,3,1,2,2,0,1,,5,,,3,,24,0,0,,,2,2,2
1,128409,,5,15,2018,2,1,,Austin,TX,78705,5,AU,,-97.746,30.289,2,2,2,2,1,1,,1,1,78705,5,,5,1,0,,,2,2,5
1,128862,,2,5,2018,1,1,,Austin,TX,78704,5,AU,,-97.783,30.238,2,2,2,2,0,2,,1,2,999998,3,,22,0,0,,,2,2,10
1,128868,,12,7,2017,4,1,,Austin,TX,78725,5,AU,,-97.584,30.246,2,0,2,2,2,1,,5,,,1,,21,0,0,,,2,1,6
1,128915,,11,27,2017,1,1,,AUSTIN,TX,78750,5,AU,,-97.805,30.436,2,0,4,4,0,1,,5,,,3,,15,0,0,,,2,2,6
1,128921,,11,15,2017,3,1,,AUSTIN,TX,78754,5,AU,,-97.654,30.336,4,4,6,6,0,1,,5,,,96,0,21,0,0,,,2,2,15
1,128942,,11,14,2017,2,1,,Austin,TX,78759,5,AU,,-97.742,30.376,4,1,2,2,2,1,,5,,,1;4;6,,23,0,0,,,2,1,14
1,128995,,12,12,2017,2,1,,Pflugerville,TX,78660,5,AU,,-97.577,30.481,4,1,2,2,3,1,,2,1,77802,96,0,21,0,0,,,2,2,17
1,129259,,8,27,2018,1,1,,Austin,TX,78734,5,AU,,-97.919,30.418,3,3,4,4,0,1,,5,,,6,,22,3,3,,,2,2,12
1,129922,,12,11,2017,1,1,,Pflugerville,TX,78660,5,AU,,-97.572,30.485,2,0,2,2,0,1,,5,,,6,,14,3,0,,,2,2,11
1,129966,,1,24,2018,3,1,,Austin,TX,78726,5,AU,,-97.835,30.439,1,0,2,2,0,5,,5,,,96,0,24,0,0,,,2,2,3
1,129972,,1,22,2018,1,1,,Austin,TX,78748,5,AU,,-97.814,30.178,2,2,2,2,0,1,,5,,,1,,13,1,0,,,2,2,7
1,130295,,4,25,2018,3,1,,AUSTIN,TX,78725,5,AU,,-97.582,30.239,2,1,1,1,0,1,,2,1,78741,1,,6,0,0,,,2,2,4
1,130420,,4,23,2018,1,1,,Austin,TX,78741,5,AU,,-97.730,30.235,2,2,2,2,1,4,,3,1,78704,1,,13,0,0,,,2,2,6
1,130491,,1,23,2018,2,1,,AUSTIN,TX,78721,5,AU,,-97.674,30.284,5,2,2,2,5,1,,5,,,1;6,,23,1,0,,,2,2,13
1,130901,,2,1,2018,4,1,,Austin,TX,78752,5,AU,,-97.684,30.324,2,2,2,2,2,2,,2,1,78723,1;6,,21,1,0,,,2,2,6
1,130939,,12,7,2017,4,1,,Austin,TX,78745,5,AU,,-97.792,30.194,2,1,2,2,3,1,,4,1,78704,1,,6,98,0,,,2,1,7
1,130942,,1,10,2018,3,1,,Austin,TX,78759,5,AU,,-97.770,30.379,1,1,1,1,1,4,,2,1,78737,96,0,19,98,98,,,2,1,8
1,131001,,5,11,2018,5,1,,Austin,TX,78727,5,AU,,-97.716,30.430,2,1,1,1,1,1,,5,,,96,FAMILY HOME,13,2,0,,,2,2,5
1,131744,,5,3,2018,4,1,,Austin,TX,78727,5,AU,,-97.689,30.421,2,1,2,2,1,1,,5,,,96,LOCATION,10,0,0,,,2,2,2
1,131819,,5,1,2018,2,1,,Austin,TX,78723,5,AU,,-97.687,30.308,2,0,2,2,0,1,,5,,,96,FAMILY HOME,14,0,0,,,2,2,11
1,131905,,12,7,2017,4,1,,Austin,TX,78751,5,AU,,-97.732,30.312,1,1,1,1,0,4,,1,2,999998,3,,12,0,0,,,2,1,8
1,131942,,11,14,2017,2,1,,AUSTIN,TX,78759,5,AU,,-97.757,30.408,3,0,2,2,0,1,,5,,,3,,17,0,0,,,2,1,6
1,131959,,1,11,2018,4,1,,Austin,TX,78732,5,AU,,-97.894,30.379,3,1,2,2,3,1,,1,1,78735,6,,22,0,0,,,2,2,6
1,131966,,1,9,2018,2,1,,Austin,TX,78752,5,AU,,-97.718,30.340,2,2,1,1,1,4,,1,1,78759,3,,23,98,98,,,2,2,7
1,131984,,12,7,2017,4,1,,Austin,TX,78704,5,AU,,-97.749,30.240,1,1,1,1,1,3,,1,1,78704,1;6,,21,0,0,,,2,2,3
