1. Record Type,2. Sample Number,3. Phone,4. Month,5. Day,6. Year,7. Day of Week,8. Advance Letter,9. Address,10. City,11. State,12. Zip Code,13. HH County,14. HH Study Area,15. HH Zone,16. Longitude,17. Latitude,18. Number Persons,19. Number Employed,20. Vehicles Available,21. Vehicles Owned / Leased ,22. Bikes,23. Residence,24. Other Residence,25. Tenure,26. Previous Residence,27. Previous Zip Code,28. HH Factors ,29. Other Factors,30. Income,31. Day Visitors,32. Overnight Visitors,33. Delivery Vehicle,34. Number of Delivery Drivers,35. HH Vehicle Use by Non HH Member,36. GPS House,37. Total HH Trips
1,332728,,4,5,2018,4,1,,AUSTIN,TX,78725,5,AU,,-97.590,30.232,2,1,2,2,0,1,,5,,,1;2,,8,0,0,,,2,2,8
1,332874,,12,14,2017,4,1,,Austin,TX,78723,5,AU,,-97.683,30.302,1,0,0,0,0,1,,5,,,6,,2,0,0,,,3,2,3
1,332893,,1,4,2018,4,1,,Manor,TX,78653,5,AU,,-97.536,30.311,2,2,4,4,0,1,,2,1,78741,96,0,21,0,0,,,2,2,4
1,332973,,1,26,2018,5,1,,Austin,TX,78758,5,AU,,-97.706,30.388,3,2,2,2,1,1,,2,1,78724,98,,20,0,0,,,2,2,13
1,332997,,2,22,2018,4,1,,Elgin,TX,78621,5,AU,,-97.464,30.335,5,2,4,4,0,1,,5,,,96,Acreage - land,25,0,0,,,2,2,10
1,333422,,1,25,2018,4,1,,AUSTIN,TX,78702,5,AU,,-97.717,30.274,2,0,0,0,1,2,,5,,,7,,7,1,0,,,3,2,4
1,333430,,2,2,2018,5,1,,Austin,TX,78702,5,AU,,-97.721,30.256,2,1,2,2,2,1,,5,,,1;2;3;6,,12,99,99,,,2,2,19
1,333570,,4,5,2018,4,1,,Austin,TX,78723,5,AU,,-97.677,30.315,2,2,2,2,0,1,,5,,,1;3;6,,12,0,0,,,1,2,12
1,333587,,4,5,2018,4,1,,AUSTIN,TX,78725,5,AU,,-97.591,30.232,2,2,2,2,1,1,,5,,,1,,10,0,0,,,2,2,6
1,333865,,3,26,2018,1,1,,The Hills,TX,78738,5,AU,,-97.983,30.351,3,2,3,3,0,1,,5,,,4;6,,22,1,0,,,2,2,12
1,333905,,1,18,2018,4,1,,Austin,TX,78739,5,AU,,-97.869,30.160,4,3,4,4,2,1,,3,1,78736,4;6,,24,0,0,,,2,2,9
1,333944,,2,2,2018,5,1,,AUSTIN,TX,78745,5,AU,,-97.795,30.218,3,1,2,2,4,1,,5,,,6,,23,0,0,,,2,2,32
1,333975,,1,11,2018,4,1,,AUSTIN,TX,78745,5,AU,,-97.816,30.205,2,1,5,5,1,1,,5,,,1;4,,12,6,0,,,2,2,8
1,334245,,1,22,2018,1,1,,Austin,TX,78758,5,AU,,-97.690,30.396,2,0,2,2,2,1,,5,,,1;96,0,15,0,0,,,2,2,10
1,334519,,3,26,2018,1,1,,Leander,TX,78641,6,AU,,-97.836,30.558,5,3,3,3,3,1,,5,,,1;3;4;5;6,,21,0,0,,,2,2,18
1,334946,,2,2,2018,5,1,,PFLUGERVILLE,TX,78660,5,AU,,-97.627,30.431,4,2,2,2,2,1,,5,,,1;2;3,,23,1,0,,,1,2,12
1,335709,,1,11,2018,4,1,,AUSTIN,TX,78731,5,AU,,-97.759,30.360,4,2,2,2,9,1,,5,,,6,,25,2,0,,,2,2,14
1,335959,,2,20,2018,2,1,,ROUND ROCK,TX,78664,5,AU,,-97.649,30.474,2,2,2,2,0,1,,3,1,78613,1,,14,0,0,,,2,2,8
1,336924,,12,19,2017,2,1,,Austin,TX,78723,5,AU,,-97.705,30.294,1,1,1,1,1,96,TOWNHOME,5,,,1;6;7;8,,14,0,0,,,2,2,3
1,336934,,12,19,2017,2,1,,Austin,TX,78730,5,AU,,-97.840,30.390,1,0,1,1,0,4,,2,1,78741,3,,11,0,0,,,2,2,4
1,337725,,5,21,2018,1,1,,Austin,TX,78723,5,AU,,-97.703,30.320,2,1,1,1,0,4,,5,,,96,LOCATION,7,3,0,,,2,2,4
1,337944,,2,2,2018,5,1,,LAGO VISTA,TX,78645,5,AU,,-98.007,30.446,2,1,1,1,2,1,,5,,,6,,18,0,0,,,2,2,6
1,338342,,9,11,2018,2,1,,AUSTIN,TX,78745,5,AU,,-97.794,30.194,3,2,3,3,3,1,,5,,,6,,25,0,0,,,2,2,8
1,338511,,5,18,2018,5,1,,Austin,TX,78721,5,AU,,-97.680,30.278,3,2,1,1,1,1,,5,,,96,FAMILY HOME,10,0,0,,,2,2,4
1,338866,,1,9,2018,2,1,,Austin,TX,78738,5,AU,,-97.961,30.318,1,1,1,1,0,1,,1,1,78750,96,0,16,0,0,,,2,2,4
1,338868,,2,7,2018,3,1,,Austin,TX,78741,5,AU,,-97.735,30.241,3,2,2,2,4,1,,5,,,98,,16,0,0,,,2,1,17
1,338954,,12,7,2017,4,1,,Austin,TX,78723,5,AU,,-97.663,30.306,2,1,1,1,0,4,,5,,,1,,2,0,0,,,2,2,11
1,338961,,2,7,2018,3,1,,AUSTIN,TX,78727,5,AU,,-97.697,30.431,2,0,2,2,0,1,,5,,,1;6,,6,0,0,,,2,1,7
1,339140,,2,7,2018,3,1,,AUSTIN,TX,78747,5,AU,,-97.764,30.139,2,1,2,2,2,1,,1,1,78744,1;6,,16,0,0,,,2,2,5
1,339948,,11,30,2017,4,1,,Austin,TX,78759,5,AU,,-97.789,30.418,2,0,1,1,0,1,,5,,,2;3;8,,22,2,0,,,2,2,8
1,340531,,2,23,2018,5,1,,Manor,TX,78653,5,AU,,-97.548,30.361,3,1,3,3,2,1,,5,,,1,,22,1,0,,,2,2,13
1,340913,,1,25,2018,4,1,,Lakeway,TX,78734,5,AU,,-97.961,30.348,1,0,2,2,0,1,,2,1,78739,6;96,0,19,0,0,,,1,2,10
1,340993,,2,20,2018,2,1,,AUSTIN,TX,78749,5,AU,,-97.884,30.210,2,2,2,2,2,1,,5,,,1;6,,20,2,0,,,2,2,6
1,342151,,4,9,2018,1,1,,BUDA,TX,78610,5,AU,,-97.707,30.064,5,3,3,3,1,1,,5,,,1;2;6,,6,0,0,,,2,2,14
1,342442,,3,28,2018,3,1,,Austin,TX,78739,5,AU,,-97.869,30.192,5,2,2,2,5,1,,5,,,1;4;6,,22,0,0,,,1,2,36
1,342888,,2,26,2018,1,1,,Austin,TX,78704,5,AU,,-97.766,30.259,4,2,2,2,3,1,,5,,,6,,22,1,0,,,1,2,12
1,342894,,2,14,2018,3,1,,Austin,TX,78734,5,AU,,-97.925,30.378,1,1,1,1,2,1,,5,,,1;5;6,,10,1,0,,,2,1,3
1,342905,,2,27,2018,2,1,,Manor,TX,78653,5,AU,,-97.482,30.252,5,2,2,2,0,1,,5,,,96,FAMILY LAND,22,0,0,,,1,2,14
1,342910,,2,22,2018,4,1,,Austin,TX,78749,5,AU,,-97.875,30.229,5,2,2,2,2,1,,3,2,30134,6,,21,3,0,,,2,2,19
1,342963,,2,27,2018,2,1,,AUSTIN,TX,78727,5,AU,,-97.733,30.417,4,2,2,2,3,1,,5,,,1;4;6,,25,0,0,,,2,2,14
1,343095,,1,24,2018,3,1,,Austin,TX,78759,5,AU,,-97.757,30.398,4,3,3,3,0,1,,5,,,5,,25,0,0,,,2,2,13
1,343654,,3,28,2018,3,1,,Austin,TX,78724,5,AU,,-97.642,30.290,3,1,2,2,1,1,,1,2,94607,1;6,,14,1,0,,,2,2,15
1,343872,,2,6,2018,2,1,,Buda,TX,78610,5,AU,,-97.719,30.062,4,1,4,0,1,5,,5,,,96,0,7,0,0,,,2,2,6
1,343900,,2,1,2018,4,1,,Lago Vista,TX,78645,5,AU,,-98.009,30.436,2,1,3,3,3,1,,5,,,1;4;6;8,,14,0,0,,,2,2,3
1,343984,,1,9,2018,2,1,,Austin,TX,78704,5,AU,,-97.741,30.242,2,1,2,2,5,1,,5,,,1;6,,24,0,0,,,2,2,8
1,344047,,4,19,2018,4,1,,Austin,TX,78728,5,AU,,-97.671,30.442,3,2,3,3,1,4,,5,,,1;3;6,,15,0,0,,,2,2,4
1,344866,,12,7,2017,4,1,,Austin,TX,78732,5,AU,,-97.911,30.383,1,1,2,2,2,1,,5,,,96,0,21,1,1,,,2,2,3
1,344889,,3,26,2018,1,1,,Austin,TX,78736,5,AU,,-97.891,30.241,1,0,1,1,0,1,,5,,,6,,12,0,0,,,2,2,3
1,344981,,1,8,2018,1,1,,Austin,TX,78749,5,AU,,-97.839,30.235,2,2,2,2,0,4,,3,2,76019,3;96,0,23,0,0,,,2,2,8
1,344998,,8,2,2017,3,1,,AUSTIN,TEXAS,78751,5,AU,,-97.722,30.314,4,2,2,2,4,1,,5,,,6,,25,0,0,,,2,1,17
1,345151,,4,24,2018,2,1,,Austin,TX,78702,5,AU,,-97.704,30.279,4,0,1,1,4,1,,5,,,3,,13,0,0,,,2,2,22
1,345304,,4,19,2018,4,1,,Austin,TX,78721,5,AU,,-97.695,30.279,1,0,1,1,0,1,,5,,,6,,23,0,0,,,2,2,6
1,345422,,2,14,2018,3,1,,Austin,TX,78745,5,AU,,-97.773,30.200,2,2,2,2,2,4,,2,1,78745,1;7,,13,0,0,,,2,1,20
1,345441,,4,16,2018,1,1,,Austin,TX,78747,5,AU,,-97.745,30.159,6,1,2,2,8,1,,5,,,1,,14,2,2,,,2,2,30
1,345709,,4,16,2018,1,1,,ROUND ROCK,TX,78664,5,AU,,-97.655,30.475,2,2,1,1,1,1,,5,,,4,,13,0,0,,,2,2,6
1,345719,,1,17,2018,3,1,,Austin,TX,78704,5,AU,,-97.763,30.257,3,2,2,2,3,1,,1,1,78731,7,,23,0,0,,,2,2,7
1,345861,,1,18,2018,4,1,,Austin,TX,78724,5,AU,,-97.643,30.281,4,2,3,3,1,1,,5,,,1;3,,16,1,0,,,2,2,10
1,345878,,3,23,2018,5,1,,Austin,TX,78749,5,AU,,-97.841,30.206,3,1,1,1,3,1,,4,1,78749,96,OLD HOUSE FLOODED,15,0,0,,,2,2,13
1,345999,,12,7,2017,4,1,,Austin,TX,78728,5,AU,,-97.673,30.435,3,2,2,2,0,2,,1,2,76207,3,,20,0,0,,,2,2,8
1,346911,,2,7,2018,3,1,,Austin,TX,78744,5,AU,,-97.778,30.160,4,2,3,3,0,1,,5,,,1,,18,0,0,,,2,2,11
1,347337,,4,30,2018,1,1,,Lakeway,TX,78734,5,AU,,-97.969,30.378,2,0,2,2,0,1,,5,,,3,,13,0,0,,,2,2,4
1,347792,,4,11,2018,3,1,,Austin,TX,78721,5,AU,,-97.680,30.276,2,1,2,2,0,3,,5,,,1,,8,0,0,,,2,1,12
1,347886,,11,16,2017,4,1,,AUSTIN,TX,78723,5,AU,,-97.671,30.316,1,1,1,1,98,1,,5,,,96,0,22,0,0,,,2,2,2
1,347917,,2,7,2018,3,1,,Manchaca,TX,78652,5,AU,,-97.826,30.123,1,0,1,1,2,1,,5,,,1;2;6,,21,0,0,,,2,2,2
1,347950,,1,4,2018,4,1,,AUSTIN,TX,78745,5,AU,,-97.794,30.219,1,1,1,1,0,2,,5,,,1;2,,20,0,0,,,2,2,2
1,349099,,9,10,2018,1,1,,AUSTIN,TX,78733,5,AU,,-97.847,30.326,4,2,2,2,2,1,,5,,,3;4;6,,25,1,0,,,2,2,15
1,349266,,1,23,2018,2,1,,AUSTIN,TX,78705,5,AU,,-97.734,30.300,2,1,2,2,1,4,,1,2,5753,1;5,,2,0,0,,,2,2,8
1,349286,,4,9,2018,1,1,,AUSTIN,TX,78729,5,AU,,-97.747,30.441,1,0,1,1,0,4,,4,1,78723,1;3,,10,1,0,,,2,2,6
1,349878,,1,4,2018,4,1,,Austin,TX,78735,5,AU,,-97.876,30.253,2,2,2,2,0,1,,5,,,3,,24,0,0,,,2,2,4
1,349907,,12,18,2017,1,1,,Austin,TX,78754,5,AU,,-97.649,30.375,4,4,4,4,0,1,,4,1,78704,1;3;6;8,,20,0,0,,,2,2,10
1,349937,,2,23,2018,5,1,,PFLUGERVILLE,TX,78660,5,AU,,-97.553,30.451,3,1,2,2,3,1,,5,,,1;3;5;6;8,,21,1,0,,,2,2,5
1,350157,,1,11,2018,4,1,,AUSTIN,TX,78748,5,AU,,-97.801,30.185,1,0,1,1,0,1,,5,,,1;2;3;4;5;6;7;8,,13,3,0,,,2,2,2
1,350286,,4,19,2018,4,1,,AUSTIN,TX,78704,5,AU,,-97.773,30.236,2,1,1,1,2,1,,5,,,4;6,,7,0,0,,,2,2,10
1,350629,,3,27,2018,2,1,,AUSTIN,TX,78741,5,AU,,-97.694,30.230,1,0,1,1,0,1,,5,,,1;6,,8,0,0,,,2,2,2
1,350908,,1,23,2018,2,1,,Austin,TX,78748,5,AU,,-97.815,30.179,2,1,2,2,0,1,,5,,,1;6,0,21,0,0,,,2,2,4
1,350975,,12,12,2017,2,1,,Austin,TX,78758,5,AU,,-97.712,30.368,5,2,2,2,6,1,,5,,,1,,22,0,0,,,2,1,20
1,351756,,3,26,2018,1,1,,Austin,TX,78723,5,AU,,-97.671,30.289,3,1,2,2,1,1,,3,1,78752,1;3;6;96,PROXIMITY TO CHURCH,21,2,2,,,2,2,24
1,351870,,1,22,2018,1,1,,Austin,TX,78753,5,AU,,-97.665,30.387,1,0,1,1,0,1,,5,,,6,,2,0,0,,,2,2,4
1,352890,,11,28,2017,2,1,,Austin,TX,78705,5,AU,,-97.732,30.295,2,2,2,2,0,2,,1,1,78705,1,,13,0,0,,,2,2,3
1,352980,,12,12,2017,2,1,,Austin,TX,78732,5,AU,,-97.889,30.393,1,0,1,1,0,1,,5,,,6,,25,1,0,,,2,2,2
1,353164,,4,19,2018,4,1,,AUSTIN,TX,78723,5,AU,,-97.679,30.300,3,2,0,0,0,1,,5,,,6,,7,0,0,,,3,2,4
1,353555,,2,9,2018,5,1,,AUSTIN,TX,78739,5,AU,,-97.894,30.184,3,0,3,3,0,1,,5,,,1;8,,7,0,0,,,2,2,7
1,353916,,2,5,2018,1,1,,Austin,TX,78733,5,AU,,-97.847,30.344,2,0,3,3,0,1,,5,,,6;8,,25,2,0,,,2,2,6
1,353948,,8,20,2018,1,1,,LAKEWAY,TX,78734,5,AU,,-97.990,30.369,4,3,3,3,4,1,,5,,,4;5;6,,25,3,0,,,2,2,7
1,353954,,1,16,2018,2,1,,Austin,TX,78732,5,AU,,-97.888,30.382,3,1,2,2,4,1,,5,,,6,,21,0,0,,,2,2,0
1,354354,,4,23,2018,1,1,,AUSTIN,TX,78732,5,AU,,-97.897,30.377,3,0,2,2,1,1,,1,2,999998,4;5,,19,0,0,,,2,2,10
1,354643,,1,23,2018,2,1,,Austin,TX,78748,5,AU,,-97.828,30.176,4,0,1,1,2,96,FOURPLEX,1,1,78748,1,,2,0,0,,,2,2,18
1,355422,,5,7,2018,1,1,,Austin,TX,78704,5,AU,,-97.775,30.240,2,1,3,3,1,1,,5,,,1,,10,0,0,,,2,2,4
1,355477,,4,11,2018,3,1,,AUSTIN,TX,78741,5,AU,,-97.727,30.220,2,1,3,3,0,1,,5,,,1;96,REMARRIED,10,0,0,,,2,2,5
1,355616,,4,24,2018,2,1,,Austin,TX,78704,5,AU,,-97.752,30.225,2,2,2,2,0,4,,5,,,96,CLOSE TO I35,6,0,0,,,2,2,9
1,355655,,5,14,2018,1,1,,AUSTIN,TX,78724,5,AU,,-97.642,30.329,5,3,2,2,3,4,,1,1,78653,1,,13,0,0,,,2,2,10
1,355664,,1,9,2018,2,1,,Austin,TX,78749,5,AU,,-97.839,30.231,1,0,1,1,0,4,,5,,,96,0,1,0,0,,,2,2,2
1,355793,,4,19,2018,4,1,,Austin,TX,78704,5,AU,,-97.787,30.238,2,2,2,2,2,4,,5,,,1;6,,13,0,0,,,2,2,10
1,355923,,8,30,2018,4,1,,Austin,TX,78750,5,AU,,-97.792,30.434,3,2,3,3,0,1,,5,,,3;4;5;6,,25,0,0,,,2,2,8
1,356139,,4,24,2018,2,1,,AUSTIN,TX,78726,5,AU,,-97.858,30.419,2,1,2,2,0,1,,5,,,6;96,MOVED FROM CALIFORNIA,10,0,0,,,2,2,5
1,356863,,12,7,2017,4,1,,Austin,TX,78751,5,AU,,-97.724,30.310,3,2,2,2,0,1,,5,,,6,,19,98,98,,,98,1,17
1,356953,,12,4,2017,1,1,,Austin,TX,78723,5,AU,,-97.702,30.313,3,0,2,2,2,1,,5,,,1;3;6,,20,2,0,,,2,2,14
1,356965,,12,18,2017,1,1,,Austin,TX,78731,5,AU,,-97.753,30.366,1,1,2,2,1,2,,2,1,78746,1;6;8,0,22,0,0,,,2,2,3
1,357799,,2,1,2018,4,1,,Austin,TX,78735,5,AU,,-97.885,30.278,4,1,2,2,3,1,,2,2,77573,3;6,,25,2,1,,,2,2,21
1,357857,,5,10,2018,4,1,,Austin,TX,78725,5,AU,,-97.586,30.243,3,2,2,2,1,1,,5,,,96,CLOSE TO PARENTS,11,0,0,,,2,2,11
1,357870,,2,13,2018,2,1,,Austin,TX,78745,5,AU,,-97.802,30.187,6,2,2,2,0,5,,5,,,6,,15,0,0,,,2,2,32
1,357873,,12,7,2017,4,1,,Austin,TX,78758,5,AU,,-97.695,30.412,2,2,3,3,0,4,,2,2,78754,1,,20,0,0,,,2,1,6
1,358033,,4,2,2018,1,1,,PFLUGERVILLE,TX,78660,5,AU,,-97.636,30.453,4,1,2,2,1,4,,3,1,78653,4;96,LOCATION,7,0,0,,,2,2,18
1,358071,,8,29,2018,3,1,,AUSTIN,TX,78724,5,AU,,-97.653,30.316,4,2,2,2,2,1,,3,1,78752,1;6,,19,2,0,,,1,2,12
1,358125,,1,17,2018,3,1,,AUSTIN,TX,78703,5,AU,,-97.769,30.305,2,1,2,2,1,1,,5,,,96,0,24,0,0,,,2,2,11
1,358257,,4,19,2018,4,1,,AUSTIN,TX,78723,5,AU,,-97.684,30.316,4,1,3,2,0,1,,5,,,1,,16,0,0,,,2,2,17
1,358277,,4,16,2018,1,1,,Lakeway,TX,78734,5,AU,,-97.972,30.364,2,0,2,2,0,1,,5,,,1;8;96,MOVED BECAUSE OF TRAFFIC,4,0,0,,,2,2,6
1,358281,,2,6,2018,2,1,,AUSTIN,TX,78738,5,AU,,-97.914,30.312,2,2,3,3,1,1,,5,,,1;4;6,,20,1,0,,,2,2,6
1,358722,,1,17,2018,3,1,,Austin,TX,78745,5,AU,,-97.772,30.202,1,0,1,1,0,4,,3,2,92870,96,0,6,0,0,,,2,2,3
1,358748,,4,23,2018,1,1,,Dripping Springs,TX,78620,5,AU,,-98.044,30.280,4,2,2,2,1,1,,3,2,78734,1;4,,21,1,0,,,2,2,9
1,359021,,5,1,2018,2,1,,Austin,TX,78726,5,AU,,-97.851,30.409,4,1,1,1,1,4,,1,1,75758,3;6,,19,0,0,,,2,2,19
1,359169,,4,26,2018,4,1,,Austin,TX,78727,6,AU,,-97.763,30.433,2,0,2,2,0,1,,5,,,6,,8,0,0,,,2,2,4
1,359266,,9,4,2018,2,1,,PFLUGERVILLE,TX,78660,5,AU,,-97.634,30.432,4,2,2,2,0,1,,2,1,78660,1;6;8,,22,0,0,,,2,2,17
1,359411,,2,12,2018,1,1,,Austin,TX,78749,5,AU,,-97.846,30.207,3,1,2,2,3,1,,5,,,1;6;96,0,18,0,0,,,2,2,14
1,359516,,5,1,2018,2,1,,Austin,TX,78701,5,AU,,-97.746,30.265,1,0,1,1,1,4,,3,1,78701,96,LOCATION,25,0,0,,,2,2,2
1,359595,,2,14,2018,3,1,,Austin,TX,78733,5,AU,,-97.861,30.339,3,1,2,2,0,1,,1,1,78746,3;5,,17,0,0,,,2,2,14
1,359848,,4,9,2018,1,1,,Leander,TX,78641,5,AU,,-97.955,30.518,1,1,1,1,0,5,,5,,,1,,5,0,0,,,2,2,2
1,359940,,11,30,2017,4,1,,Austin,TX,78725,5,AU,,-97.590,30.233,4,2,2,2,2,1,,1,1,78725,96,0,24,1,0,,,2,2,16
1,359957,,12,12,2017,2,1,,Austin,TX,78728,5,AU,,-97.687,30.437,4,1,1,1,0,4,,1,2,85258,5;7,,12,0,0,,,2,1,17
1,359988,,1,23,2018,2,1,,Austin,TX,78733,5,AU,,-97.901,30.310,4,0,2,2,2,1,,5,,,3,,22,0,0,,,2,2,24
1,360421,,4,24,2018,2,1,,Austin,TX,78727,5,AU,,-97.734,30.417,1,0,1,1,1,1,,5,,,96,CLOSE TO SON,8,0,0,,,2,2,4
1,360884,,1,9,2018,2,1,,Austin,TX,78748,5,AU,,-97.856,30.150,1,1,1,1,0,1,,5,,,3;4,,21,0,0,,,2,2,3
1,360903,,1,9,2018,2,1,,Pflugerville,TX,78660,5,AU,,-97.640,30.471,1,1,1,1,0,1,,5,,,5,,14,1,1,,,2,2,6
1,360911,,12,19,2017,2,1,,Austin,TX,78726,5,AU,,-97.847,30.426,1,1,1,1,0,4,,5,,,1,0,7,1,1,,,2,2,4
1,360946,,4,17,2018,2,1,,Austin,TX,78729,5,AU,,-97.753,30.442,2,2,1,1,2,3,,1,1,78728,6;96,WANTED OUT OF AN APT,8,0,0,,,2,2,25
1,360980,,2,2,2018,5,1,,Austin,TX,78757,5,AU,,-97.732,30.369,2,2,2,2,3,1,,1,99,78751,1;3;6;7,,22,99,0,,,2,2,11
1,361155,,1,17,2018,3,1,,AUSTIN,TX,78736,5,AU,,-97.900,30.240,2,1,2,2,0,1,,5,,,96,0,21,0,0,,,2,2,6
1,361424,,4,24,2018,2,1,,Austin,TX,78704,5,AU,,-97.738,30.246,2,1,1,1,2,1,,1,1,78756,1;6;96,LANDLORD WAS SELLING OLD RESIDENCE AND THIS NEW RESIDENCE WAS OWNED BY A FRIEND WHO GAVE HER A GREAT RENTAL RATE,10,0,0,,,2,2,12
1,361838,,4,19,2018,4,1,,AUSTIN,TX,78731,5,AU,,-97.783,30.341,2,1,2,2,0,1,,5,,,4,,8,0,0,,,2,2,3
1,361862,,2,8,2018,4,1,,Austin,TX,78733,5,AU,,-97.863,30.327,2,0,3,3,2,1,,5,,,1,,21,0,0,,,2,2,4
1,361914,,1,26,2018,5,1,,Austin,TX,78737,5,AU,,-97.938,30.203,2,0,3,3,0,1,,5,,,6;96,0,25,3,3,,,2,2,8
1,362351,,4,17,2018,2,1,,AUSTIN,TX,78725,5,AU,,-97.589,30.241,5,1,2,2,2,1,,5,,,1,,10,2,0,,,2,2,25
1,362869,,1,30,2018,2,1,,Austin,TX,78737,5,AU,,-97.911,30.232,5,2,2,2,0,1,,1,2,20814,3,,24,1,0,,,2,2,17
1,362966,,1,31,2018,3,1,,AUSTIN,TX,78757,5,AU,,-97.727,30.338,3,2,2,2,3,1,,5,,,3;6;7,,25,1,0,,,2,2,17
1,362999,,1,17,2018,3,1,,Austin,TX,78733,5,AU,,-97.867,30.325,3,1,2,2,0,1,,2,98,999998,3;4;5,,24,0,0,,,2,2,10
1,363264,,1,11,2018,4,1,,AUSTIN,TX,78753,5,AU,,-97.671,30.371,1,0,3,3,0,1,,5,,,1;6;96,0,17,0,0,,,2,2,6
1,363343,,2,7,2018,3,1,,Austin,TX,78727,5,AU,,-97.719,30.426,3,2,2,2,2,98,,98,,,98,,20,0,0,,,2,1,19
1,363460,,4,11,2018,3,1,,Austin,TX,78721,5,AU,,-97.691,30.279,2,1,1,1,2,1,,5,,,1;96,LOCATION,9,0,0,,,2,1,21
1,363616,,1,11,2018,4,1,,AUSTIN,TX,78749,5,AU,,-97.869,30.208,2,1,2,2,2,1,,5,,,3;6,,24,2,0,,,2,2,8
1,363644,,4,23,2018,1,1,,AUSTIN,TX,78702,5,AU,,-97.705,30.256,2,0,1,1,0,1,,5,,,6,,11,3,0,,,2,2,6
1,364273,,1,31,2018,3,1,,Austin,TX,78745,5,AU,,-97.814,30.216,1,1,1,1,0,1,,1,2,78210,5,,2,1,0,,,2,2,2
1,364415,,2,28,2018,3,1,,Austin,TX,78731,5,AU,,-97.779,30.348,1,0,1,1,0,1,,5,,,6,,21,0,0,,,2,2,4
1,364771,,4,17,2018,2,1,,AUSTIN,TX,78723,5,AU,,-97.683,30.298,4,2,1,1,1,1,,5,,,1;6,,19,0,0,,,2,2,10
1,364914,,1,4,2018,4,1,,Austin,TX,78701,5,AU,,-97.741,30.281,2,2,2,2,0,2,,5,,,3;5,,24,2,0,,,2,2,4
1,365423,,1,31,2018,3,1,,Austin,TX,78758,5,AU,,-97.707,30.401,1,0,2,2,0,4,,1,1,78756,1,,20,0,0,,,2,2,4
1,365606,,2,7,2018,3,1,,Austin,TX,78726,5,AU,,-97.817,30.438,6,2,2,2,2,1,,5,,,6,,23,0,0,,,2,1,20
1,365796,,2,13,2018,2,1,,Austin,TX,78730,5,AU,,-97.855,30.360,4,1,3,3,2,1,,2,1,78730,96,0,24,98,98,,,2,2,14
1,365909,,1,11,2018,4,1,,Austin,TX,78703,5,AU,,-97.766,30.288,1,1,1,1,0,4,,2,2,91390,6;96,0,25,0,0,,,2,2,4
1,365940,,2,1,2018,4,1,,AUSTIN,TX,78728,5,AU,,-97.695,30.441,2,2,2,2,0,4,,1,1,78704,1;5,,20,0,0,,,2,2,8
1,366524,,1,30,2018,2,1,,AUSTIN,TX,78729,6,AU,,-97.754,30.458,1,0,1,1,0,1,,5,,,6;8,,5,0,0,,,2,2,2
1,366646,,4,26,2018,4,1,,Austin,TX,78717,6,AU,,-97.794,30.482,3,2,2,2,2,4,,2,98,999998,1;3;5;7;96,HAVE SOME COMMERCIAL PLACES NEAR FROM HOME AND NEAR EXIT HIGHWAY TOO.,11,0,0,,,2,2,14
1,367115,,4,19,2018,4,1,,Austin,TX,78729,6,AU,,-97.777,30.461,3,0,2,2,2,1,,5,,,1;2;3;4;6;8,,8,1,0,,,2,2,13
1,367181,,1,30,2018,2,1,,Austin,TX,78729,6,AU,,-97.752,30.453,2,2,2,2,1,1,,5,,,4,,21,0,0,,,2,2,4
1,367552,,4,5,2018,4,1,,AUSTIN,TX,78729,6,AU,,-97.784,30.458,4,1,2,2,1,3,,1,1,78727,1,,12,0,0,,,2,2,22
1,367937,,2,7,2018,3,1,,Austin,TX,78729,6,AU,,-97.787,30.456,1,0,2,2,0,1,,5,,,3;6,,5,0,0,,,2,1,6
1,367964,,1,22,2018,1,1,,Austin,TX,78717,6,AU,,-97.748,30.500,4,2,3,3,3,1,,2,1,78681,4;5,,20,5,0,,,2,2,17
1,368050,,12,12,2017,2,1,,Austin,TX,78717,6,AU,,-97.794,30.492,4,2,2,2,0,1,,5,,,3,,22,0,0,,,2,1,23
1,368751,,1,25,2018,4,1,,AUSTIN,TX,78729,6,AU,,-97.767,30.459,2,1,1,1,0,3,,3,2,78666,1;3,,15,0,0,,,2,2,10
1,368939,,4,11,2018,3,1,,AUSTIN,TX,78729,6,AU,,-97.756,30.446,2,2,2,2,0,1,,5,,,96,Larger home.,24,0,0,,,2,1,12
1,368957,,3,1,2018,4,1,,Austin,TX,78717,6,AU,,-97.791,30.484,2,2,2,2,2,1,,5,,,1;4,,23,2,2,,,2,2,1
1,368987,,1,12,2018,5,1,,Austin,TX,78717,6,AU,,-97.736,30.484,1,0,1,1,0,1,,1,2,70063,5,,8,0,0,,,2,2,3
1,369047,,5,21,2018,1,1,,AUSTIN,TX,78717,6,AU,,-97.743,30.503,3,0,1,1,1,1,,5,,,1;8;96,MODEL OF HOME,19,3,3,,,2,2,3
1,369132,,4,23,2018,1,1,,AUSTIN,TX,78729,6,AU,,-97.750,30.450,4,4,3,3,2,1,,5,,,1;3;4,,14,98,98,,,1,2,23
1,369352,,5,22,2018,2,1,,Austin,TX,78729,6,AU,,-97.778,30.447,6,1,2,1,0,3,,1,2,79935,1,,7,0,0,,,2,2,14
1,369874,,2,2,2018,5,1,,AUSTIN,TX,78717,6,AU,,-97.762,30.484,3,2,2,2,1,4,,2,1,78750,3,,20,0,0,,,2,2,9
