trip_id,DRIVEALONEFREE,DRIVEALONEPAY,SHARED2FREE,SHARED2PAY,SHARED3FREE,SHARED3PAY,WALK,BIKE,WALK_LOC,WALK_LRF,WALK_EXP,WALK_HVY,WALK_COM,DRIVE_LOC,DRIVE_LRF,DRIVE_EXP,DRIVE_HVY,DRIVE_COM,TAXI,TNC_SINGLE,TNC_SHARED
1271553,-0.5812161914932366,-0.5943507543767045,-0.8770161914932366,-0.8845216559980753,0.37148380850676344,0.3662299833533763,-7.4656130722249205,-1000.11133235695,-1000.011181753984,-1998.2344789693084,-1999.0111817539841,-1998.2344789693084,-1998.2344789693084,-999.6446157525635,-1998.2638789693083,-1998.6454356978988,-1998.2638789693083,-1998.2638789693083,-16.152954742652113,-14.700658317020984,-11.168597987610822
1271557,-1.4222716690497461,-1.4508725860236926,-1.375265419166614,-1.3916088002945834,0.010357080786638773,-0.0010832860029398317,-9.550362770863837,-1000.3198073506558,-1000.0920142794947,-1998.2344789693084,-1999.0920142794948,-1998.2344789693084,-1998.2344789693084,-1998.2638789693083,-1998.2638789693083,-1998.2638789693083,-1998.2638789693083,-1998.2638789693083,-16.599270412363104,-15.067957617634598,-11.346875978033795
2486137,-0.35082778413914306,-0.35481843518070877,-999.3508277841391,-999.3531081561629,-999.3508277841391,-999.3524240445557,-17.60836556717495,-1000.995714496294,-1000.8702215730409,-1999.1453656228496,-1999.870221573041,-1998.2392088469182,-1998.2392088469182,-999.8864741370188,-1998.2686088469181,-1998.8864741370187,-1998.2686088469181,-1998.2686088469181,-4.4644017417590645,-3.22332265149623,-1.7346835719742542
2486141,-0.8738266540289854,-0.8854358727136492,-999.8703416344532,-999.8769754737016,-999.8689476266229,-999.8735913140968,-20.7328105287228,-1001.8027599560413,-1000.5068587754356,-1998.2392088469182,-1999.5068587754356,-1998.2392088469182,-1998.2392088469182,-1998.2686088469181,-1998.2686088469181,-1998.2686088469181,-1998.2686088469181,-1998.2686088469181,-5.9034763787744575,-5.5972318960986485,-3.1191138070561992
2547145,-0.0797215625822329,-0.080245305808571,-999.0797215625822,-999.0800208444258,-999.0797215625822,-999.0799310598728,-3.9123725058295133,-999.6072077902533,-999.6390987560532,-1998.2182005983093,-1998.6390987560533,-1998.2182005983093,-1998.2182005983093,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-0.528841269342532,-0.38476490598678176,-0.627433172699654
2547149,-0.9009658762626589,-0.9055137489975462,-999.8583451067717,-999.8609438911917,-999.8412967989753,-999.8431159480693,-3.4375516535498503,-999.5597256871439,-999.9053305703511,-1998.2182005983093,-1998.9053305703512,-1998.2182005983093,-1998.2182005983093,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-1998.2476005983094,-1.6598992780586457,-1.7558696703072048,-2.056592198237215
6345057,-0.6090159078284028,-0.6174611312998503,-999.6090159078284,-999.6138417498121,-999.6090159078284,-999.6123939972169,-19.07139345979302,-1001.1386853544196,-1002.2943668310393,-1998.2355066217383,-2001.2943668310395,-1998.2355066217383,-1998.2355066217383,-1998.273155463653,-1998.2649066217384,-1998.273877401071,-1998.2649066217384,-1998.2649066217384,-6.318961835976664,-5.171265337204327,-2.640585956510408
6345061,-0.6659480844047084,-0.6748946403432876,-999.655529567944,-999.6606418856231,-999.6513621613597,-999.6549407837351,-15.325705975051806,-1000.7641165344199,-1002.2313177963456,-1998.2355066217383,-2001.2313177963456,-1998.2355066217383,-1998.2355066217383,-1998.2649066217384,-1998.2649066217384,-1998.2649066217384,-1998.2649066217384,-1998.2649066217384,-5.090184689208003,-4.042605513949004,-2.7412102699011256
8610881,-0.5225126232287504,-0.5256035318372108,-999.5225126232287,-999.5242788567193,-999.5225126232287,-999.5237489866721,-12.381810176337842,-1000.4602637559543,-999.9237815657314,-1998.2249919036517,-1998.9237815657314,-1998.2249919036517,-1998.2249919036517,-999.6881215313846,-1998.2543919036518,-1998.6881215313847,-1999.2097103347432,-1998.2543919036518,-2.921965830809257,-2.6271241866127886,-1.5271226959927917
8610885,-0.2997044090813558,-0.30490218991427787,-999.2752210312036,-999.2781911916795,-999.2654276800525,-999.2675067923857,-6.426059234107619,-999.8646887213359,-1000.3568451127658,-1998.2249919036517,-1999.3568451127658,-1999.2030037209593,-1998.2249919036517,-1998.2543919036518,-1998.2543919036518,-1998.2543919036518,-1998.2543919036518,-1998.2543919036518,-2.256339756356071,-1.9253509253071412,-0.9651508838025076
8610886,-0.3547976157173718,-0.35712872277478186,-999.3255878382868,-999.3269198994625,-999.3139039273145,-999.3148363701375,-7.704596085932193,-999.97060229645,-1000.1955164735089,-1998.9411653714342,-1999.3705164735088,-1998.2006141360307,-1998.2006141360307,-1998.2300141360306,-1998.2300141360306,-1998.2300141360306,-1998.2300141360306,-1998.2300141360306,-0.9853050434979276,-0.7033707224951031,-1.0456372425618685
8610887,-0.4190770488003838,-0.4211018340944208,-999.3864373810142,-999.3875944011822,-999.3733815138997,-999.3741914280173,-6.89381630752246,-999.862538987805,-999.965620465188,-1998.9770123067005,-1999.140620465188,-1998.1706304086463,-1998.1706304086463,-1998.2000304086464,-1998.2000304086464,-1998.2000304086464,-1998.2000304086464,-1998.2000304086464,-1.0457693762682017,-0.8037379700841298,-1.1619162353790897
15851481,-0.4558657936084796,-0.4654013904068183,0.40153420639152043,0.3960852939353269,-999.4558657936085,-999.4596800323278,-4.890077852852457,-999.7813984234167,-999.9992094604895,-1998.2252896098448,-1998.9992094604895,-1999.6656701122506,-1998.2252896098448,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-14.493801080881912,-14.221603988988196,-11.254712407532795
15851485,-0.5321212546342967,-0.5419917271426974,0.36642420576779716,0.36078393576299683,-999.4745176100714,-999.4784657990747,-2.6394413944555453,-999.5563348014189,-1000.1520446976187,-1998.2252896098448,-1999.1520446976187,-1998.5024554392926,-1998.2252896098448,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-1998.2546896098447,-15.523416029648587,-15.514313863029328,-11.202805432189953
20844953,-0.24077355074029816,-0.2446858002964731,-0.11797355074029814,-0.12020912191525523,-999.9753735507403,-999.9769384505628,-6.0107329967225605,-999.9029099072183,-1000.0099767216657,-1998.235785118171,-1999.0099767216657,-1998.235785118171,-1998.235785118171,-999.7683320127935,-1998.265185118171,-1998.9357058577748,-1998.265185118171,-1998.265185118171,-8.914259446634196,-8.430495292896307,-8.404520721354077
20844957,-0.4323113973512061,-0.4387986926826899,-0.30951139735120614,-0.3132184232549112,-1000.1669113973512,-1000.1695063154838,-7.100287306567531,-1000.0118653501237,-1000.1204599823185,-1998.235785118171,-1999.1204599823186,-1998.235785118171,-1998.235785118171,-1998.265185118171,-1998.265185118171,-1998.265185118171,-1998.265185118171,-1998.265185118171,-9.45860216577536,-9.210762983222132,-8.9431042676676
25253601,-0.29507532803578695,-0.2963070036642756,-999.2950753280358,-999.2957791426807,-999.2950753280358,-999.2955679982872,-22.803927279721847,-1002.8391966981521,-1000.0005276399447,-1999.0679690874558,-1999.0005276399447,-1998.240964864885,-1998.240964864885,-999.817983323506,-1998.2703648648849,-1998.9003145428214,-1998.2703648648849,-1998.2703648648849,-3.438865208099518,-2.6207323658863344,-1.220592403296167
