trip_id,DRIVEALONEFREE,DRIVEALONEPAY,SHARED2FREE,SHARED2PAY,SHARED3FREE,SHARED3PAY,WALK,BIKE,WALK_LOC,WALK_LRF,WALK_EXP,WALK_HVY,WALK_COM,DRIVE_LOC,DRIVE_LRF,DRIVE_EXP,DRIVE_HVY,DRIVE_COM,TAXI,TNC_SINGLE,TNC_SHARED
10652505,-1000.113620470222,-1000.1256529193715,-0.11652047022201184,-0.12339615545027194,-1000.113620470222,-1000.1184334498818,-31.282778843759512,-1003.5801524119129,-1003.1278966434493,-1998.3775616748903,-2001.753496653606,-1999.3587537538865,-1998.3775616748903,-1999.231105964194,-2997.4244336748907,-2998.2311059641943,-2997.4244336748907,-2997.4244336748907,-14.043179841579509,-12.542492495878042,-10.936573713549572
10652509,-999.796412572715,-999.8045150908983,0.21482354850578989,0.21019353811528696,-999.7766220030059,-999.7798630102792,-27.051024540780997,-1002.2759955124607,-1000.2972951932852,-1998.3775616748903,-1999.2114951937501,-1999.4903462952248,-1998.3775616748903,-2997.4244336748907,-2997.4244336748907,-2997.4244336748907,-2997.42443367489,-2997.4244336748907,-12.277828372386011,-10.852851490798342,-10.128666524704093
11281609,-0.49598694016168837,-0.49836743719966475,-999.4959869401617,-999.4973472241834,-999.4959869401617,-999.4969391389769,-34.302921996215375,-1004.4490563824687,-1002.2360197100152,-1998.3666269403834,-2001.0358197036494,-1998.3666269403834,-2002.026682094282,-999.9943485135329,-1998.4134989403833,-1998.9943485135327,-1998.4134989403833,-1998.4134989403833,-1.2017749595816847,-0.6231594811949606,-1.4293546285842678
11281613,-0.38279135254368923,-0.3846480415803592,-999.3827913525437,-999.3838523177075,-999.3827913525437,-999.3835340281584,-34.190102324584515,-1004.3926457121883,-1001.8280033621074,-1998.3666269403834,-2000.5388833436252,-1998.3666269403834,-1998.3666269403834,-1998.4134989403833,-1998.4134989403833,-1998.4134989403833,-1998.4134989403833,-1998.4134989403833,-2.176033138090503,-1.5814437158759642,-1.2172816645154954
13521521,-0.9642736550641273,-0.9769697567540316,-1000.6988736550642,-1000.7061285703155,-1000.6988736550642,-1000.7039520957401,-36.346834322968306,-1005.4655552217873,-1002.6066455548059,-1998.355712530686,-2001.2738455538997,-1998.355712530686,-2001.0356382739649,-1000.6624325736933,-1998.4025845306862,-1999.9411799686127,-1998.402584530686,-1998.402584530686,-9.5665025801522,-7.857784875878606,-4.016251037901542
13521525,-1.2226851321844219,-1.23147257557149,-1000.7453572015163,-1000.7503785977375,-1000.660586029249,-1000.6641010066038,-5.452696225205238,-999.9693584749612,-1000.9528569799883,-1998.355712530686,-1999.8982569796067,-1998.355712530686,-1998.355712530686,-1998.402584530686,-1998.402584530686,-1998.402584530686,-1998.402584530686,-1998.402584530686,-4.672865845313038,-4.096418095233576,-3.370410229473852
13521526,-0.987866519105402,-0.9973027375403396,-1000.6243247001481,-1000.6297168249681,-1000.5850679725653,-1000.5888424599393,-40.668659391325974,-1007.6350811244192,-1002.1595003214863,-1998.372941651778,-2001.1360336309458,-1998.372941651778,-1998.372941651778,-1998.4198136517782,-1998.4198136517782,-1998.4198136517782,-1998.4198136517782,-1998.4198136517782,-8.047926520981797,-5.987581601132157,-3.4822971727728538
13856409,-0.636077188538456,-0.6382502572773172,0.361022811461544,0.3597810578964805,-999.6360771885385,-999.636946416034,-60.69204672912441,-1018.2884671713241,-999.9361577946673,-1998.3849225930921,-1998.9361577946675,-1998.3849225930921,-1998.3849225930921,-1001.0837640557928,-1998.4317945930923,-2000.4557640336197,-1998.4317945930923,-1998.4317945930923,-8.978275920108484,-8.189734773001506,-8.757488680186118
13856413,-1.4692734748392218,-1.4732262359679416,-0.47176584347899875,-0.47402456412398164,-1000.4687027909349,-1000.4702838953864,-52.81064566711269,-1014.3477647329696,-999.4707162329179,-1998.3849225930921,-1998.4707162329178,-1998.3849225930921,-1998.3849225930921,-1998.4317945930923,-1998.4317945930923,-1998.4317945930923,-1998.4317945930923,-1998.4317945930923,-11.858865607549983,-11.391661006888887,-10.543292179306892
16739857,-999.5538191859837,-999.5576887729763,-999.5538191859837,-999.5560303785509,-999.5538191859837,-999.5553670207807,-0.20735316303071444,-999.2381746358543,-1000.5094627863652,-1998.376132108678,-1999.4377027875669,-1998.376132108678,-1998.376132108678,-1998.423004108678,-1998.423004108678,-1998.423004108678,-1998.423004108678,-1998.423004108678,-8.506402345530558,-8.335827281768603,-8.973035040848515
16739861,-999.5538191859837,-999.5576887729763,-999.5538191859837,-999.5560303785509,-999.5538191859837,-999.5553670207807,-0.20735316303071444,-999.2381746358543,-1000.5094627863652,-1998.376132108678,-1999.4377027875669,-1998.376132108678,-1998.376132108678,-1998.423004108678,-1998.423004108678,-1998.423004108678,-1998.423004108678,-1998.4230041086778,-8.506402345530558,-8.335827281768603,-8.973035040848515
