trip_id,DRIVEALONEFREE,DRIVEALONEPAY,SHARED2FREE,SHARED2PAY,SHARED3FREE,SHARED3PAY,WALK,BIKE,WALK_LOC,WALK_LRF,WALK_EXP,WALK_HVY,WALK_COM,DRIVE_LOC,DRIVE_LRF,DRIVE_EXP,DRIVE_HVY,DRIVE_COM,TAXI,TNC_SINGLE,TNC_SHARED
13827417,-0.4176661611629028,-0.42179674206891693,-999.4176661611629,-999.4200264931092,-999.4176661611629,-999.4193183935253,-18.316623923719145,-1001.6592270088555,-1001.3132417029678,-1998.7797912892356,-2000.0886016911804,-1999.384767608768,-1998.7797912892356,-1000.1631901730447,-1998.4188192892357,-1999.1631901730448,-1998.4188192892357,-1998.4188192892357,-9.61323278444653,-9.080369438775783,-9.044219378522772
13827421,-0.788304819258046,-0.806346793611317,-999.7808317209731,-999.7911414206035,-999.777842481659,-999.7850592714003,-36.267257926404696,-1006.102542514837,-1002.2030419037912,-1998.7797912892356,-2001.0235218928428,-2000.9133797790003,-1998.7797912892356,-1998.4188192892357,-1998.4188192892357,-1998.4188192892357,-1998.4188192892357,-1998.4188192892357,-11.757939772353224,-10.752269873048983,-9.959975122093125
13827422,-1.7747982458072433,-1.790900017574985,-1000.7122630176854,-1000.721464030124,-1000.6872489264365,-1000.6936896351436,-83.32534882399106,-1029.6249287996914,-1998.7664672393123,-1998.7664672393123,-1999.0374672393123,-1999.186962937582,-1998.7664672393123,-1998.4054952393124,-1998.4054952393124,-1998.4054952393124,-1998.4054952393124,-1998.4054952393124,-18.980078529648,-16.778163558845993,-12.154827467511188
13827423,-1.5054423989518007,-1.5190493869227253,-1000.4503802691149,-1000.4581556908125,-1000.4283554171801,-1000.4337982123685,-76.34215825384841,-1026.0996239717363,-1001.8990262823106,-1998.6990557829392,-2001.1700262823106,-2000.267875832823,-1998.6990557829392,-1998.3380837829393,-1998.3380837829393,-1998.3380837829393,-1998.3380837829393,-1998.3380837829393,-17.59073079284658,-15.653029393239994,-11.517647397136258
17144481,-3.571711628894516,-3.6196893079667696,-1002.5717116288945,-1002.5991274455072,-1002.5717116288945,-1002.5909027005234,-18.82997992255196,-1001.7120086191843,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1001.2192704231408,-1998.4204260204906,-2000.2517904244328,-1998.4204260204906,-1998.4204260204906,-24.528959817142535,-24.45347426801306,-18.5799088066846
17144485,-0.7822857914556609,-0.8249391415732904,-999.7820364515616,-999.806409794486,-999.7819367156039,-999.798998055651,-31.88040068366036,-1003.9099165438364,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1998.7813980204905,-1998.4204260204906,-1998.4204260204906,-1998.4204260204906,-1998.4204260204906,-1998.4204260204906,-11.235964229457611,-11.340157416809102,-10.688054920953464
22960249,-0.41502573128639664,-0.4198913289763666,-1.4613257312863968,-1.4641060728235225,-0.5203257312863967,-0.5222719703623848,1.0354576287148645,-999.656136344433,-1001.047970304246,-1998.7724943175808,-1999.976610304768,-1998.7724943175808,-1998.7724943175808,-999.9979207720859,-1998.4115223175809,-1999.0570261174544,-1998.4115223175809,-1998.4115223175809,-8.144110246001777,-8.238504945397104,-8.917548152128584
22960253,-0.3707261623613554,-0.3728535765708334,-1.415932429559049,-1.4171480948216075,-0.47449493643812635,-0.4753459021219175,-6.280576792609866,-1000.722775045097,-1001.8074841757499,-1998.7724943175808,-2000.6970841695747,-1998.7724943175808,-1998.7724943175808,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-8.390247127866143,-8.34280837810162,-8.86112202900123
22960254,-0.31380951389291506,-0.31553517398275316,-1.35918607983261,-1.3601721713125174,-0.4178167062084881,-0.4185069702444233,-1.1203628206173404,-1000.2087583325307,-1000.6335345334351,-1998.774721837669,-1999.8757345320669,-1998.774721837669,-1998.774721837669,-1998.413749837669,-1998.413749837669,-1998.413749837669,-1998.413749837669,-1998.413749837669,-7.985221260268042,-8.123120958584636,-8.725590742027341
22960255,-0.12665085872068815,-0.1274028919009746,-1.1709336918580764,-1.1713634251039544,-0.22912682511303184,-0.22942763838514635,-0.5151863550411537,-1000.1410289022671,-1001.065679576552,-1998.766708751285,-2000.2665995719194,-1998.766708751285,-1998.766708751285,-1998.405736751285,-1998.405736751285,-1998.405736751285,-1998.405736751285,-1998.405736751285,-7.772748375858169,-7.971403567781242,-8.358099710564975
22960256,-0.3301666777529941,-0.3359838026589733,-1.370986664599371,-1.3743107359742162,-0.4277946593379214,-0.430121509300313,0.9383677867530038,-999.7046812654139,-1000.4544632527812,-1998.7724943175808,-1999.6934632512612,-1998.7724943175808,-1998.7724943175808,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-8.04016132552769,-8.239112812595266,-8.742413382134119
23735641,-0.686616078688284,-0.691749186766387,-999.6866160786883,-999.6895492833044,-999.6866160786883,-999.6886693219195,-37.24467164810913,-1006.5876016051175,-1002.377510498737,-1998.7724943175808,-2000.9090304779752,-1998.7724943175808,-1998.7724943175808,-999.8508940928662,-1998.4115223175809,-1998.8699386040653,-1998.4115223175809,-1998.4115223175809,-10.418034249843716,-9.619513758677918,-9.377209681724905
23735645,-0.5643048304805431,-0.5683440412821426,-999.5477008100842,-999.5500089305423,-999.5410592019257,-999.5426748862463,-36.434201067054445,-1006.1823663145901,-1002.1319232794376,-1998.7724943175808,-2000.7143232437702,-1998.7724943175808,-2002.3263364666345,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-1998.4115223175809,-10.206998768207972,-9.316800999887867,-9.066198757604562
35380953,-1.3060833364893265,-1.3506952885951249,-1000.3060833364893,-1000.3315758805497,-1000.3060833364893,-1000.3239281173317,-25.539782233844907,-1002.3731899912225,-1001.990765978176,-1998.770510558224,-2000.659149963934,-1998.7705105582238,-1998.7705105582238,-1000.6728891934628,-1998.4095385582239,-1999.6028091934627,-1998.4095385582239,-1998.4095385582239,-21.583777451403986,-19.15782106691052,-14.281446209566957
35380957,-1.6924037502188025,-1.7747243053929702,-1000.6924037502188,-1000.7394440674611,-1000.6924037502188,-1000.7253319722885,-23.370693870197446,-1002.1562815363275,-1002.3597517146314,-1998.7705105582238,-2000.9847116901124,-1998.7705105582238,-1998.7705105582238,-1998.4095385582239,-1998.4095385582239,-1998.4095385582239,-1998.4095385582239,-1998.4095385582239,-25.518222301805885,-22.28752276593888,-15.708301144160183
35380961,-1.3678953089177541,-1.4068811391384093,-0.9228754847727599,-0.9451531020417058,-1000.3474275551148,-1000.363021887203,-13.14923976184548,-1001.3681840821428,-1001.5704463374201,-1998.768119743329,-2000.3823663097205,-1998.768119743329,-1998.768119743329,-1000.4816443294353,-1998.407147743329,-1999.4816443294353,-1998.407147743329,-1998.407147743329,-22.345140855408683,-21.842027987526222,-14.82310371665671
35380962,-0.828278363200296,-0.8535045712597501,-0.3335481642402469,-0.3479631402742207,-999.7382160846562,-999.74830656788,-6.445878680835871,-1000.6999997551309,-1000.8167906514877,-1998.7705105582238,-1999.9386706485027,-1998.7705105582238,-1998.7705105582238,-999.9219862265461,-1998.4095385582239,-1998.921986226546,-1998.4095385582239,-1998.4095385582239,-14.923093751471155,-14.33135658444839,-12.23193696602579
35380963,-0.6285347484895987,-0.6412441447708788,-0.09871399885948895,-0.10597651102022043,-999.4893456990075,-999.4944294575199,-0.08612477410903319,-1000.0283356661664,-1000.667249769798,-1998.7705105582238,-1999.854049767545,-1998.7705105582238,-1998.7705105582238,-999.6624417688901,-1998.4095385582239,-1998.66244176889,-1998.4095385582239,-1998.4095385582239,-12.080172765917691,-13.716339445613544,-11.19955516879699
35380964,-0.5125438739211373,-0.5252532702024174,-0.0324334991060824,-0.039696011266813824,-999.44294934918,-999.4480331076926,-0.08612477410903319,-1000.0283356661664,-1000.667249769798,-1998.7705105582238,-1999.854049767545,-1998.7705105582238,-1998.7705105582238,-999.6624417688901,-1998.4095385582239,-1998.66244176889,-1998.4095385582239,-1998.4095385582239,-12.080172765917691,-13.716339445613544,-11.19955516879699
35380965,-1.4722006288553717,-1.5099737756673899,-0.9054412866107514,-0.9270259419319046,-1000.2812975497129,-1000.2964068084377,-21.008693870197447,-1002.1562815363275,-1001.9553629885532,-1998.7705105582238,-2000.5730429719306,-1998.7705105582238,-1998.7705105582238,-1000.7450957421205,-1998.4095385582239,-1999.7450957421206,-1998.4095385582239,-1998.4095385582239,-22.1522072920592,-19.32006145917785,-13.755029887734588
