trip_id,DRIVEALONEFREE,DRIVEALONEPAY,SHARED2FREE,SHARED2PAY,SHARED3FREE,SHARED3PAY,WALK,BIKE,WALK_LOC,WALK_LRF,WALK_EXP,WALK_HVY,WALK_COM,DRIVE_LOC,DRIVE_LRF,DRIVE_EXP,DRIVE_HVY,DRIVE_COM,TAXI,TNC_SINGLE,TNC_SHARED
1305145,-999.5350406519399,-999.5425804348869,-999.5350406519399,-999.5393490993382,-999.5350406519399,-999.5380565651187,-0.102380335277866,-1998.1870030950672,-999.7050649098027,-1998.1363378548563,-1998.6995182426551,-1998.1363378548563,-1998.1363378548563,-999.756853402185,-1998.3044218548562,-1998.7708165596005,-1999.4314829579803,-1998.3044218548562,-9.335027327195201,-9.331250619508866,-9.452143495319051
1305149,-999.5723946353177,-999.5799344182645,-999.5563857852986,-999.5606942326968,-999.5499822452911,-999.5529981584698,-0.102380335277866,-1998.1870030950672,-999.7050649098027,-1998.1363378548563,-1998.6995182426551,-1998.1363378548563,-1998.1363378548563,-1998.3044218548562,-1998.3044218548562,-1998.3044218548562,-1998.3044218548562,-1998.3044218548562,-9.335027327195201,-9.331250619508866,-9.452143495319051
5358393,-999.2902159372699,-999.2915915142898,-999.2902159372699,-999.2910019812813,-999.2902159372699,-999.2907661680779,-1.9441937326006256,-1998.5729014771991,-1000.0823643281223,-1998.0750254668878,-1998.953751005149,-1998.0750254668878,-1998.0750254668878,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-7.938293654886872,-7.550127223213185,-8.21929898129651
5358397,-999.4182591288089,-999.4194013818927,-999.3471029295592,-999.3477556456072,-999.3186404498595,-999.319097351093,-2.0234103320650423,-1998.5808231729084,-1000.0982831575546,-1998.0750254668878,-1998.9665498145494,-1998.0750254668878,-1998.0750254668878,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-1998.2431094668877,-9.961293995175563,-9.58628388719277,-8.146154567510807
5389073,-1998.7639437588837,-1998.790993858975,-999.7423180471089,-999.7577752471612,-999.733667762399,-999.7444878024356,-0.015367865700201933,-1998.1400411246307,-999.5410358033937,-1998.1294263835612,-1998.5410358033937,-1998.1294263835612,-1998.1294263835612,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-14.913202546488996,-17.176775038909494,-12.924382531036242
5389074,-1998.8144037530244,-1998.841453853116,-999.7711523294751,-999.7866095295274,-999.7538517600553,-999.764671800092,-0.015367865700201933,-1998.1400411246307,-999.5410358033937,-1998.1294263835612,-1998.8200358033937,-1998.1294263835612,-1998.1294263835612,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-14.913202546488996,-17.176775038909494,-12.924382531036242
5389075,-1998.7639437588837,-1998.790993858975,-999.7423180471089,-999.7577752471612,-999.733667762399,-999.7444878024356,-0.015367865700201933,-1998.1400411246307,-999.5410358033937,-1998.1294263835612,-1998.8200358033937,-1998.1294263835612,-1998.1294263835612,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-14.913202546488996,-17.176775038909494,-12.924382531036242
5389077,-1998.9423687206754,-1998.9717662688615,-999.6396087558303,-999.6564073547939,-999.5185047698924,-999.5302637891668,-0.015367865700201933,-1998.1400411246307,-999.3665569384535,-1998.1294263835612,-1998.3665569384534,-1998.1294263835612,-1998.1294263835612,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-1998.297510383561,-12.817361764635361,-15.686012363455335,-10.590477802816297
6739121,-999.0301398715162,-999.0305798951453,-999.0301398715162,-999.03039131359,-999.0301398715162,-999.0303158809678,-0.04056034192650482,-1998.1566967908016,-999.261453427031,-1998.1375452396765,-1998.261453427031,-1998.1375452396765,-1998.1375452396765,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-10.031300332433727,-11.397652458270104,-10.674150995459412
6739125,-999.0301398715162,-999.0305798951453,-999.0301398715162,-999.03039131359,-999.0301398715162,-999.0303158809678,-0.04056034192650482,-1998.1566967908016,-999.261453427031,-1998.1375452396765,-1998.261453427031,-1998.1375452396765,-1998.1375452396765,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-1998.3056292396766,-10.031300332433727,-11.397652458270104,-10.674150995459412
