,lever_position_price,incRank,Potential_INEXUS_in_dollar_2023,Realized_INEXUS_in_dollar_2023,incomeInThousands,potential_in_dollar_2023_relative_to_baseline,realized_in_dollar_2023_relative_to_baseline
133,3.0,7,-3.3960130742072527,-6.429966615554601,64.63916323738829,0.5071710642998939,25.02809291764715
134,3.0,8,-3.4968640693907513,-6.544126396882379,72.57915865984396,0.4348707339431287,27.851658637603954
135,3.0,9,-3.501025707153831,-6.562681617567356,81.46333093164908,0.4982247538729376,25.39090571069239
136,3.0,10,-3.5265077254419723,-6.600124385988951,91.02383884874409,0.4922360961102781,29.61967196392537
137,3.0,11,-3.605188735707722,-6.895798065660194,100.55702334820546,0.5118012530215932,26.757778662265924
138,3.0,12,-3.8228090874779372,-7.368830777849275,110.66700064573868,0.5123292171312527,26.33724429726454
139,3.0,13,-3.7430042127574037,-7.251212663077093,121.9832931641922,0.5644732946240182,30.52825978148771
140,3.0,14,-3.8173910030910116,-7.312797355860417,135.12889287099958,0.5415850655843057,31.92549078858339
141,3.0,15,-3.8895427012008965,-7.385314257396636,150.45206246979748,0.5904436006974694,27.92976715099269
142,3.0,16,-3.8757215032586503,-7.32219098927018,168.15297576750984,0.6134336715243921,28.227935919314625
143,3.0,17,-3.9027841104607504,-7.42440828115327,191.54738191922524,0.6231375974468032,32.371291093912156
144,3.0,18,-3.9855855072223014,-7.51716728641144,225.07097845130036,0.7055716947433411,32.05410101675864
145,3.0,19,-3.9418419588404703,-7.453564616921306,298.23674312549383,0.5287266714683023,33.39294149296166
146,3.0,20,-3.7906381435823193,-7.230563662674686,486.51867345348643,0.47633696423348804,24.350099332484962
147,5.0,0,-2.2638892584217607,-4.456050645481573,6.761407751954774,0.25209549708324974,11.506796730271668
148,5.0,1,-2.4654964049790955,-4.577390857292636,17.57128998253827,0.22032998967360215,13.058366275741594
149,5.0,2,-2.542391495619335,-4.660193357298347,25.73060292705575,0.25580772168141597,9.709537228349912
150,5.0,3,-2.9383053599798905,-5.601601316793189,33.45962164678619,0.3176301291528664,15.217703070851925
151,5.0,4,-3.024280726870178,-5.757657118599063,41.435199696360606,0.3672267553101284,17.66148460962424
152,5.0,5,-3.0973281766632748,-5.800697756880662,49.085176327627,0.4273273876682795,21.79628556735644
153,5.0,6,-3.0792816278871773,-5.832298456761574,56.87977733313519,0.4035331031492124,19.270720674895003
154,5.0,7,-3.39887481919803,-6.448966966390374,64.63253622242233,0.5142423921626386,26.284017757051775
155,5.0,8,-3.5018614333573472,-6.555181965716893,72.58905539389562,0.41537688175745496,25.30455759113354
156,5.0,9,-3.5346012094249697,-6.61936296095732,81.47057774484377,0.4741008489308406,23.202417364903376
157,5.0,10,-3.5428982235125575,-6.596354929670114,91.02856989102499,0.4781975648679404,26.93373383997019
158,5.0,11,-3.6110796891026493,-6.905978499057055,100.55569210707505,0.5028718741709759,27.45161690327851
159,5.0,12,-3.7707077778889477,-7.318299586063871,110.66153185139797,0.5660494562772052,29.847671366261025
160,5.0,13,-3.736868339853094,-7.262896561259398,121.9771973098205,0.5692212642068765,34.13104558650938
161,5.0,14,-3.7941444343440964,-7.280509964251186,135.11489615832363,0.537664843770872,24.558785656952185
162,5.0,15,-3.8514464026286714,-7.344279015338936,150.45387965199524,0.6303393564929533,33.28603131580682
163,5.0,16,-3.883251672676849,-7.323651459282054,168.14292029386993,0.6113243332295062,38.10285565828935
164,5.0,17,-3.923689705677251,-7.434068762828716,191.48358621107207,0.6117898367246712,28.562014587493124
165,5.0,18,-4.021107570091942,-7.533902653162753,225.07233838538303,0.6694347514994154,39.45411962521428
166,5.0,19,-3.9220979334744337,-7.442658337872443,298.2276172622491,0.5809635948775472,34.342090632846265
167,5.0,20,-3.7760726489303247,-7.213632830649595,486.23291613750547,0.4745875603200502,25.099362384845357
168,8.0,0,-2.2630125151556384,-4.450143838413395,6.762308398467101,0.2720209479903617,9.258626738217062
169,8.0,1,-2.435325049731925,-4.579121601397065,17.573750954485007,0.27366911083844775,12.558111300024809
170,8.0,2,-2.5132937082067324,-4.671803995137731,25.734188407020806,0.29335720010520894,10.512469052718586
171,8.0,3,-2.9273547140883633,-5.583993912186831,33.466260488857536,0.35512645894669465,18.770664890859653
172,8.0,4,-3.006581331586191,-5.763128309668126,41.437385251071746,0.3600585500949819,16.753514272469666
173,8.0,5,-3.0772125106547934,-5.808477516346307,49.077184439573536,0.3969147883529696,21.59706337755993
174,8.0,6,-3.0626549796843165,-5.813494238084576,56.87512618497233,0.37763014014764346,17.009523823617666
175,8.0,7,-3.359055314532271,-6.410843018188138,64.64289998652714,0.5097418012114607,23.679245017292317
176,8.0,8,-3.4860015970282334,-6.541997989849994,72.5810641519444,0.5039726757294958,29.699786631450596
177,8.0,9,-3.50447216273648,-6.588421292712677,81.46711526674524,0.5057542109380331,24.5779903262494
178,8.0,10,-3.506006788055132,-6.59155605679402,91.01409245837196,0.49268044566725483,25.035736169866322
179,8.0,11,-3.589977122530092,-6.90503141019562,100.54708182697006,0.5135977318033127,27.8511024499167
180,8.0,12,-3.7525077715493174,-7.326792835876461,110.66431704132607,0.5512088550210896,27.58531261206496
181,8.0,13,-3.734870524894087,-7.265689884806068,121.98221794943852,0.5337330165885449,31.578546554087737
182,8.0,14,-3.7584122766167805,-7.266049293395142,135.1243771692335,0.5820399843861513,25.465051396135284
183,8.0,15,-3.8444410959299713,-7.341088388773844,150.46249734478246,0.6107857691331822,33.12953694241674
184,8.0,16,-3.826969901346357,-7.308809997664651,168.1534591494774,0.6752446205187453,36.690112407819946
185,8.0,17,-3.925486577224719,-7.450123053254332,191.51320985930974,0.6609624827526688,33.0480938176125
186,8.0,18,-4.007742064214069,-7.527094907121213,225.02128855653748,0.6580522574191288,38.55433157157852
187,8.0,19,-3.894745996744132,-7.4230459591324065,298.2427049497896,0.588008825964323,40.51867450580265
188,8.0,20,-3.783929557570343,-7.2590786843626915,485.99769028132994,0.5148932728776588,26.685836726563934
