,lever_position,incRank,Realized_INEXUS,incomeInThousands,lever_position_fleetsize,lever_position_price,logsum_relative_to_baseline,logsum_trip_Potential_INEXUS,realized_relative_to_baseline
96,1.0,12,-1.151054742315504,110.64552836432999,1,1.0,0.0,-0.5301791858367862,0.0
97,1.0,13,-1.14011524406272,122.0246118494644,1,1.0,0.0,-0.5326868778753252,0.0
98,1.0,14,-1.1641379133696252,135.24687275040046,1,1.0,0.0,-0.5559973114447122,0.0
99,1.0,15,-1.2024245937122053,150.6300022964157,1,1.0,0.0,-0.5683391892536279,0.0
100,1.0,16,-1.2146047439443646,168.27155417708474,1,1.0,0.0,-0.5803691092884611,0.0
101,1.0,17,-1.2183769245063945,191.51020637605848,1,1.0,0.0,-0.5793461413256582,0.0
102,1.0,18,-1.242530469624241,225.90584627951048,1,1.0,0.0,-0.5966640991473061,0.0
103,1.0,19,-1.2195032793572853,300.5618151307578,1,1.0,0.0,-0.5709620311556508,0.0
104,1.0,20,-1.2089032764198486,486.3914050378981,1,1.0,0.0,-0.5859926970714697,0.0
105,1.75,0,-1.245976388895026,6.76221117560152,1,1.75,-0.00928455732217903,-0.6563737125895344,0.009199240666789812
106,1.75,1,-1.2684360451222079,17.440430495347712,1,1.75,-0.0022726853205438835,-0.688054773633767,0.010796571271950849
107,1.75,2,-1.295815206884052,25.610828808853203,1,1.75,-0.00902079401751883,-0.6912101561081494,-0.0020044112263402545
108,1.75,3,-1.2134548523870494,33.40667967268248,1,1.75,-0.0027248025045064125,-0.6108591515086909,0.029000856342047972
109,1.75,4,-1.1904228511895778,41.00306324524823,1,1.75,-0.007111254824436134,-0.5867975063950231,0.017210340447593262
110,1.75,5,-1.2015317964522532,48.643521070519846,1,1.75,-0.0013773591448413434,-0.6089961176891175,-0.00756165622418075
111,1.75,6,-1.2036424353318198,56.6773756584009,1,1.75,-0.0014513115263244801,-0.5940380396178233,0.0007402521575081191
112,1.75,7,-1.1959505965653263,64.50776323221913,1,1.75,-0.003898084046604848,-0.5744475590101995,-0.0007887147571246639
113,1.75,8,-1.2079663611187224,72.59037570291879,1,1.75,-0.009215075642763826,-0.5910275207815495,0.001947475968800188
114,1.75,9,-1.1899524311790288,81.46666540796683,1,1.75,-0.0020024246216888415,-0.574736514324876,0.008634219786055723
115,1.75,10,-1.202924413815098,91.25676745079582,1,1.75,-0.006704267493572722,-0.5878137267026737,0.02223749811125978
116,1.75,11,-1.159221141594825,100.85042344931632,1,1.75,-0.010646157752645147,-0.565502424609974,0.009823491857701832
117,1.75,12,-1.1325185253015027,110.64991964285714,1,1.75,-0.012297086696282907,-0.5415811164260356,0.014107259821033597
118,1.75,13,-1.154389917851098,122.0272250430374,1,1.75,-0.019573734534118887,-0.5537519878139342,-0.008461262248748762
119,1.75,14,-1.1760479662969088,135.24619134095235,1,1.75,-0.006978364203008317,-0.5638127922243847,-0.00729810598653258
120,1.75,15,-1.1710079488203575,150.63714679586903,1,1.75,-0.003862795199791892,-0.5738165127633754,0.02238873975098489
121,1.75,16,-1.184482962550731,168.2949630492931,1,1.75,-1.9786595440974762e-05,-0.5822303461989125,0.022191555748429105
122,1.75,17,-1.2048653385933261,191.5019006904273,1,1.75,-0.011183020415732988,-0.5920673842836706,0.021962284202468183
123,1.75,18,-1.202832215406718,225.8841650688253,1,1.75,-0.0008131303354729744,-0.5977796056618883,0.0343200560284326
124,1.75,19,-1.196013216614551,300.61670732114123,1,1.75,-0.00786325839760801,-0.576744135594963,0.020488343835943033
125,1.75,20,-1.2244376948649396,486.26509597130723,1,1.75,-0.01152561808596096,-0.5980743033066913,-0.014442881543245897
126,3.0,0,-1.2277475908044173,6.760988971401486,1,3.0,-0.0014707427990439854,-0.6495635878651405,0.020069533548433348
127,3.0,1,-1.2770120087593126,17.43572651707653,1,3.0,0.004787675856599389,-0.6835439923743919,0.004711926769266328
128,3.0,2,-1.3020190703283434,25.610344867300952,1,3.0,-0.008442141787934352,-0.693101356862059,-0.00489859050960259
129,3.0,3,-1.2164689101659012,33.395436528598836,1,3.0,-0.008981473550170076,-0.6182431277393864,0.018032382189961282
130,3.0,4,-1.1965689168698654,41.00767494780574,1,3.0,-0.0008797296874919256,-0.5784639238141489,0.015782435862932098
131,3.0,5,-1.208778312108534,48.645872967102335,1,3.0,-0.003441654727033886,-0.6095424834873986,-0.015440132950754352
132,3.0,6,-1.1876779708101635,56.67371898801441,1,3.0,-0.0010575571110804595,-0.5900557080319799,0.007517684456449739
133,3.0,7,-1.1970279879917731,64.50432571389007,1,3.0,-0.0009159903461130856,-0.5679621822324215,0.0025452943710571386
134,3.0,8,-1.2113770004052589,72.59051387214664,1,3.0,-0.005136469955498665,-0.5873311561271393,-0.004432873345051466
135,3.0,9,-1.1698510126444608,81.47311460688735,1,3.0,-0.008453661862540537,-0.5810797888916661,0.019908558988551574
136,3.0,10,-1.1871254571029997,91.25822671948008,1,3.0,-0.01149454281079284,-0.5931233103130693,0.036419127765273805
137,3.0,11,-1.1535342662631192,100.8479263371971,1,3.0,-0.009704611263145561,-0.5630024045194102,0.006602060929029267
138,3.0,12,-1.1375306364622655,110.65265035025017,1,3.0,-0.013594901930423977,-0.544800166377104,0.01177518304951027
139,3.0,13,-1.136157665000173,122.03204638647819,1,3.0,-0.014808825620700794,-0.5464140505657458,0.004066226210397203
140,3.0,14,-1.1764839337583384,135.24772533985606,1,3.0,-0.01405208523759951,-0.569277090122176,-0.00566081530650291
141,3.0,15,-1.1658170379876331,150.63170169821566,1,3.0,-0.006829722425553961,-0.5743336211067757,0.03170275346202363
142,3.0,16,-1.1926501166951011,168.27853606837934,1,3.0,-0.003769048947217706,-0.5869373221356966,0.020960098162383218
143,3.0,17,-1.2051933385441964,191.52286844445274,1,3.0,-0.009055400739852842,-0.586779138054457,0.005554637378500008
144,3.0,18,-1.2146768698425519,225.89735532630004,1,3.0,-0.0032029005013959845,-0.5976843190934839,0.02379452465371084
