,ST_YEAR,ST_MONTH,GEOID,Unnamed: 0_x,membership_type,geometry_x,index_right_x,area_x,Unnamed: 0_y,driver,geometry_y,index_right_y,area_y,observed,simulated
295,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
296,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
297,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
298,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
299,,,4.8453E+11,,,,0,,16,16,16,16,16,0,80
300,,,4.8453E+11,,,,0,,25,25,25,25,25,0,125
301,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
302,,,4.8453E+11,,,,0,,22,22,22,22,22,0,110
303,,,4.8453E+11,,,,0,,12,12,12,12,12,0,60
304,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
305,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
306,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
307,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
308,,,4.8453E+11,,,,0,,27,27,27,27,27,0,135
309,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
310,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
311,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
312,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
313,,,4.8453E+11,,,,0,,30,30,30,30,30,0,150
314,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
315,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
316,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
317,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
318,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
319,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
320,,,4.8453E+11,,,,0,,12,12,12,12,12,0,60
321,,,4.8453E+11,,,,0,,41,41,41,41,41,0,205
322,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
323,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
324,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
325,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
326,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
327,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
328,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
329,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
330,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
331,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
332,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
333,,,4.8453E+11,,,,0,,2,2,2,2,2,0,10
334,,,4.8453E+11,,,,0,,20,20,20,20,20,0,100
335,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
336,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
337,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
338,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
339,,,4.8453E+11,,,,0,,14,14,14,14,14,0,70
340,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
341,,,4.8453E+11,,,,0,,11,11,11,11,11,0,55
342,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
343,,,4.8453E+11,,,,0,,2,2,2,2,2,0,10
344,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
345,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
346,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
347,,,4.8453E+11,,,,0,,17,17,17,17,17,0,85
348,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
349,,,4.8453E+11,,,,0,,14,14,14,14,14,0,70
350,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
351,,,4.8453E+11,,,,0,,19,19,19,19,19,0,95
352,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
353,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
354,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
355,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
356,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
357,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
358,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
359,,,4.8453E+11,,,,0,,12,12,12,12,12,0,60
360,,,4.8453E+11,,,,0,,21,21,21,21,21,0,105
361,,,4.8453E+11,,,,0,,25,25,25,25,25,0,125
362,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
363,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
364,,,4.8453E+11,,,,0,,14,14,14,14,14,0,70
365,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
366,,,4.8453E+11,,,,0,,18,18,18,18,18,0,90
367,,,4.8453E+11,,,,0,,23,23,23,23,23,0,115
368,,,4.8453E+11,,,,0,,38,38,38,38,38,0,190
369,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
370,,,4.8453E+11,,,,0,,16,16,16,16,16,0,80
371,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
372,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
373,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
374,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
375,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
376,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
377,,,4.8453E+11,,,,0,,15,15,15,15,15,0,75
378,,,4.8453E+11,,,,0,,42,42,42,42,42,0,210
379,,,4.8453E+11,,,,0,,26,26,26,26,26,0,130
380,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
381,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
382,,,4.8453E+11,,,,0,,3,3,3,3,3,0,15
383,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
384,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
385,,,4.8453E+11,,,,0,,20,20,20,20,20,0,100
386,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
387,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
388,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
389,,,4.8453E+11,,,,0,,1,1,1,1,1,0,5
390,,,4.8453E+11,,,,0,,17,17,17,17,17,0,85
391,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
392,,,4.8453E+11,,,,0,,11,11,11,11,11,0,55
393,,,4.8453E+11,,,,0,,11,11,11,11,11,0,55
394,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
395,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
