taz,coord-x,coord-y,area
4849100000954,2968359,3679438,0
4845300000228,2979641,3650415,0
4845300001596,2970364,3655166,0
4820900000909,2958350,3585166,0
4849100001433,2993281,3677355,0
4845300001554,2982634,3621745,0
4845300000425,2972628,3635910,0
4845300001730,2968542,3647594,0
4845300000810,2959491,3617377,0
4849100000141,2967322,3663541,0
4849100000941,2946748,3700182,0
4849100001355,2970680,3662754,0
4845300001512,2968159,3626166,0
4845300000259,2966163,3644661,0
4845300000356,2966745,3637085,0
4849100000168,2960752,3654255,0
4820900000306,2927549,3603687,0
4820900000725,2962592,3583557,0
4845300001096,2939752,3654291,0
4849100001963,2948711,3668503,0
4845300001443,2971185,3634082,0
4845300000079,2959754,3628193,0
4845300001522,2971147,3634488,0
4845300001684,2970486,3646901,0
4845300000408,2968684,3632945,0
4845300000186,2959586,3650272,0
4845300000211,2977962,3637144,0
4845300000411,2969803,3634539,0
4849100000161,2956990,3654438,0
4805500001240,2992018,3595777,0
4845300000484,2970875,3629154,0
4802100001191,3013202,3629254,0
4845300000475,2967148,3630649,0
4820900001080,2928129,3590970,0
4849100000872,2960159,3681674,0
4849100001432,2991081,3677854,0
4849100001125,2939186,3699342,0
4849100001604,2961743,3655299,0
4849100000858,2965483,3679084,0
4849100000463,2940856,3692539,0
4849100000958,2966189,3683312,0
4849100000870,2945243,3692989,0
4849100001034,2993604,3695411,0
4849100000867,2951727,3668176,0
4820900000719,2958175,3585094,0
4849100001955,2966839,3669848,0
4845300000490,2965918,3628508,0
4845300001497,2955515,3626385,0
4845300000196,2962307,3648494,0
4820900000751,2931481,3604182,0
4849100001358,2978718,3701656,0
4849100001957,2971062,3667871,0
4845300000021,2945734,3639698,0
4849100001061,2956538,3659029,0
4820900000908,2958464,3584873,0
4849100000103,2949874,3671138,0
4845300001538,2968767,3638723,0
4845300000334,2959316,3638727,0
4845300000057,2960140,3629824,0
4845300000558,2977480,3657679,0
4802100001180,3003993,3633991,0
4849100000104,2953634,3669202,0
4802100001185,3034116,3618585,0
4845300001445,2969668,3635873,0
4845300000026,2946480,3632935,0
4845300001560,2968975,3640859,0
4849100000873,2963477,3678911,0
4849100000985,3010642,3673841,0
4845300000343,2966058,3638155,0
4820900000777,2962137,3579902,0
4845300000214,2963492,3648446,0
4845300001696,2963586,3643236,0
4845300001871,2973403,3641332,0
4845300000472,2966318,3630195,0
4805300001822,2895151,3656722,0
4820900000792,2958757,3595826,0
4845300000553,2982798,3616901,0
4849100001961,2947191,3670029,0
4820900000750,2932962,3599236,0
4820900001502,2958732,3584188,0
4820900000705,2957985,3584628,0
4802100001179,3017276,3626536,0
4845300001918,2950115,3655397,0
4845300001580,2974761,3645491,0
4845300000240,2970802,3648106,0
4845300000290,2968276,3641045,0
4820900000781,2956898,3573411,0
4805300001826,2907625,3659529,0
4849100000470,2950263,3661357,0
4849100001007,2970553,3673793,0
4820900000919,2958908,3584505,0
4849100000885,2993109,3678143,0
4845300000439,2967623,3633397,0
4849100000163,2958471,3655132,0
4820900000702,2958424,3585514,0
4820900000737,2955240,3585114,0
4805300001889,2906948,3677372,0
4820900000761,2932690,3626385,0
4820900000816,2963588,3597128,0
4845300000221,2971018,3649515,0
4845300001726,2966473,3638293,0
4849100000647,2971802,3679852,0
4849100001953,2967320,3672659,0
4805500001277,2984494,3590746,0
4805300001817,2912425,3665617,0
4802100001169,3017298,3628012,0
4849100000136,2967148,3664016,0
4805500001286,2981868,3610900,0
4849100000883,2991377,3684334,0
4805500001292,2981056,3593812,0
4820900000688,2939012,3611276,0
4845300000170,2964021,3655164,0
4802100001161,3018623,3610806,0
4845300001733,2971578,3647878,0
4820900000756,2934765,3593742,0
4849100000868,2949378,3703883,0
4845300000522,2975575,3615918,0
4845300000509,2964361,3625992,0
4845300000247,2967070,3645213,0
4845300000415,2971182,3635891,0
4805500001248,2979926,3577658,0
4802100001929,3033931,3619919,0
4820900000784,2957311,3579436,0
4845300000593,2976201,3663218,0
4845300001685,2971832,3636158,0
4820900001085,2962291,3610004,0
4845300000427,2972602,3633687,0
4845300000391,2969152,3635607,0
4845300000847,2955964,3626998,0
4805500001255,3003138,3571412,0
4802100001383,3009617,3619635,0
4820900000710,2959091,3585608,0
4849100001102,2980885,3690786,0
4845300001333,2980127,3622388,0
4805300001789,2924737,3682397,0
4820900000706,2958300,3584435,0
4845300000194,2973534,3661422,0
4820900000842,2964609,3589919,0
4802100001387,2998990,3621448,0
4849100000654,2989660,3679138,0
4845300000064,2949300,3629934,0
4845300000157,2968219,3657482,0
4845300000058,2961406,3629069,0
4805500001293,2984368,3592402,0
4820900000762,2960358,3587937,0
4845300001584,2971268,3653738,0
4849100001423,2964947,3676150,0
4845300000560,2984609,3651198,0
4845300000097,2958653,3618350,0
4845300000191,2964396,3652482,0
4845300000192,2965528,3652659,0
4845300000614,2986432,3633869,0
4820900001086,2964707,3611213,0
4845300001323,2976741,3664672,0
4845300001888,2982545,3647203,0
4845300001455,2983785,3647587,0
4845300000338,2960956,3638464,0
4845300000006,2947628,3651974,0
4820900000720,2957648,3584747,0
4820900001690,2965604,3595816,0
4805500001305,2992315,3567397,0
4849100000140,2966358,3662935,0
4820900001491,2958611,3578771,0
4849100001701,2967305,3700552,0
4805500001306,2985491,3591467,0
4845300000077,2957237,3627212,0
4849100001342,2972603,3664337,0
4849100001736,2973758,3664624,0
4849100001322,2958685,3654057,0
4845300000515,2966987,3626357,0
4845300000066,2951119,3627458,0
4845300000096,2958068,3619700,0
4802100001138,3005010,3616815,0
4845300001724,2966524,3639140,0
4845300000266,2972066,3642535,0
4849100001972,2958921,3664865,0
4802100001177,3014734,3628446,0
4845300001718,2964449,3630022,0
4820900000743,2925335,3614917,0
4820900001688,2962261,3602914,0
4845300000621,2996178,3649633,0
4845300000351,2971595,3637422,0
4845300000083,2958365,3626428,0
4845300000364,2959577,3636606,0
4849100001480,2961463,3653344,0
4845300000530,2969063,3623500,0
4845300000256,2974306,3624659,0
4845300001639,2966771,3635051,0
4849100001898,2955467,3687645,0
4845300000437,2966278,3633555,0
4849100000130,2968983,3666200,0
4849100001001,2985019,3669069,0
4849100000129,2967537,3665629,0
4845300001530,2972164,3639833,0
4845300001657,2963947,3622417,0
4845300001464,2974497,3639838,0
4805500001283,2998760,3588845,0
4845300000224,2973631,3647261,0
4805300001752,2886140,3700815,0
4805500001258,2996532,3573597,0
4845300000319,2968227,3640139,0
4845300000416,2970918,3635025,0
4845300001845,2981094,3629620,0
4820900001077,2939447,3592652,0
4802100001137,3006211,3621776,0
4849100001407,2964762,3671123,0
4805500001249,2975875,3575951,0
4849100001885,2963115,3680030,0
4845300001751,2944505,3634597,0
4820900000897,2960133,3582768,0
4805300001796,2907855,3679100,0
4845300000559,2980611,3652508,0
4845300000233,2966113,3646406,0
4805300001791,2922423,3681920,0
4805500001303,2998972,3565110,0
4845300000288,2966909,3640837,0
4845300000466,2963511,3630223,0
4849100000631,2991373,3669179,0
4820900000541,2957830,3585095,0
4849100001431,2991648,3678205,0
4849100000874,2960355,3676603,0
4820900000895,2959461,3583817,0
4849100001026,2967890,3686446,0
4845300001671,2971467,3645439,0
4849100001424,2962308,3680617,0
4849100001960,2948745,3670021,0
4820900000752,2926175,3606439,0
4845300000223,2973262,3649832,0
4845300000592,2969198,3644459,0
4845300001469,2969579,3658730,0
4849100001904,2958958,3657878,0
4845300001647,2970826,3643056,0
4845300000429,2974977,3634381,0
4845300000516,2968196,3624916,0
4845300000060,2954875,3628015,0
4845300001564,2970843,3630411,0
4849100001887,2967032,3682281,0
4845300001683,2969749,3648569,0
4805300001939,2918382,3663038,0
4845300000549,2966757,3616211,0
4802100001391,3011217,3636959,0
4802100001384,3008351,3613972,0
4845300000502,2962463,3628476,0
4802100001197,3021649,3646776,0
4845300000267,2974291,3642825,0
4845300000063,2958050,3628739,0
4849100000645,2985082,3691986,0
4849100001046,2949552,3664585,0
4820900000747,2929182,3620710,0
4820900000915,2957697,3581925,0
4845300001646,2972313,3635476,0
4845300000027,2945703,3636680,0
4845300001917,2951723,3641295,0
4820900000806,2960360,3604360,0
4805300001753,2891495,3707952,0
4845300001526,2975602,3637913,0
4805500001297,3018569,3587181,0
4845300001550,2971678,3634488,0
4820900000779,2958871,3575915,0
4849100001055,2954474,3656190,0
4845300000076,2951339,3624659,0
4845300001919,2969322,3640906,0
4845300000514,2966103,3626941,0
4849100001002,2979409,3666612,0
4802100001192,3013984,3627755,0
4802100001147,3006593,3626929,0
4845300000381,2968042,3634337,0
4805500001301,2993239,3568581,0
4849100000972,3012618,3665775,0
4849100001068,2951461,3672883,0
4845300000602,2963258,3618347,0
4820900000675,2946257,3598979,0
4820900001079,2933586,3589635,0
4849100001060,2959553,3660098,0
4845300001598,2963701,3650104,0
4820900000829,2959392,3601871,0
4820900000817,2963227,3599924,0
4805500001312,2996332,3566708,0
4845300000197,2961818,3649842,0
4845300001850,2971566,3638874,0
4845300001680,2962912,3630975,0
4820900000917,2957182,3583479,0
4802100001201,3014031,3644450,0
4845300000610,2975328,3632322,0
4845300000239,2969509,3647449,0
4820900000674,2944276,3595668,0
4845300000378,2967689,3634658,0
4802100001133,3002929,3602308,0
4849100000574,2958298,3658778,0
4849100000966,2985333,3685984,0
4849100000568,2955904,3666908,0
4802100001371,3016219,3629947,0
4845300001498,2956490,3626172,0
4820900000848,2946170,3617740,0
4820900001689,2964364,3594358,0
4849100001031,2978792,3684491,0
4849100001019,2981449,3694450,0
4849100000632,2967153,3695260,0
4845300000504,2961833,3626389,0
4845300001636,2967685,3634936,0
4805500001243,2993451,3567783,0
4845300000193,2969181,3653550,0
4849100001103,2979264,3693115,0
4820900001327,2963911,3606778,0
4805300001828,2912677,3658802,0
4805300001788,2922817,3682435,0
4849100000002,2944898,3670100,0
4845300000435,2964304,3633085,0
4849100000571,2963884,3667556,0
4845300000005,2946786,3657551,0
4849100001073,2955455,3658571,0
4845300001527,2971412,3641422,0
4802100001369,2989798,3612479,0
4849100001111,2945833,3677355,0
4802100001188,3035298,3617101,0
4802100001144,3015132,3600634,0
4849100001117,2963775,3691663,0
4845300001654,2967671,3627452,0
4845300000182,2958626,3652163,0
4845300000599,2986468,3658613,0
4820900001910,2961052,3584540,0
4845300000243,2976877,3645485,0
4805500001288,2991896,3605449,0
4849100000952,2967275,3674931,0
4845300001452,2967827,3651697,0
4845300000098,2960941,3624764,0
4820900000749,2933661,3613650,0
4845300000208,2977069,3652802,0
4845300001569,2957121,3624133,0
4802100001195,3004049,3658276,0
4849100001399,2970001,3666563,0
4845300001594,2968353,3654747,0
4845300001357,2997820,3656410,0
4802100001374,2994741,3630289,0
4845300000054,2956096,3619416,0
4845300001711,2968755,3641524,0
4849100001030,2975244,3684052,0
4802100001196,3022374,3651789,0
4849100001398,2970030,3668165,0
4805300001818,2907263,3665825,0
4845300001667,2934104,3633721,0
4849100000635,2966437,3688913,0
4845300001876,2971310,3651556,0
4845300000301,2975753,3639433,0
4845300001419,2957366,3621769,0
4820900000753,2925358,3595423,0
4845300000365,2960281,3635322,0
4802100001210,3000338,3651902,0
4845300001673,2969956,3646019,0
4820900000910,2958606,3584509,0
4845300001095,2940475,3644635,0
4849100001029,2973685,3691720,0
4845300000409,2969138,3632931,0
4845300001621,2964354,3631278,0
4845300001566,2963501,3614893,0
4820900001746,2964714,3599870,0
4849100001113,2943193,3671785,0
4820900000758,2936534,3601471,0
4845300000230,2961887,3645432,0
4849100001027,2970673,3686590,0
4845300001633,2969957,3644175,0
4845300000313,2962681,3638182,0
4845300001847,2937606,3652431,0
4845300000478,2967870,3630874,0
4845300001655,2964494,3622455,0
4845300001551,2972171,3634381,0
4845300000503,2961594,3627444,0
4845300000190,2962083,3651873,0
4845300000448,2962632,3633165,0
4820900000808,2963472,3610448,0
4820900001081,2941918,3585318,0
4849100000138,2969383,3665068,0
4820900000694,2951232,3603907,0
4845300000506,2963327,3627513,0
4802100001163,3016038,3626287,0
4805300001793,2926335,3675949,0
4845300001094,2936285,3628279,0
4845300001716,2970608,3633250,0
4820900000742,2923660,3610044,0
4805300001781,2919347,3693183,0
4845300000520,2972028,3623955,0
4845300000207,2977100,3650274,0
4802100001219,3003825,3654216,0
4845300001505,2971662,3628239,0
4845300001878,2966236,3647571,0
4845300000321,2969683,3639686,0
4802100001388,3015520,3652752,0
4849100000114,2965229,3667211,0
4845300000554,2967336,3613507,0
4845300000074,2954862,3624089,0
4802100001176,3014394,3623520,0
4805500001300,2993901,3568299,0
4845300001866,2964817,3630025,0
4845300001456,2985779,3646913,0
4845300001644,2972361,3634899,0
4805300001814,2926122,3669145,0
4849100000126,2968953,3667852,0
4805300001795,2915708,3679588,0
4845300000626,2997990,3652878,0
4820900000717,2957529,3585364,0
4802100001224,3002965,3655512,0
4820900000741,2953120,3577105,0
4805500001284,2975341,3597090,0
4802100001134,2994249,3609184,0
4845300000297,2973018,3640751,0
4805300001783,2929766,3687008,0
4845300000445,2977690,3634441,0
4820900000419,2967286,3599567,0
4805500001860,2978655,3603201,0
4845300000317,2966343,3640449,0
4820900000818,2964589,3603916,0
4849100000933,2954346,3679590,0
4820900000709,2959220,3585006,0
4849100000642,2958421,3685356,0
4845300000511,2965309,3626866,0
4849100001412,2968668,3670243,0
4845300001609,2969018,3629664,0
4845300000536,2963251,3622401,0
4845300000329,2967444,3639935,0
4845300001541,2969294,3633447,0
4845300000417,2970423,3634982,0
4845300001712,2968496,3642366,0
4845300001413,2968154,3635741,0
4805500001273,2990779,3570456,0
4845300001053,2934468,3645001,0
4820900000690,2944898,3609885,0
4820900001084,2926881,3617929,0
4849100000977,3008968,3665546,0
4845300000068,2952846,3627485,0
4820900000788,2953385,3575322,0
4802100001376,3010574,3607015,0
4805300001772,2929635,3706577,0
4845300000424,2972601,3636519,0
4849100000166,2960654,3655270,0
4820900000673,2937213,3591736,0
4845300001444,2970744,3634102,0
4820900000770,2934860,3616197,0
4845300000014,2952972,3652706,0
4802100001206,3005586,3638881,0
4845300001542,2969368,3633894,0
4805500001238,2969277,3585527,0
4802100001178,3018805,3627205,0
4845300000102,2961716,3616105,0
4845300000202,2967256,3650254,0
4845300000262,2968134,3644267,0
4805500001266,2992760,3575084,0
4820900000835,2961426,3587363,0
4820900000787,2956043,3581918,0
4820900000904,2959087,3584792,0
4849100001054,2954196,3658481,0
4802100001975,3038593,3621742,0
4845300001872,2982305,3646051,0
4845300001669,2972251,3643790,0
4802100001924,2997636,3620257,0
4820900000795,2959170,3586992,0
4845300001437,2969803,3633839,0
4805300001938,2915486,3671073,0
4849100000992,2998394,3681289,0
4845300000460,2960841,3632697,0
4805300001803,2895938,3675886,0
4849100000482,2991922,3677758,0
4802100001140,3028868,3603587,0
4820900000799,2958854,3582795,0
4845300001474,2958562,3643230,0
4845300001468,2972483,3658133,0
4849100001345,2974387,3676978,0
4849100000153,2958087,3656246,0
4845300000280,2970482,3641950,0
4845300000431,2959754,3634458,0
4845300001874,2976022,3647986,0
4849100000851,2945900,3665628,0
4849100000998,2995126,3679191,0
4845300000352,2963575,3637051,0
4805300001830,2921244,3652466,0
4845300001883,2965501,3617870,0
4805300001778,2930870,3695479,0
4845300001336,2980928,3625116,0
4845300000286,2965259,3641563,0
4802100001139,3003838,3609772,0
4805300001808,2889255,3665280,0
4849100000968,2979338,3696383,0
4845300000312,2961842,3638772,0
4849100000997,2992879,3675889,0
4845300000403,2966815,3634095,0
4802100001156,3033979,3616977,0
4802100001170,3014002,3614286,0
4849100001049,2957168,3689924,0
4845300001648,2970593,3642467,0
4849100000866,2950285,3682497,0
4849100001406,2964957,3670018,0
4805500001275,2985181,3583350,0
4845300001510,2969206,3626906,0
4849100000970,2987666,3699277,0
4820900001934,2962063,3599089,0
4849100000124,2965511,3666164,0
4820900000815,2967053,3600995,0
4845300000611,2980740,3627998,0
4849100000113,2960958,3666469,0
4849100000878,2964592,3677603,0
4845300001347,2965601,3619138,0
4845300001661,2962621,3624922,0
4820900000805,2962485,3601647,0
4845300000453,2967455,3632373,0
4849100001886,2966270,3681671,0
4849100000971,2992654,3677560,0
4805500001244,2986006,3592266,0
4845300000049,2956965,3635322,0
4845300001466,2967266,3647093,0
4845300000257,2965343,3644476,0
4845300000180,2957536,3651108,0
4845300001882,2962985,3616511,0
4845300000538,2966384,3622687,0
4849100000875,2963671,3677546,0
4845300001619,2965922,3631553,0
4820900000676,2954330,3595416,0
4845300000551,2972560,3615021,0
4849100001005,2985988,3677782,0
4845300001339,2982211,3637769,0
4845300000505,2962719,3625971,0
4820900000765,2923582,3626137,0
4845300000501,2983144,3630907,0
4845300000518,2969983,3625352,0
4820900001490,2956394,3575977,0
4845300001535,2941374,3637270,0
4805500001311,2994951,3569367,0
4845300001349,2965595,3621993,0
4845300000260,2967113,3644487,0
4845300001750,2942159,3635295,0
4849100001075,2977863,3668860,0
4849100001414,2943926,3680307,0
4820900001748,2966659,3596837,0
4805300001832,2923925,3645866,0
4845300000318,2974268,3625735,0
4845300000010,2941991,3651235,0
4845300000302,2978070,3641503,0
4849100001964,2948193,3668002,0
4845300000442,2971840,3632124,0
4849100001318,2971135,3661274,0
4845300000420,2970174,3633316,0
4802100001370,3029858,3616330,0
4849100000658,2999931,3676707,0
4845300000034,2957903,3636118,0
4849100001921,2965500,3680323,0
4820900000769,2933675,3617040,0
4820900000920,2963947,3582236,0
4820900001494,2961973,3588428,0
4845300000044,2951327,3632830,0
4845300001592,2975311,3654073,0
4845300000521,2977243,3624244,0
4805300001843,2902705,3647379,0
4845300000276,2966812,3642770,0
4849100000644,2986613,3693083,0
4845300000033,2956954,3638058,0
4849100000934,2949074,3677807,0
4802100001205,3011423,3630279,0
4845300000082,2956758,3625355,0
4845300000345,2967039,3638469,0
4845300000440,2968289,3632914,0
4849100000169,2961288,3654002,0
4805300001763,2910377,3695876,0
4845300000609,2980004,3625514,0
4805300001756,2896831,3698676,0
4845300001549,2972052,3633929,0
4845300000595,2984225,3662303,0
4820900000733,2947575,3607714,0
4820900000780,2955128,3572486,0
4820900000672,2951734,3577275,0
4820900000906,2958844,3585087,0
4845300000406,2968015,3633988,0
4845300001640,2966988,3635010,0
4849100000973,3010610,3669321,0
4845300001613,2965926,3630601,0
4802100001223,3002480,3652697,0
4849100000127,2972462,3668421,0
4849100001064,2951751,3657103,0
4805300001758,2885894,3691746,0
4849100000976,3005892,3669053,0
4820900000783,2956435,3581090,0
4845300000081,2957050,3626605,0
4802100001930,3001809,3652913,0
4845300000273,2961795,3642090,0
4849100000120,2960781,3659747,0
4805500001267,2985028,3591123,0
4845300000447,2980975,3632761,0
4849100001706,2944718,3673226,0
4845300000441,2969870,3632160,0
4805300001759,2888332,3685568,0
4805500001261,2987725,3572737,0
4845300000627,2988943,3654807,0
4820900001911,2955329,3582661,0
4845300001875,2971347,3652008,0
4845300001348,2966006,3621357,0
4845300001585,2971240,3657936,0
4845300001450,2967425,3648914,0
4805500001256,2994442,3568658,0
4845300000065,2949552,3626166,0
4845300000185,2957996,3649326,0
4849100001317,2967600,3659737,0
4849100001118,2966986,3692202,0
4820900000759,2933567,3605731,0
4849100000936,2964086,3685315,0
4805500001257,2994144,3586369,0
4849100001006,2973987,3673506,0
4849100000890,3018052,3670881,0
4849100000960,2965415,3684518,0
4849100001946,2962910,3666582,0
4805300001782,2927262,3690578,0
4805500001304,2992942,3571615,0
4845300001620,2964703,3632404,0
4802100001151,3031395,3640484,0
4845300001496,2954188,3627849,0
4849100000963,2966378,3697548,0
4802100001189,3035830,3618326,0
4820900000796,2958972,3580017,0
4849100000965,2980449,3678954,0
4820900000696,2942968,3622458,0
4845300000508,2963653,3626121,0
4845300000052,2954560,3631412,0
4849100000151,2955311,3654344,0
4849100001971,2957496,3664054,0
4849100000859,2964400,3678870,0
4845300001698,2963938,3646105,0
4845300000069,2945134,3626808,0
4845300001099,2985165,3648092,0
4849100001394,2968726,3673095,0
4820900000582,2974702,3607012,0
4845300000246,2966032,3645358,0
4845300000438,2967073,3633447,0
4820900000722,2962033,3584692,0
4845300000008,2928331,3645743,0
4845300001595,2968102,3653581,0
4845300000245,2965309,3645603,0
4805300001810,2908223,3673216,0
4845300000402,2965751,3634356,0
4849100000979,3003012,3665533,0
4805300001806,2891319,3674561,0
4845300001723,2970303,3641322,0
4845300000350,2966869,3625475,0
4802100001194,3001059,3655553,0
4845300000605,2978462,3621131,0
4805500001302,2993876,3569097,0
4845300001440,2970242,3633774,0
4849100000879,2963970,3676261,0
4845300001511,2968969,3625972,0
4820900000755,2921612,3604776,0
4805300001777,2932556,3692848,0
4820900001489,2956756,3578546,0
4845300000289,2967469,3641404,0
4845300001576,2964674,3644940,0
4849100000118,2955888,3656477,0
4845300001634,2969659,3643419,0
4802100001127,2986294,3615148,0
4845300000295,2972981,3616582,0
4820900000791,2934009,3618812,0
4805300001765,2917195,3711579,0
4820900000914,2957421,3582906,0
4845300001686,2969609,3628876,0
4845300000603,2992283,3630968,0
4849100001740,2982825,3675211,0
4845300000396,2973826,3637666,0
4805500001260,2994281,3568260,0
4849100000662,2975403,3668011,0
4820900000833,2963142,3591323,0
4849100001895,2953696,3657531,0
4845300000100,2960863,3620781,0
4845300000222,2972203,3649186,0
4845300001731,2967926,3648208,0
4849100001397,2971184,3672510,0
4845300000363,2968420,3636910,0
4845300000546,2964579,3615053,0
4845300000347,2968359,3637663,0
4849100001044,2949198,3660737,0
4845300000355,2966013,3637224,0
4845300000050,2958311,3633498,0
4805500001298,2984556,3591668,0
4849100001702,2946397,3699750,0
4849100000967,2989666,3689683,0
4845300001521,2970043,3631378,0
4849100001531,2961193,3662943,0
4845300000462,2961876,3631508,0
4820900000721,2962159,3585676,0
4849100001959,2972023,3666396,0
4845300001471,2972111,3650551,0
4845300000237,2969234,3646323,0
4820900000669,2949344,3591802,0
4845300001362,2971111,3638137,0
4802100001372,3008406,3630209,0
4845300000479,2967967,3629645,0
4849100001943,2965113,3665157,0
4845300000401,2984162,3637183,0
4849100001401,2971691,3663940,0
4845300000036,2952180,3634633,0
4845300000620,2988138,3648605,0
4805500001858,2977897,3577951,0
4849100000991,3002576,3683803,0
4805500001269,2989869,3576169,0
4820900000581,2970256,3608485,0
4805500001235,2965802,3586920,0
4820900000586,2952858,3607850,0
4845300000430,2958937,3635235,0
4845300001465,2974360,3638600,0
4845300001340,2981174,3645076,0
4845300001719,2956437,3622675,0
4849100001395,2969892,3669634,0
4849100001945,2965729,3665001,0
4849100001704,2951002,3669498,0
4849100000121,2962720,3663153,0
4845300001354,2970678,3657215,0
4845300001330,2978067,3615515,0
4802100001175,3014600,3621205,0
4845300001581,2977164,3648814,0
4845300000241,2971936,3646195,0
4849100000996,2991700,3676124,0
4849100001015,2979942,3681620,0
4845300001638,2967025,3634675,0
4845300001334,2980225,3621528,0
4845300001486,2972237,3613948,0
4845300000386,2968641,3636281,0
4802100001132,3008893,3602585,0
4849100000634,2971350,3695998,0
4845300000023,2956190,3644669,0
4845300000465,2964322,3630578,0
4845300000500,2977445,3631124,0
4849100001070,2955461,3662947,0
4849100001320,2972363,3662085,0
4845300000088,2956323,3624004,0
4849100001009,2978921,3676661,0
4845300000174,2974281,3656584,0
4805300001774,2936291,3698946,0
4845300001916,2951103,3644858,0
4845300001635,2967325,3634687,0
4845300001108,2933449,3659543,0
4805300001802,2899443,3672660,0
4805500001233,3008871,3588729,0
4849100001051,2970245,3662175,0
4849100001908,2986683,3683217,0
4820900000814,2970180,3597277,0
4845300001862,2965616,3620540,0
4805500001279,2985217,3590153,0
4849100000857,2947416,3673959,0
4805300001821,2890458,3660915,0
4845300000557,2976247,3614154,0
4802100001150,3014859,3633831,0
4802100001142,3021424,3597828,0
4845300001728,2969572,3637162,0
4845300001410,2966936,3635852,0
4845300000344,2966533,3638611,0
4845300001626,2967775,3636151,0
4820900000837,2962020,3591880,0
4802100001128,2991107,3621769,0
4849100001360,2938212,3690090,0
4820900000718,2957955,3584933,0
4845300001562,2968827,3631074,0
4849100000993,2995100,3683830,0
4845300000283,2965465,3624256,0
4805500001366,2992574,3579290,0
4845300000349,2969260,3636759,0
4845300000481,2968769,3628583,0
4845300001539,2970268,3632745,0
4845300000167,2966496,3656562,0
4805500001236,2968226,3590192,0
4845300000616,2994757,3640201,0
4845300000213,2959782,3646919,0
4845300000205,2971019,3650999,0
4845300001449,2966813,3648696,0
4845300001617,2964934,3631769,0
4802100001187,3031798,3618430,0
4845300000171,2966127,3654576,0
4845300001717,2963434,3631427,0
4849100001909,2973791,3700580,0
4802100001199,3021581,3640830,0
4845300000607,2987910,3662114,0
4845300001547,2971552,3633581,0
4820900001082,2938903,3594116,0
4845300001590,2972672,3654444,0
4849100001737,2966599,3677361,0
4802100001379,3006394,3623437,0
4849100001481,2971157,3677357,0
4805500001280,2986599,3590519,0
4805500001309,2993132,3569491,0
4845300001453,2968232,3656054,0
4845300000032,2954403,3638687,0
4805500001281,3001610,3566436,0
4849100001428,2973126,3703505,0
4849100000107,2967152,3678599,0
4849100000953,2968129,3675997,0
4820900000892,2959249,3582612,0
4849100000421,2959195,3687949,0
4845300000200,2966784,3652315,0
4849100001973,2963419,3664964,0
4845300001436,2969855,3634184,0
4849100000884,3000210,3679499,0
4849100000131,2966860,3664466,0
4849100000263,2970147,3701975,0
4849100001114,2939287,3673315,0
4849100001069,2953860,3660523,0
4849100001119,2997864,3684931,0
4820900000789,2957164,3577488,0
4805300001804,2893137,3679612,0
4845300001346,2964552,3619043,0
4849100000980,2994650,3671310,0
4849100000522,2964409,3680300,0
4820900000746,2922407,3616550,0
4845300000519,2971036,3624888,0
4820900000831,2961658,3599119,0
4802100001216,3005027,3653055,0
4845300000394,2971285,3636530,0
4802100001373,3021181,3626739,0
4845300000471,2966198,3631425,0
4820900001043,2962785,3605660,0
4802100001375,2999170,3629113,0
4820900000776,2958753,3581704,0
4820900000667,2937640,3588716,0
4845300000133,2975756,3660901,0
4849100001894,2945948,3671268,0
4849100000988,3005137,3686912,0
4849100000947,2955360,3696118,0
4845300000314,2963286,3639905,0
4805300001800,2904440,3678324,0
4805300001805,2887988,3679319,0
4845300001356,2973497,3618564,0
4849100000116,2968493,3668548,0
4820900000803,2971817,3605416,0
4845300000380,2967665,3634366,0
4845300000372,2966792,3634658,0
4845300000099,2960038,3622390,0
4805500001270,2986432,3568724,0
4802100001152,3024567,3611970,0
4845300000373,2967346,3634989,0
4845300001518,2966715,3621061,0
4849100001321,2974955,3663872,0
4845300000013,2949812,3647259,0
4849100000942,2947289,3699477,0
4845300000218,2966792,3647657,0
4845300001660,2962381,3623534,0
4802100001157,3025057,3625842,0
4805500001287,2985694,3608769,0
4845300001851,2970979,3637098,0
4802100001385,3010244,3610890,0
4845300000292,2970277,3640660,0
4820900000825,2960277,3596138,0
4845300000009,2932180,3651779,0
4849100001965,2950025,3667361,0
4845300001905,2971404,3618919,0
4845300000231,2964531,3646867,0
4845300000510,2964641,3626987,0
4845300001625,2967305,3636535,0
4820900001093,2964764,3606129,0
4805300001799,2903661,3680447,0
4805300001771,2937130,3703762,0
4849100000931,2955364,3664627,0
4845300000179,2954559,3648988,0
4845300000242,2972133,3646965,0
4805300001768,2931762,3714228,0
4845300000201,2966248,3650236,0
4849100001630,2961242,3658178,0
4802100001166,3015009,3631586,0
4845300001687,2969512,3629730,0
4845300001447,2969109,3642788,0
4805500001290,2983845,3603774,0
4849100000999,2988626,3668906,0
4845300000619,2995283,3645697,0
4805500001229,3007591,3595313,0
4845300001732,2971276,3646639,0
4845300000455,2968970,3631873,0
4845300000428,2974174,3634066,0
4820900000681,2961005,3602253,0
4849100001112,2940764,3670144,0
4845300001556,2970197,3637256,0
4845300001695,2961571,3635467,0
4845300001852,2983160,3639939,0
4820900000715,2958488,3586735,0
4845300001624,2966365,3635466,0
4849100000923,2990238,3678224,0
