taz,coord-x,coord-y,area
4845300000507,2964160,3627294,0
4805500001274,2990535,3566601,0
4845300000019,2937730,3638411,0
4845300001341,2982129,3651007,0
4820900000735,2949693,3584457,0
4802100001155,3013637,3627231,0
4845300001611,2967756,3630351,0
4849100000856,2940080,3686433,0
4849100000861,2965973,3676688,0
4820900000898,2959443,3582195,0
4849100000145,2970541,3664101,0
4845300000527,2965984,3624211,0
4802100001925,2992201,3616784,0
4820900000918,2957245,3585842,0
4805500001310,2993931,3570273,0
4820900000911,2958700,3584830,0
4805500001365,2975443,3585724,0
4802100001389,3000945,3635720,0
4849100001344,2975417,3675055,0
4845300000094,2955691,3621267,0
4820900000731,2960267,3586916,0
4820900000809,2965647,3611144,0
4845300000264,2973104,3635503,0
4802100001167,3019340,3632561,0
4805300001801,2906234,3679494,0
4845300000387,2969094,3636221,0
4820900000775,2960015,3579712,0
4845300000454,2968146,3632188,0
4805300001761,2901559,3689283,0
4845300000458,2971970,3629968,0
4845300000188,2960710,3652032,0
4845300001600,2963489,3651021,0
4845300000315,2964508,3639921,0
4849100000869,2951406,3699993,0
4845300001649,2968844,3636786,0
4845300000038,2953676,3635961,0
4845300001461,2967705,3618369,0
4845300000461,2962362,3632404,0
4820900000807,2962562,3608512,0
4802100001212,3009796,3654012,0
4845300001573,2964358,3638057,0
4845300001484,2986165,3644257,0
4805300001936,2903876,3708330,0
4849100000652,2992961,3680893,0
4802100001217,3002940,3652071,0
4849100001425,2963283,3681837,0
4805500001854,2981834,3591643,0
4820900001459,2961501,3600211,0
4820900001492,2955587,3590203,0
4849100000569,2959595,3668167,0
4845300000042,2963379,3624834,0
4802100001380,3003327,3627753,0
4845300000368,2963783,3635281,0
4845300000426,2971350,3652758,0
4849100001586,2969335,3661192,0
4820900000903,2958983,3584206,0
4845300000528,2966627,3624137,0
4849100000638,2983413,3693188,0
4820900001090,2970182,3599106,0
4820900000678,2941375,3593048,0
4820900001744,2972902,3602223,0
4845300000846,2956980,3632472,0
4849100001039,2933562,3682147,0
4845300000384,2968554,3635280,0
4845300001487,2970149,3614038,0
4845300000281,2984984,3620291,0
4845300000385,2968586,3635701,0
4849100001003,2988301,3665182,0
4845300001363,2972323,3639023,0
4820900000580,2967616,3610755,0
4845300000080,2960658,3627901,0
4845300001715,2971255,3633173,0
4845300000556,2979773,3612952,0
4805300001839,2909017,3655080,0
4805500001855,2982502,3586719,0
4845300000360,2967256,3636857,0
4849100000162,2959688,3653616,0
4845300000608,2979691,3623104,0
4845300001507,2969546,3627961,0
4845300000540,2968418,3622477,0
4845300001903,2993186,3633890,0
4849100000641,2960410,3684309,0
4802100001220,3003261,3652778,0
4849100000134,2970219,3665448,0
4845300001722,2970748,3641332,0
4820900000764,2926674,3629048,0
4805500001285,2980753,3597496,0
4820900000680,2941426,3599865,0
4845300000025,2945664,3623764,0
4849100000165,2959595,3654861,0
4845300001472,2960369,3641571,0
4820900000828,2959029,3604244,0
4820900000819,2967172,3603887,0
4849100000573,2956329,3659778,0
4845300000322,2970040,3639131,0
4805300001840,2907498,3657103,0
4845300001693,2960365,3636067,0
4849100000135,2965975,3665225,0
4820900000686,2941673,3616964,0
4820900000921,2956702,3584727,0
4805300001792,2926286,3680292,0
4849100000115,2966066,3668139,0
4845300001523,2971231,3635395,0
4845300000309,2959927,3639836,0
4820900000786,2954418,3577096,0
4849100000108,2966038,3671490,0
4845300001899,2970155,3626952,0
4849100000030,2960766,3679497,0
4845300001519,2969515,3631721,0
4845300000405,2967641,3633929,0
4845300000468,2965379,3629599,0
4845300000039,2962131,3643233,0
4820900000591,2966305,3598561,0
4802100001148,3003880,3624187,0
4849100000655,3004893,3662125,0
4845300001597,2964983,3649175,0
4849100000660,2992716,3676861,0
4845300000216,2964937,3648211,0
4849100000446,2943326,3667169,0
4845300000284,2963491,3641404,0
4845300001540,2968878,3633518,0
4820900000896,2961596,3583374,0
4845300001665,2940381,3658078,0
4849100000924,2949265,3666829,0
4820900000826,2961901,3598198,0
4820900000778,2960712,3578144,0
4845300001727,2966903,3637980,0
4820900000712,2959089,3586356,0
4845300000423,2969590,3622049,0
4849100001124,2946181,3705019,0
4845300000252,2971064,3643766,0
4845300000274,2965075,3642854,0
4849100000143,2967935,3662730,0
4845300000523,2988274,3627029,0
4845300000459,2973347,3629616,0
4820900000773,2961933,3582015,0
4849100001350,2941932,3677536,0
4805500001231,3000849,3598498,0
4845300000533,2974170,3622893,0
4849100000951,2953283,3674865,0
4849100001896,2957179,3661081,0
4849100001057,2956207,3665002,0
4845300001568,2956654,3623277,0
4849100000939,2954238,3686062,0
4845300000495,2970051,3626241,0
4845300000473,2966012,3629448,0
4845300000067,2951781,3628567,0
4845300000361,2967590,3637326,0
4820900001749,2964696,3597891,0
4820900000729,2938754,3620169,0
4845300000548,2968090,3619979,0
4805500001230,3007985,3580254,0
4845300000217,2965886,3648387,0
4820900000579,2963909,3612624,0
4849100001429,2963028,3698057,0
4845300001714,2969658,3632782,0
4845300001583,2975900,3656041,0
4845300001352,2972483,3652962,0
4802100001367,3031602,3648365,0
4849100001056,2952694,3662699,0
4802100001392,3026266,3641605,0
4820900000894,2959126,3583421,0
4820900000740,2955130,3580468,0
4805500001245,2987995,3591823,0
4845300000037,2948674,3642023,0
4845300001914,2967168,3651268,0
4849100001359,2934879,3691540,0
4849100000633,2983285,3700746,0
4805500001265,2990522,3582952,0
4845300001520,2970438,3630642,0
4849100000940,2952299,3690746,0
4845300000477,2968111,3631334,0
4802100001202,3017990,3648351,0
4845300001574,2963563,3644609,0
4845300000084,2957632,3625376,0
4849100000154,2959562,3657000,0
4820900001605,2954905,3614948,0
4820900000836,2961195,3589882,0
4820900000767,2920926,3611077,0
4845300000492,2967503,3628158,0
4849100000864,2991526,3664662,0
4845300001601,2962770,3652014,0
4849100000945,2938736,3695776,0
4845300000493,2968426,3627233,0
4805300001797,2905915,3680392,0
4849100000860,2965568,3683151,0
4845300000101,2960329,3619127,0
4820900000840,2957555,3586247,0
4845300001610,2968442,3630719,0
4849100000639,2972086,3683703,0
4845300000399,2979434,3633588,0
4802100001368,3008520,3657376,0
4849100001045,2951219,3661955,0
4805300001779,2924781,3698976,0
4802100001154,3032854,3617227,0
4845300000374,2967376,3635373,0
4802100001129,2994267,3624965,0
4820900000824,2961867,3596833,0
4805500001271,2991316,3568511,0
4845300000041,2958148,3634717,0
4845300000020,2946174,3642998,0
4845300001115,2943647,3662435,0
4820900000278,2925805,3601416,0
4849100001059,2959537,3661565,0
4845300000664,2959908,3644979,0
4820900000800,2958121,3582625,0
4845300000550,2969657,3616854,0
4802100001135,2995928,3618347,0
4805300001775,2932967,3698758,0
4845300000561,2991159,3645983,0
4845300000087,2961062,3648401,0
4849100000636,2964147,3689070,0
4820900000584,2966229,3609235,0
4849100001881,2965681,3661490,0
4845300000565,2989391,3636052,0
4849100000943,2945205,3699744,0
4845300001467,2972869,3659601,0
4845300000330,2967238,3639167,0
4845300000433,2961414,3633557,0
4849100000877,2963583,3702971,0
4845300000255,2975524,3644530,0
4845300000265,2965423,3627440,0
4845300000238,2969339,3646786,0
4845300000173,2969156,3655139,0
4805300001754,2897656,3705951,0
4805300001755,2905142,3701482,0
4849100000886,3013235,3678508,0
4849100001739,2977849,3678447,0
4849100001707,2942199,3673547,0
4845300001473,2957484,3641111,0
4845300001501,2959890,3626006,0
4849100000984,3004616,3674577,0
4802100001158,3022412,3623543,0
4845300000628,2985530,3656291,0
4845300001331,2980107,3617097,0
4845300001863,2965091,3621392,0
4849100000651,2979102,3671646,0
4845300000489,2964866,3628188,0
4845300000248,2967905,3645143,0
4805500001227,2996608,3601534,0
4845300000371,2965433,3635205,0
4805300001838,2909698,3651520,0
4802100001200,3035159,3643936,0
4845300001615,2966954,3630015,0
4820900000843,2962988,3587038,0
4820900000901,2959341,3584311,0
4802100001160,3022954,3617490,0
4845300000017,2941743,3640873,0
4845300001544,2974093,3634974,0
4845300000294,2972307,3641576,0
4805300001820,2898397,3660784,0
4845300000544,2973773,3620780,0
4820900000822,2960954,3608008,0
4805500001276,2983902,3588772,0
4845300001475,2953132,3643510,0
4805300001785,2923000,3687798,0
4849100000982,2997402,3667811,0
4845300001658,2963848,3623059,0
4802100001190,3037019,3618005,0
4845300001915,2964776,3650320,0
4845300000326,2965553,3639238,0
4845300000282,2960740,3643156,0
4820900000716,2958055,3585375,0
4845300000184,2962972,3653352,0
4805500001313,3000602,3568236,0
4845300001548,2971612,3634024,0
4805500001251,2971580,3580536,0
4845300000414,2970295,3635479,0
4845300001589,2971331,3655170,0
4849100000649,2989080,3681887,0
4845300000176,2975969,3658488,0
4845300001628,2981719,3647851,0
4845300000467,2963998,3629344,0
4845300001499,2959422,3627360,0
4820900000841,2967722,3594081,0
4849100001952,2967626,3671743,0
4820900000757,2937232,3597231,0
4805500001299,2985774,3590791,0
4805500001935,2970835,3588320,0
4849100000637,2985721,3695857,0
4820900001691,2958756,3605512,0
4820900000907,2957041,3585385,0
4845300000209,2978478,3655065,0
4820900000912,2958565,3585261,0
4849100001042,2951596,3660386,0
4849100001104,2949324,3689465,0
4845300000035,2948944,3634386,0
4845300000053,2953366,3623074,0
4845300000624,2993820,3657087,0
4820900000821,2961013,3609956,0
4845300000539,2967127,3622218,0
4849100000650,2980794,3673727,0
4805300001776,2932381,3701783,0
4805300001937,2916496,3703948,0
4802100001168,3025073,3631426,0
4845300001623,2965932,3636135,0
4845300001451,2967918,3651037,0
4849100001361,2935090,3686517,0
4805500001296,3016808,3592279,0
4849100000149,2969143,3662005,0
4849100001067,2953509,3672232,0
4849100000543,2990468,3677179,0
4845300001622,2966226,3634971,0
4849100001035,2988604,3694143,0
4845300000341,2965007,3638321,0
4820900000771,2962792,3585296,0
4849100000950,2958149,3674096,0
4845300001632,2968927,3643744,0
4845300000061,2955503,3628777,0
4845300001681,2966979,3640150,0
4849100001012,2973783,3669620,0
4820900001933,2965818,3601126,0
4849100000957,2967324,3684217,0
4845300000483,2970076,3629699,0
4845300001454,2974242,3648922,0
4820900000845,2956102,3600189,0
4820900001418,2964257,3609810,0
4849100001532,2962521,3661498,0
4802100001378,3001783,3619503,0
4845300000601,2971973,3633571,0
4845300001668,2943124,3633743,0
4845300001515,2968841,3624077,0
4845300000362,2967858,3636666,0
4845300000359,2967363,3636204,0
4820900000754,2930770,3591371,0
4845300001608,2966932,3631995,0
4849100001956,2967625,3669993,0
4849100000152,2956303,3655394,0
4845300000597,2975768,3609974,0
4845300000086,2959009,3624310,0
4849100000986,3017638,3674858,0
4849100001408,2968653,3667229,0
4805500001268,2992588,3571075,0
4845300001524,2970651,3635678,0
4849100000889,2992185,3677329,0
4845300001435,2969403,3634241,0
4802100001172,3000474,3623926,0
4845300000545,2975809,3619005,0
4820900000834,2962534,3588165,0
4845300001546,2972883,3634068,0
4845300001846,2943883,3656144,0
4802100001165,3017984,3624165,0
4845300001351,2973730,3651931,0
4845300001682,2967392,3640606,0
4845300000625,2987506,3651284,0
4845300001734,2972248,3647869,0
4845300001720,2953350,3622074,0
4820900000745,2929240,3610791,0
4845300001470,2972118,3651803,0
4802100001182,3041837,3628496,0
4845300000296,2973658,3641969,0
4845300001483,2983915,3645095,0
4845300000486,2960497,3631897,0
4849100001950,2964328,3670067,0
4849100001434,2994647,3677837,0
4845300001553,2972792,3637283,0
4849100001028,2969600,3689986,0
4849100001074,2983021,3665811,0
4849100001032,2993160,3699159,0
4845300000056,2958860,3631183,0
