taz,parkingType,chargingType,reservedFor,pricingModel,feeInCents,parkingZoneId,numStalls
4.8453E+12,Public,NoCharger,Any,FlatFee,0,864,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,865,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,866,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,867,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,868,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,869,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,870,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,871,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,872,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,873,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,874,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,875,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,876,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,877,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,878,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,879,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,880,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,881,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,882,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,883,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,884,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,885,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,886,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,887,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,888,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,889,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,890,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,891,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,892,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,893,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,894,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,895,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,896,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,897,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,898,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,899,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,900,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,901,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,902,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,903,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,904,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,905,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,906,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,907,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,908,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,909,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,910,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,911,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,912,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,913,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,914,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,915,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,916,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,917,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,918,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,919,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,920,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,921,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,922,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,923,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,924,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,925,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,926,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,927,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,928,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,929,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,930,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,931,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,932,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,933,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,934,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,935,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,936,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,937,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,938,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,939,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,940,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,941,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,942,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,943,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,944,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,945,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,946,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,947,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,948,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,949,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,950,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,951,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,952,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,953,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,954,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,955,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,956,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,957,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,958,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,959,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,960,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,961,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,962,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,963,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,964,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,965,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,966,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,967,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,968,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,969,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,970,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,971,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,972,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,973,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,974,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,975,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,976,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,977,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,978,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,979,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,980,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,981,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,982,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,983,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,984,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,985,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,986,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,987,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,988,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,989,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,990,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,991,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,992,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,993,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,994,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,995,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,996,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,997,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,998,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,999,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1000,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1001,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1002,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1003,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1004,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1005,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1006,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1007,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1008,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1009,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1010,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1011,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1012,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1013,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1014,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1015,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1016,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1017,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1018,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1019,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1020,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1021,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1022,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1023,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1024,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1025,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1026,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1027,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1028,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1029,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1030,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1031,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1032,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1033,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1034,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1035,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1036,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1037,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1038,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1039,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1040,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1041,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1042,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1043,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1044,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1045,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1046,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1047,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1048,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1049,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1050,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1051,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1052,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1053,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1054,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1055,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1056,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1057,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1058,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1059,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1060,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1061,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1062,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1063,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1064,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1065,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1066,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1067,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1068,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1069,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1070,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1071,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1072,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1073,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1074,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1075,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1076,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1077,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1078,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1079,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1080,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1081,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1082,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1083,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1084,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1085,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1086,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1087,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1088,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1089,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1090,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1091,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1092,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1093,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1094,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1095,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1096,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1097,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1098,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1099,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1100,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1101,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1102,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1103,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1104,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1105,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1106,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1107,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1108,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1109,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1110,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1111,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1112,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1113,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1114,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1115,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1116,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1117,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1118,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1119,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1120,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1121,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1122,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1123,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1124,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1125,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1126,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1127,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1128,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1129,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1130,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1131,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1132,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1133,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1134,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1135,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1136,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1137,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1138,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1139,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1140,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1141,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1142,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1143,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1144,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1145,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1146,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1147,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1148,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1149,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1150,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1151,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1152,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1153,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1154,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1155,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1156,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1157,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1158,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1159,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1160,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1161,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1162,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1163,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1164,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1165,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1166,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1167,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1168,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1169,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1170,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1171,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1172,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1173,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1174,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1175,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1176,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1177,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1178,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1179,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1180,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1181,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1182,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1183,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1184,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1185,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1186,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1187,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1188,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1189,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1190,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1191,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1192,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1193,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1194,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1195,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1196,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1197,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1198,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1199,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1200,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1201,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1202,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1203,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1204,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1205,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1206,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1207,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1208,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1209,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1210,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1211,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1212,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1213,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1214,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1215,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1216,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1217,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1218,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1219,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1220,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1221,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1222,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1223,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1224,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1225,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1226,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1227,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1228,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1229,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1230,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1231,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1232,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1233,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1234,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1235,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1236,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1237,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1238,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1239,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1240,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1241,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1242,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1243,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1244,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1245,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1246,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1247,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1248,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1249,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1250,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1251,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1252,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1253,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1254,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1255,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1256,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1257,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1258,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1259,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1260,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1261,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1262,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1263,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1264,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1265,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1266,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1267,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1268,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1269,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1270,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1271,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1272,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1273,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1274,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1275,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1276,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1277,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1278,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1279,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1280,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1281,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1282,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1283,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1284,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1285,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1286,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1287,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1288,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1289,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1290,35
