,ST_YEAR,ST_MONTH,GEOID,Unnamed: 0_x,membership_type,geometry_x,index_right_x,area_x,Unnamed: 0_y,driver,geometry_y,index_right_y,area_y,observed,simulated
0,2021.0,7.0,484530004012,7.590909090909091,7.590909090909091,7.590909090909091,7.590909090909091,7.590909090909091,73,73,73,73,73,7.590909090909091,365
1,2021.0,7.0,484530006012,34.04545454545455,34.04545454545455,34.04545454545455,34.04545454545455,34.04545454545455,40,40,40,40,40,34.04545454545455,200
2,2021.0,7.0,484530006035,30.5,30.5,30.5,30.5,30.5,2,2,2,2,2,30.5,10
3,2021.0,7.0,484530006042,25.227272727272727,25.227272727272727,25.227272727272727,25.227272727272727,25.227272727272727,19,19,19,19,19,25.227272727272727,95
4,2021.0,7.0,484530006043,19.681818181818183,19.681818181818183,19.681818181818183,19.681818181818183,19.681818181818183,10,10,10,10,10,19.681818181818183,50
5,2021.0,7.0,484530007001,10.818181818181818,10.818181818181818,10.818181818181818,10.818181818181818,10.818181818181818,136,136,136,136,136,10.818181818181818,680
6,2021.0,7.0,484530008041,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2.0,15
7,2021.0,7.0,484530008042,2.4,2.4,2.4,2.4,2.4,10,10,10,10,10,2.4,50
8,2021.0,7.0,484530009012,3.4,3.4,3.4,3.4,3.4,8,8,8,8,8,3.4,40
9,2021.0,7.0,484530009022,7.2272727272727275,7.2272727272727275,7.2272727272727275,7.2272727272727275,7.2272727272727275,17,17,17,17,17,7.2272727272727275,85
10,2021.0,7.0,484530009023,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,31,31,31,31,31,2.857142857142857,155
11,2021.0,7.0,484530009024,20.227272727272727,20.227272727272727,20.227272727272727,20.227272727272727,20.227272727272727,23,23,23,23,23,20.227272727272727,115
12,2021.0,7.0,484530010005,8.454545454545455,8.454545454545455,8.454545454545455,8.454545454545455,8.454545454545455,15,15,15,15,15,8.454545454545455,75
13,2021.0,7.0,484530011001,107.04545454545455,107.04545454545455,107.04545454545455,107.04545454545455,107.04545454545455,445,445,445,445,445,107.04545454545455,2225
14,2021.0,7.0,484530011002,18.454545454545453,18.454545454545453,18.454545454545453,18.454545454545453,18.454545454545453,30,30,30,30,30,18.454545454545453,150
15,2021.0,7.0,484530012002,47.45454545454545,47.45454545454545,47.45454545454545,47.45454545454545,47.45454545454545,94,94,94,94,94,47.45454545454545,470
16,2021.0,7.0,484530013031,27.181818181818183,27.181818181818183,27.181818181818183,27.181818181818183,27.181818181818183,14,14,14,14,14,27.181818181818183,70
17,2021.0,7.0,484530013051,13.727272727272727,13.727272727272727,13.727272727272727,13.727272727272727,13.727272727272727,30,30,30,30,30,13.727272727272727,150
18,2021.0,7.0,484530013053,9.045454545454545,9.045454545454545,9.045454545454545,9.045454545454545,9.045454545454545,20,20,20,20,20,9.045454545454545,100
19,2021.0,7.0,484530014011,21.318181818181817,21.318181818181817,21.318181818181817,21.318181818181817,21.318181818181817,29,29,29,29,29,21.318181818181817,145
20,2021.0,7.0,484530016021,2.923076923076923,2.923076923076923,2.923076923076923,2.923076923076923,2.923076923076923,9,9,9,9,9,2.923076923076923,45
21,2021.0,7.0,484530016023,2.95,2.95,2.95,2.95,2.95,16,16,16,16,16,2.95,80
22,2021.0,7.0,484530019011,2.75,2.75,2.75,2.75,2.75,10,10,10,10,10,2.75,50
23,2021.0,7.0,484530019111,15.227272727272727,15.227272727272727,15.227272727272727,15.227272727272727,15.227272727272727,31,31,31,31,31,15.227272727272727,155
24,2021.0,7.0,484530021112,1.75,1.75,1.75,1.75,1.75,13,13,13,13,13,1.75,65
25,2021.0,7.0,484530023041,7.2272727272727275,7.2272727272727275,7.2272727272727275,7.2272727272727275,7.2272727272727275,7,7,7,7,7,7.2272727272727275,35
26,2021.0,7.0,484530023042,10.545454545454545,10.545454545454545,10.545454545454545,10.545454545454545,10.545454545454545,14,14,14,14,14,10.545454545454545,70
27,,,480219501001,,,,0.0,,7,7,7,7,7,0.0,35
28,,,480219501002,,,,0.0,,6,6,6,6,6,0.0,30
29,,,480219501003,,,,0.0,,4,4,4,4,4,0.0,20
30,,,480219501004,,,,0.0,,3,3,3,3,3,0.0,15
31,,,480219501005,,,,0.0,,4,4,4,4,4,0.0,20
32,,,480219502001,,,,0.0,,3,3,3,3,3,0.0,15
33,,,480219502002,,,,0.0,,4,4,4,4,4,0.0,20
34,,,480219502003,,,,0.0,,5,5,5,5,5,0.0,25
35,,,480219502004,,,,0.0,,3,3,3,3,3,0.0,15
36,,,480219503001,,,,0.0,,5,5,5,5,5,0.0,25
37,,,480219503002,,,,0.0,,13,13,13,13,13,0.0,65
38,,,480219503003,,,,0.0,,8,8,8,8,8,0.0,40
39,,,480219503005,,,,0.0,,8,8,8,8,8,0.0,40
40,,,480219504001,,,,0.0,,10,10,10,10,10,0.0,50
41,,,480219504002,,,,0.0,,13,13,13,13,13,0.0,65
42,,,480219504003,,,,0.0,,15,15,15,15,15,0.0,75
43,,,480219504004,,,,0.0,,7,7,7,7,7,0.0,35
44,,,480219504005,,,,0.0,,5,5,5,5,5,0.0,25
45,,,480219505011,,,,0.0,,11,11,11,11,11,0.0,55
46,,,480219505012,,,,0.0,,4,4,4,4,4,0.0,20
47,,,480219505013,,,,0.0,,2,2,2,2,2,0.0,10
48,,,480219505021,,,,0.0,,15,15,15,15,15,0.0,75
49,,,480219505022,,,,0.0,,5,5,5,5,5,0.0,25
50,,,480219505023,,,,0.0,,3,3,3,3,3,0.0,15
51,,,480219506001,,,,0.0,,3,3,3,3,3,0.0,15
52,,,480219506002,,,,0.0,,7,7,7,7,7,0.0,35
53,,,480219506003,,,,0.0,,11,11,11,11,11,0.0,55
54,,,480219507001,,,,0.0,,17,17,17,17,17,0.0,85
55,,,480219507002,,,,0.0,,1,1,1,1,1,0.0,5
