mode,duration
bike,6152988.0
bus,9183360.0
bus_empty,9007090.0
car,75834482.0
car_RideHail,1669489.0
car_RideHail_Pool,24517.0
car_RideHail_empty,671600.0
car_emer,3093889.0
car_hov2,10708409.0
car_hov2_emer,827525.0
car_hov3,7239078.0
car_hov3_emer,574141.0
rail,54600.0
rail_empty,14700.0
subway,393180.0
subway_empty,18480.0
tram,1780995.0
tram_empty,971380.0
walk,140309933.0
