mode,duration
bike,7116084.0
bus,13899776.0
bus_empty,14156062.0
cable_car,396503.0
cable_car_empty,434017.0
car,104224663.0
car_RideHail,2516082.0
car_RideHail_Pool,28061.0
car_RideHail_empty,843851.0
car_emer,4196996.0
car_hov2,14771441.0
car_hov2_emer,1158836.0
car_hov3,10435526.0
car_hov3_emer,864532.0
ferry,19200.0
ferry_empty,96900.0
rail,82080.0
rail_empty,15840.0
subway,844440.0
subway_empty,22740.0
tram,2772532.0
tram_empty,1682348.0
walk,254513351.0
