mode,0
bike,5.000001058584696
bus,6.260442552814287
bus_empty,6.876651976027669
car,19.326536663597302
car_RideHail,17.190367593367004
car_RideHail_Pool,15.721921110932735
car_RideHail_empty,14.984368797961412
car_emer,19.08723901920028
car_hov2,18.98044039827574
car_hov2_emer,19.096393763498433
car_hov3,18.78848346257308
car_hov3_emer,19.0620162770055
rail,14.060005978065817
rail_empty,13.913149842425039
subway,12.085071321001795
subway_empty,11.832611405840558
tram,5.0153067351324045
tram_empty,4.263121825415076
walk,1.3250192987376088
