mode,0
bike,5.0000321901370155
bus,5.908372336085475
bus_empty,6.03782854660553
cable_car,2.4389193745287985
cable_car_empty,2.6642191122610663
car,19.707690579810265
car_RideHail,18.396328583619773
car_RideHail_Pool,15.350233234102374
car_RideHail_empty,15.747735029799436
car_emer,19.60936632890295
car_hov2,19.560096763156537
car_hov2_emer,19.805084391691075
car_hov3,19.47273570565662
car_hov3_emer,19.89528422699363
ferry,9.479062609983082
ferry_empty,6.968744543948101
rail,15.35243245577765
rail_empty,13.687369952805502
subway,13.759836621803174
subway_empty,12.450281123412795
tram,4.954431600445736
tram_empty,3.9464566396689165
walk,1.3343827684967586
