mode,duration
bike,6989261.0
bus,13940241.0
bus_empty,14115597.0
cable_car,383553.0
cable_car_empty,446967.0
car,93333782.0
car_RideHail,2542091.0
car_RideHail_Pool,34643.0
car_RideHail_empty,903061.0
car_emer,3789225.0
car_hov2,13590721.0
car_hov2_emer,1133285.0
car_hov3,9907835.0
car_hov3_emer,859428.0
ferry,18000.0
ferry_empty,98100.0
rail,82440.0
rail_empty,15480.0
subway,844380.0
subway_empty,22800.0
tram,2788480.0
tram_empty,1666400.0
walk,254840372.0
