mode,length
bike,3585.0645554867665
bus,543.688445264517
bus_empty,503.44356258478234
cable_car,118.3817007778896
cable_car_empty,120.04636071708713
car,8456.68620649037
car_RideHail,8630.04449530108
car_RideHail_Pool,4198.421312500001
car_RideHail_empty,2275.7563472786355
car_emer,8482.280814771395
car_hov2,10155.496883379066
car_hov2_emer,11555.721571823204
car_hov3,10062.908937477148
car_hov3_emer,13065.458074487895
ferry,31012.879507193356
ferry_empty,11814.93609888627
rail,7422.100009913503
rail_empty,3348.002700788354
subway,2391.6937376611754
subway_empty,2549.2910717543014
tram,589.6616048755689
tram_empty,425.22804960869877
walk,1203.1515629020444
