,Unnamed: 0,1
1,mean,3.867690563201904
2,std,1.3964791297912598
3,min,0.0
4,25%,3.069999933242798
5,50%,3.742361068725586
6,75%,4.525340080261231
7,max,14.649999618530272
0,count,1400.0
1,mean,3.609503746032715
2,std,1.2220075130462646
3,min,0.0
4,25%,2.9102463722229004
5,50%,3.4666576385498047
6,75%,4.099640488624573
7,max,14.233333587646484
0,count,1408.0
1,mean,3.1815779209136963
2,std,1.0943771600723269
3,min,0.0
4,25%,2.5453456044197083
5,50%,3.034921169281006
6,75%,3.6133124828338623
7,max,13.016666412353516
