,Unnamed: 0,1
3,min,0.0
4,25%,2.667593836784363
5,50%,3.527782201766968
6,75%,4.321040153503418
7,max,13.0
0,count,1403.0
1,mean,3.378263473510742
2,std,1.3310967683792114
3,min,0.0
4,25%,2.5674445629119877
5,50%,3.2874984741210938
6,75%,4.0212249755859375
7,max,12.416666984558104
0,count,1357.0
1,mean,3.840157270431519
2,std,1.5933887958526611
3,min,0.0
4,25%,2.762702465057373
5,50%,3.637458324432373
6,75%,4.671905994415283
7,max,11.300000190734863
0,count,1375.0
1,mean,3.9796910285949703
2,std,1.43174409866333
3,min,0.0
4,25%,3.1139962673187256
5,50%,3.8338623046875
6,75%,4.6801416873931885
7,max,11.75
0,count,1367.0
1,mean,4.2042412757873535
2,std,1.5048224925994873
3,min,0.0
4,25%,3.2793710231781006
5,50%,4.050000190734863
6,75%,4.967398405075073
7,max,13.283333778381348
0,count,1393.0
1,mean,4.023672580718994
2,std,1.2315562963485718
3,min,0.0
4,25%,3.2899961471557617
5,50%,3.886112689971924
