lever_position_fleetsize,lever_position_price,incRank,PotInex,PotInex_atBaseline_avg,DoorToDoorTime,duration_avg,waitTime_avg,IDMerged_avg,tripIndex_avg,income,incomeRank1to21_avg,incomePercentRank0to20_avg,incomePercentRank0to20b_avg,mode_RHplanned_avg,mode_RHplannedAtBaseline_avg,mode_switchedFromBaseline_avg,PotInex_RelativeToBaseline_avg,nRH_planned,nRH_plannedAtBaseline,nSwitched_RH,Pot_BetterWorse,NpersonTripObs,incomeCum,incomePctOfTotal,incomeCumPctOfTotal,incPercentRank,incomeAverage,incomeAverageCum,incomeAveragePct,incomeAveragePctCum,DoorToDoorTimeCum,DoorToDoorTimePctOfTotalTime,DoorToDoorTimeCumPctOfTotal,DoorToDoorTimeAverage,DoorToDoorTimeAverageCum,DoorToDoorTimeAveragePctOfTotalTime,DoorToDoorTimeAveragePctOfTotalTimeCum,PotInexCum,PotInexPctOfTotal,PotInexCumPctOfTotal,lever_position_fleetsizeXprice,lever_position_price_Char
0.125,1,15,-5.983689615435268,-5.618472173979609,1496.5349492147527,5.661798161413361,78.80029261774482,3591717.565860134,1178083591.0437913,151.8022887274511,16,0.75,0.7142876128219543,0.036408074896611214,0.05166479199614354,0.02188713073924038,-0.36521744145565943,4305,6109,2588,-0.36521744145565943,118243,1196.2420535967888,0.0595690960198421,0.46942018036118127,0.75,121.34950668355083,1941.5921069368133,0.04761904761904762,0.761904761904762,22331.785151411503,0.050222931187633296,0.7494430447781049,1418.9448390414536,22703.117424663258,0.047619047619047616,0.7619047619047619,-104.40097048562714,0.8305035940911383,14.490287228678227,0.125; 1,1
0.125,1,16,-6.192090707717832,-5.868394332057146,1514.9393706181338,5.661239988836549,76.30920223607318,3728314.8803480985,1222887510.2510931,168.91687527380057,17,0.8,0.7619064111382634,0.0309870351733295,0.04543186488840777,0.02011112708574715,-0.3236963756606864,3664,5372,2378,-0.3236963756606864,118243,1365.1589288705893,0.06628507150259534,0.5357052518637766,0.8,121.34950668355083,2062.941613620364,0.04761904761904762,0.8095238095238096,23846.72452202964,0.05084057395646754,0.8002836187345725,1418.9448390414536,24122.062263704713,0.047619047619047616,0.8095238095238095,-110.59306119334498,0.8594285329293301,15.349715761607557,0.125; 1,1
0.125,1,17,-6.070315056952306,-5.695045419346554,1497.1516791691686,5.739916950686299,74.56229121385621,3668297.431518145,1203201787.9084768,191.4090974349433,18,0.85,0.8095252094545724,0.031562122070651115,0.044975178234652365,0.019671354752501206,-0.3752696376057509,3732,5318,2326,-0.3752696376057509,118243,1556.5680263055326,0.07511129772651157,0.6108165495902882,0.85,121.34950668355083,2184.291120303915,0.04761904761904762,0.8571428571428572,25343.876201198807,0.05024362832275749,0.85052724705733,1418.9448390414536,25541.007102746167,0.047619047619047616,0.8571428571428572,-116.66337625029729,0.8425267345184178,16.192242496125978,0.125; 1,1
0.125,1,18,-6.1509633995628,-5.831157517809337,1503.7640959718547,5.857792850316721,76.80434359750683,3732321.1991153816,1224201584.5899718,223.90057653307173,19,0.9,0.8571440077708814,0.03243320957688827,0.047072553977825324,0.02023798448956809,-0.3198058817534627,3835,5566,2393,-0.3198058817534627,118243,1780.4686028386043,0.08786135607179857,0.6986779056620868,0.9,121.34950668355083,2305.6406269874656,0.04761904761904762,0.9047619047619049,26847.640297170663,0.05046553757669072,0.9009927846340208,1418.9448390414536,26959.951941787618,0.047619047619047616,0.9047619047619047,-122.81433964986009,0.853720286106176,17.045962782232152,0.125; 1,1
0.125,1,19,-6.0735229179125065,-5.712323332446139,1495.5392877379634,5.734411339360469,77.47251845775226,3674652.212722953,1205286157.6569433,290.29177116615784,20,0.95,0.9047628060871904,0.0328983533908984,0.04779141259947735,0.021168272117588358,-0.3611995854663675,3890,5651,2503,-0.3611995854663675,118243,2070.760374004762,0.11391408216126468,0.8125919878233514,0.95,121.34950668355083,2426.9901336710163,0.04761904761904762,0.9523809523809524,28343.179584908627,0.05018951730855135,0.9511823019425721,1418.9448390414536,28378.896780829073,0.047619047619047616,0.9523809523809523,-128.8878625677726,0.8429719681832654,17.88893475041542,0.125; 1,1
0.125,1,20,-6.3240683850257025,-5.898951947549915,1454.6620349619004,5.497204908535812,73.63814348418089,3703679.972159029,1214807256.9631186,477.57926634980504,21,1,0.9523816044034995,0.03166360799370787,0.04626066659337128,0.02031409893186066,-0.42511643747578726,3744,5470,2402,-0.42511643747578726,118243,2548.339640354567,0.1874080121766486,1,1,121.34950668355083,2548.3396403545676,0.04761904761904762,1,29797.841619870524,0.048817698057428,1,1418.9448390414536,29797.841619870527,0.047619047619047616,1,-135.2119309527983,0.8777463171708868,18.766681067586305,0.125; 1,1
0.125,1.5,0,-7.3408734631591,-6.896633352779026,1171.1862164415827,4.127485450497305,91.54807568320338,3690870.4545634277,1210605728.0974317,7.66258898621988,1,0,0,0.02447411177112794,0.046197357449259416,0.027809536908886157,-0.4442401103800729,2847,5374,3235,-0.4442401103800729,116327,7.66258898621988,0.003003187763958914,0.003003187763958914,0,121.49929291766594,121.49929291766594,0.047619047619047616,0.047619047619047616,1171.1862164415827,0.039872086921249675,0.039872086921249675,1398.7422409480432,1398.7422409480432,0.04761904761904762,0.04761904761904762,-7.3408734631591,1,1,0.125; 1.5,1.5
0.125,1.5,1,-7.811137798764071,-7.517634573920803,1239.285651654388,4.735306506657955,89.7637435848943,3659200.0085190875,1200217831.2461934,19.30494604863875,2,0.05,0.04761935951067012,0.02214447204862156,0.04414280433605268,0.02839409595364791,-0.2935032248432682,2576,5135,3303,-0.2935032248432682,116327,26.96753503485863,0.007566160453264749,0.010569348217223664,0.05,121.49929291766594,242.99858583533188,0.047619047619047616,0.09523809523809523,2410.4718680959704,0.0421904770815632,0.08206256400281287,1398.7422409480432,2797.4844818960864,0.04761904761904762,0.09523809523809525,-15.152011261923171,1.064061087275927,2.064061087275927,0.125; 1.5,1.5
0.125,1.5,2,-7.733316429293633,-7.3239897464368715,1286.261005613486,5.027594625495371,90.23161432857377,3701139.5561391613,1213974006.9695423,27.904478289649006,3,0.1,0.09523871902134023,0.02228201535327138,0.04365280631323768,0.028849708150300444,-0.40932668285676094,2592,5078,3356,-0.40932668285676094,116327,54.872013324507634,0.010936563074156556,0.021505911291380218,0.1,121.49929291766594,364.49787875299785,0.047619047619047616,0.14285714285714285,3696.7328737094567,0.043789714990889336,0.12585227899370222,1398.7422409480432,4196.22672284413,0.04761904761904762,0.14285714285714285,-22.885327691216805,1.0534599823991038,3.117521069675031,0.125; 1.5,1.5
0.125,1.5,3,-6.656501775657132,-6.390857707219254,1310.0175883500822,5.049214713695015,78.30861278980804,3600775.452577646,1181054579.1479368,36.02728805866222,4,0.15,0.14285807853201035,0.026649015275903274,0.04870752275911869,0.02907321602035641,-0.2656440684378783,3100,5666,3382,-0.2656440684378783,116327,90.89930138316986,0.014120124524618832,0.03562603581599905,0.15,121.49929291766594,485.99717167066376,0.047619047619047616,0.19047619047619047,5006.750462059539,0.04459848862443104,0.17045076761813327,1398.7422409480432,5594.968963792173,0.04761904761904762,0.1904761904761905,-29.541829466873935,0.9067724445957889,4.02429351427082,0.125; 1.5,1.5
0.125,1.5,4,-6.767264924856403,-6.448463537217939,1334.0143646788795,5.282213071771816,82.59134164897229,3773919.404471878,1237845797.8120384,43.93695645894762,5,0.2,0.19047743804268047,0.023923938552528647,0.04594806020958161,0.02972654671744307,-0.3188013876384639,2783,5345,3458,-0.3188013876384639,116327,134.83625784211748,0.017220149777105728,0.05284618559310478,0.2,121.49929291766594,607.4964645883297,0.047619047619047616,0.23809523809523808,6340.764826738418,0.04541543945443538,0.21586620707256862,1398.7422409480432,6993.711204740216,0.04761904761904762,0.2380952380952381,-36.30909439173034,0.9218609963539887,4.946154510624808,0.125; 1.5,1.5
0.125,1.5,5,-6.610256718508467,-6.402160526785619,1321.904209684768,5.317939945154607,78.53959957705433,3746497.2610829803,1228851334.8606772,51.74699360423634,6,0.25,0.2380967975533506,0.023829377530581893,0.04541507990406354,0.027809536908886157,-0.20809619172284785,2772,5283,3235,-0.20809619172284785,116327,186.5832514463538,0.020281126691432765,0.07312731228453755,0.25,121.49929291766594,728.9957575059957,0.047619047619047616,0.2857142857142857,7662.669036423186,0.04500315902816629,0.2608693661007349,1398.7422409480432,8392.45344568826,0.04761904761904762,0.2857142857142857,-42.91935111023881,0.9004727777535867,5.846627288378396,0.125; 1.5,1.5
0.125,1.5,6,-6.545875689279157,-6.302610309164379,1344.7434107594174,5.398621116517374,75.87208362704813,3693153.354185652,1211354532.1993015,59.62781467599677,7,0.3,0.2857161570640207,0.02497292092911301,0.04676512559530973,0.028411533105238727,-0.24326538011477775,2905,5440,3305,-0.24326538011477775,116326,246.2110661223506,0.02336984585087397,0.09649715813541151,0.3,121.49929291766594,850.4950504236616,0.047619047619047616,0.3333333333333333,9007.4124471826035,0.045780701145445586,0.3066500672461805,1398.7422409480432,9791.195686636303,0.04761904761904762,0.33333333333333337,-49.465226799517964,0.8917025640246058,6.738329852403001,0.125; 1.5,1.5
0.125,1.5,7,-6.169847205375486,-5.97023603540056,1402.8999019995529,5.452100132386569,77.19169403228857,3694161.876407681,1211685324.1719308,67.68277361896739,8,0.35,0.33333510721693627,0.025342571738046524,0.04755600639581865,0.028024689235424585,-0.1996111699749268,2948,5532,3260,-0.1996111699749268,116326,313.89383974131795,0.026526814622163178,0.12302397275757468,0.35,121.49929291766594,971.9943433413275,0.047619047619047616,0.38095238095238093,10410.312349182157,0.04776059182483461,0.3544106590710151,1398.7422409480432,11189.937927584346,0.04761904761904762,0.380952380952381,-55.63507400489345,0.8404786210168961,7.578808473419897,0.125; 1.5,1.5
0.125,1.5,8,-6.581758856394179,-6.2568360168056065,1420.992056805873,5.5550779705310935,77.25560063958187,3588662.1197410715,1177081405.0111492,75.83166998779292,9,0.4,0.3809540573698519,0.025376957859807783,0.046283719890652136,0.027474511287244468,-0.3249228395885733,2952,5384,3196,-0.3249228395885733,116326,389.7255097291109,0.029720600157135343,0.15274457291471005,0.4,121.49929291766594,1093.4936362589935,0.047619047619047616,0.42857142857142855,11831.30440598803,0.048376524593597925,0.4027871836646131,1398.7422409480432,12588.680168532388,0.04761904761904762,0.42857142857142855,-62.21683286128763,0.8965906972004609,8.475399170620358,0.125; 1.5,1.5
