lever_position_wav,in_wheelchair,mode_choice_planned_BEAM,mode_choice_actual_BEAM,IDMerged,IDMerged,IDMerged,IDMerged,IDMerged,IDMerged,IDMerged,IDMerged,tripIndex,tripIndex,tripIndex,tripIndex,tripIndex,tripIndex,tripIndex,tripIndex,actStartTime,actStartTime,actStartTime,actStartTime,actStartTime,actStartTime,actStartTime,actStartTime,actEndTime,actEndTime,actEndTime,actEndTime,actEndTime,actEndTime,actEndTime,actEndTime,duration_travelling,duration_travelling,duration_travelling,duration_travelling,duration_travelling,duration_travelling,duration_travelling,duration_travelling,cost_BEAM,cost_BEAM,cost_BEAM,cost_BEAM,cost_BEAM,cost_BEAM,cost_BEAM,cost_BEAM,duration_walking,duration_walking,duration_walking,duration_walking,duration_walking,duration_walking,duration_walking,duration_walking,distance_travelling,distance_travelling,distance_travelling,distance_travelling,distance_travelling,distance_travelling,distance_travelling,distance_travelling,replanning_status,replanning_status,replanning_status,replanning_status,replanning_status,replanning_status,replanning_status,replanning_status,fuel_marginal,fuel_marginal,fuel_marginal,fuel_marginal,fuel_marginal,fuel_marginal,fuel_marginal,fuel_marginal,BlockGroupStart,BlockGroupStart,BlockGroupStart,BlockGroupStart,BlockGroupStart,BlockGroupStart,BlockGroupStart,BlockGroupStart,startX,startX,startX,startX,startX,startX,startX,startX,startY,startY,startY,startY,startY,startY,startY,startY,bgid_start,bgid_start,bgid_start,bgid_start,bgid_start,bgid_start,bgid_start,bgid_start,tractid_start,tractid_start,tractid_start,tractid_start,tractid_start,tractid_start,tractid_start,tractid_start,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,BlockGroupEnd,endX,endX,endX,endX,endX,endX,endX,endX,endY,endY,endY,endY,endY,endY,endY,endY,bgid_end,bgid_end,bgid_end,bgid_end,bgid_end,bgid_end,bgid_end,bgid_end,tractid_end,tractid_end,tractid_end,tractid_end,tractid_end,tractid_end,tractid_end,tractid_end,emission_marginal,emission_marginal,emission_marginal,emission_marginal,emission_marginal,emission_marginal,emission_marginal,emission_marginal,duration_door_to_door,duration_door_to_door,duration_door_to_door,duration_door_to_door,duration_door_to_door,duration_door_to_door,duration_door_to_door,duration_door_to_door,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_no_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,waitTime_replanning,trip_id,trip_id,trip_id,trip_id,trip_id,trip_id,trip_id,trip_id,destination_logsum_x,destination_logsum_x,destination_logsum_x,destination_logsum_x,destination_logsum_x,destination_logsum_x,destination_logsum_x,destination_logsum_x,depart,depart,depart,depart,depart,depart,depart,depart,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,logsum_trip_Potential_INEXUS,destination_y,destination_y,destination_y,destination_y,destination_y,destination_y,destination_y,destination_y,origin_y,origin_y,origin_y,origin_y,origin_y,origin_y,origin_y,origin_y,start,start,start,start,start,start,start,start,end,end,end,end,end,end,end,end,duration,duration,duration,duration,duration,duration,duration,duration,age,age,age,age,age,age,age,age,DIS,DIS,DIS,DIS,DIS,DIS,DIS,DIS,value_of_time,value_of_time,value_of_time,value_of_time,value_of_time,value_of_time,value_of_time,value_of_time,lcm_county_id,lcm_county_id,lcm_county_id,lcm_county_id,lcm_county_id,lcm_county_id,lcm_county_id,lcm_county_id,block_id,block_id,block_id,block_id,block_id,block_id,block_id,block_id,income,income,income,income,income,income,income,income,hhsize,hhsize,hhsize,hhsize,hhsize,hhsize,hhsize,hhsize,hh_value_of_time,hh_value_of_time,hh_value_of_time,hh_value_of_time,hh_value_of_time,hh_value_of_time,hh_value_of_time,hh_value_of_time,auto_ownership,auto_ownership,auto_ownership,auto_ownership,auto_ownership,auto_ownership,auto_ownership,auto_ownership,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEFREE,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,DRIVEALONEPAY,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2FREE,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED2PAY,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3FREE,SHARED3PAY,SHARED3PAY,SHARED3PAY,SHARED3PAY,SHARED3PAY,SHARED3PAY,SHARED3PAY,SHARED3PAY,WALK,WALK,WALK,WALK,WALK,WALK,WALK,WALK,BIKE,BIKE,BIKE,BIKE,BIKE,BIKE,BIKE,BIKE,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LOC,WALK_LRF,WALK_LRF,WALK_LRF,WALK_LRF,WALK_LRF,WALK_LRF,WALK_LRF,WALK_LRF,WALK_EXP,WALK_EXP,WALK_EXP,WALK_EXP,WALK_EXP,WALK_EXP,WALK_EXP,WALK_EXP,WALK_HVY,WALK_HVY,WALK_HVY,WALK_HVY,WALK_HVY,WALK_HVY,WALK_HVY,WALK_HVY,WALK_COM,WALK_COM,WALK_COM,WALK_COM,WALK_COM,WALK_COM,WALK_COM,WALK_COM,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LOC,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_LRF,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_EXP,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_HVY,DRIVE_COM,DRIVE_COM,DRIVE_COM,DRIVE_COM,DRIVE_COM,DRIVE_COM,DRIVE_COM,DRIVE_COM,TAXI,TAXI,TAXI,TAXI,TAXI,TAXI,TAXI,TAXI,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SINGLE,TNC_SHARED,TNC_SHARED,TNC_SHARED,TNC_SHARED,TNC_SHARED,TNC_SHARED,TNC_SHARED,TNC_SHARED,year,year,year,year,year,year,year,year,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,door_to_door_time_relative_to_baseline,socialCarbonCost,socialCarbonCost,socialCarbonCost,socialCarbonCost,socialCarbonCost,socialCarbonCost,socialCarbonCost,socialCarbonCost
,,,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
0.01,False,bike,bike,162075.0,3711291.318951103,2133509.711771697,122.0,1865759.0,3707386.0,5563088.0,7399614.0,162075.0,1217303794.337091,699791185.7246801,40241.0,611969219.0,1216022925.0,1824692897.5,2427073645.0,162075.0,51334.84170291531,17188.068539901902,18049.0,35014.0,52549.0,65334.0,147022.0,162075.0,50337.97038408145,17132.66907240539,18000.0,33994.0,51526.0,64313.0,145860.0,162075.0,996.8713188338733,874.4201642121277,0.0,519.0,810.0,1215.0,32378.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,189.7516026530927,568.3243647793737,0.0,0.0,12.0,157.0,24915.0,162075.0,4282.447366668957,3187.1630922115705,0.001,2312.1625000000004,3658.7780000000007,5426.852000000001,71696.931598975,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,55706.08551071942,52299.57108883722,0.0106,28280.9643,44176.76139999999,66830.297,1231686.1966,162075.0,60578513111.75811,357844886.1927569,60014001001.0,60133383012.0,60750209004.0,60855042021.0,60971543043.0,162075.0,-122.21658716576226,0.25172883644010413,-123.1107266,-122.4183019,-122.2563228,-122.007423,-121.47925859999872,162075.0,37.746995895504,0.30940800737423696,36.9332662,37.533117499999946,37.772695505,37.8756309366,38.825876,162075.0,60578513111.75811,357844886.1927569,60014001001.0,60133383012.0,60750209004.0,60855042021.0,60971543043.0,162075.0,6057851310.973518,35784488.61738439,6001400100.0,6013338301.0,6075020900.0,6085504202.0,6097154304.0,162075.0,60578636786.04419,357849442.6987718,60014001001.0,60133383012.0,60750210004.0,60855043072.0,60971543042.0,162075.0,-122.21649169298487,0.25212058549333527,-123.1729532,-122.4182869,-122.2556304,-122.007423,-121.3881092,162075.0,37.74691049844063,0.3095354195165304,36.9332662,37.5328785,37.7724921,37.8762471,38.822031,162075.0,60578636786.04419,357849442.6987718,60014001001.0,60133383012.0,60750210004.0,60855043072.0,60971543042.0,162075.0,6057863678.403264,35784944.26774259,6001400100.0,6013338301.0,6075021000.0,6085504307.0,6097154304.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,996.8713188338733,874.4201642121277,0.0,519.0,810.0,1215.0,32378.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,1217303794.337091,699791185.7246801,40241.0,611969219.0,1216022925.0,1824692897.5,2427073645.0,17627.0,8.023522379088394,2.9217603695173366,-23.61354229090901,6.2434358473853555,7.702472415777655,9.410551124177807,25.32477772120396,162075.0,13.43057226592627,4.7208209288867655,5.0,9.0,14.0,17.0,23.0,162075.0,-1.3620005838500764,1.0162876851670022,-43.43342533462941,-1.7480612041256232,-1.2937882363173503,-0.9100675444494566,2.823169476930528,162075.0,643.3916088230758,461.4398724968686,1.0,182.0,606.0,1053.0,1453.0,162075.0,648.1556686719111,456.34614355227717,1.0,184.0,621.0,1056.0,1453.0,162075.0,10.185815209008176,3.86800331454189,5.0,7.0,9.0,12.0,23.0,162075.0,16.40154866574117,3.3992852652001977,5.0,14.0,17.0,19.0,23.0,162075.0,6.215733456732994,4.230861968478474,0.0,2.0,7.0,10.0,18.0,162075.0,38.192386240937836,20.956712676160574,0.0,23.0,37.0,54.0,94.0,162075.0,1.9246768471386704,0.2639128743428534,1.0,2.0,2.0,2.0,2.0,162075.0,7.1937095828893245,7.862069452616551,0.667,2.30918119772136,4.534807822551625,8.900066700982395,50.0,162075.0,6057.563529230295,35.79289078015552,6001.0,6013.0,6075.0,6085.0,6097.0,162075.0,60578728169714.055,357556911406.3781,60014001001015.0,60133390022008.0,60750227021009.0,60855042013002.0,60971543041168.0,162075.0,109567.50564861947,106880.55343575784,-7500.0,40000.0,80000.0,142760.0,1269000.0,162075.0,3.2462008329477094,1.8801091250810718,1.0,2.0,3.0,4.0,20.0,162075.0,7.681771496179635,8.247590428049225,1.0,2.53750613663396,4.899897653666199,9.520531361275596,50.0,162075.0,1.9380657103192966,0.9435042012095773,0.0,1.0,2.0,2.0,4.0,162075.0,-1242.4088478321648,450.9137374716235,-3015.449976335687,-1998.0652857577518,-999.6323054726572,-999.2929810166934,-0.0690571053526882,162075.0,-1242.4125341754147,450.9142730609589,-3015.460586881725,-1998.065610967954,-999.636566913868,-999.2946260373631,-0.0692084996100168,162075.0,-966.4240514762115,195.7553399101694,-2019.7628432510592,-999.9776231767557,-999.4481110647552,-999.2488710315863,2.2736374289739523,162075.0,-966.4261579580404,195.7551919547586,-2019.7701957793656,-999.9799084993541,-999.4498074068786,-999.2497175177963,2.273627405602989,162075.0,-972.3675866057688,162.7970517812479,-1037.4240725679022,-999.9370828816158,-999.433733360278,-999.2473941425483,2.4071103736843686,162075.0,-972.3690611430783,162.79691525107097,-1037.4363450891412,-999.9386665377185,-999.4349676849556,-999.2479289139687,2.407109264571236,162075.0,-11.042004973409076,24.22313718357938,-1154.408058098934,-13.869819976600533,-8.799944453065962,-5.470779288148732,1.3794462879007257,162075.0,-57.933507322941445,241.79561915522416,-2068.307379335068,-1.8673056065619562,-1.3550399092307208,-0.9798374477427082,0.7870279631208292,162075.0,-1024.4527750760365,250.0845052420456,-1999.8107869029864,-1000.8388351520778,-1000.4743581693274,-1000.1568396489328,0.0135299131166937,162075.0,-1976.1384570049452,161.7269106049754,-2006.7253640263675,-1998.7743137164773,-1998.6210964640795,-1998.3715487328773,0.6707958392458926,162075.0,-1977.9847598475978,141.69438117345518,-1999.0525516648088,-1998.6323440464976,-1998.5676392825524,-1998.354854398233,-997.8668539139366,162075.0,-1976.756535372144,155.82809299117778,-2008.6408443323285,-1998.7680637079795,-1998.614152519656,-1998.3673546753728,0.3185516921534467,162075.0,-1977.752405076694,144.56119995942248,-2006.742832863704,-1998.629256151567,-1998.5624231703327,-1998.3499033810813,-0.5550911774223728,162075.0,-1853.4491148479055,602.7535775742627,-3997.62655626021,-1998.4194576722573,-1998.321112519656,-1001.5412579780048,-0.7508578298070151,162075.0,-2169.1494352573195,376.4171946664914,-3996.432092588949,-1998.4259196138528,-1998.3383456297847,-1998.3070493333296,-997.9636707050694,162075.0,-2169.1597393444863,376.3633627198365,-3996.432092588949,-1998.4223368426567,-1998.336008472512,-1998.3034208384647,-998.5689084453088,162075.0,-2169.2356455094036,376.4603650154927,-3996.432092588949,-1998.4259276999785,-1998.338227819408,-1998.306494793004,-1.014198896603831,162075.0,-2169.1707350141037,376.3642073059765,-3996.432092588949,-1998.42256312164,-1998.3362351332644,-1998.3034890303247,-998.4990707050694,162075.0,-12.046958253635214,5.067363797836916,-178.91467596267847,-13.346719895002442,-10.483564446452757,-9.0708648494673,-0.4575346376728115,162075.0,-12.980690611440714,5.890027277211502,-184.5018084758556,-14.721072103710362,-11.149777031565936,-9.361362090380158,0.7156636660144016,162075.0,-12.176182376687054,3.5179419552177422,-78.48259187258985,-13.374561474928221,-11.224211077018522,-10.065809412406647,-0.5884577717614174,162075.0,2018.0,0.0,2018.0,2018.0,2018.0,2018.0,2018.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,False,bike_transit,bike,3.0,880248.0,314459.4470659134,518808.0,774841.5,1030875.0,1060968.0,1091061.0,3.0,288721615.6666667,103142696.72573858,170169293.0,254148305.0,338127317.0,347997777.0,357868237.0,3.0,69862.33333333333,16802.990844886313,51497.0,62561.0,73625.0,79045.0,84465.0,3.0,64792.333333333336,15752.228551329914,46713.0,59408.5,72104.0,73832.0,75560.0,3.0,4365.0,2881.7126851926096,1521.0,2906.0,4291.0,5787.0,7283.0,3.0,1.4166666666666667,2.4537386440559095,0.0,0.0,0.0,2.125,4.25,3.0,2112.0,1345.51737261174,653.0,1516.0,2379.0,2841.5,3304.0,3.0,22514.330931219334,26588.749707300532,5187.518000000001,7207.681499999999,9227.844999999998,31177.737396829005,53127.62979365801,3.0,1.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.5,2.0,3.0,234172.1719333333,126661.01922359396,90997.2052,185448.7119,279900.2186,305759.6553,331619.092,3.0,60561739091.666664,474728361.59486204,60014034001.0,60415048502.0,60816063003.0,60835591637.0,60855120271.0,3.0,-122.15365816666667,0.24549901813389535,-122.3241667,-122.29434765,-122.2645286,-122.06840389999999,-121.8722792,3.0,37.5409639,0.2793048106916703,37.2507284,37.407508199999995,37.564288,37.68608165,37.8078753,3.0,60561739091.666664,474728361.59486204,60014034001.0,60415048502.0,60816063003.0,60835591637.0,60855120271.0,3.0,6056173909.0,47472836.1059137,6001403400.0,6041504850.0,6081606300.0,6083559163.5,6085512027.0,3.0,60601516715.333336,405815435.50889796,60133462041.0,60474759022.0,60816056003.0,60835544052.5,60855032102.0,3.0,-122.05096716666667,0.2837969457274776,-122.3701226,-122.16294905000001,-121.9557755,-121.89138944999999,-121.8270034,3.0,37.54914336666667,0.26229720081892377,37.2868342,37.418000750000004,37.5491673,37.680297949999996,37.8114286,3.0,60601516715.333336,405815435.50889796,60133462041.0,60474759022.0,60816056003.0,60835544052.5,60855032102.0,3.0,6060151671.333333,40581543.46678826,6013346204.0,6047475902.0,6081605600.0,6083554405.0,6085503210.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5070.0,3700.298771721008,1521.0,3152.5,4784.0,6844.5,8905.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,705.0,831.5220983233097,0.0,246.5,493.0,1057.5,1622.0,3.0,288721615.6666667,103142696.72573858,170169293.0,254148305.0,338127317.0,347997777.0,357868237.0,0.0,,,,,,,,3.0,17.333333333333332,4.618802153517007,12.0,16.0,20.0,20.0,20.0,3.0,-1.4839610867796311,1.6433285052496005,-3.3792833340085964,-1.9976155124598518,-0.615947690911107,-0.5362999631651482,-0.4566522354191894,3.0,635.0,358.84815730333634,257.0,467.0,677.0,824.0,971.0,3.0,662.6666666666666,464.63569958983277,252.0,410.5,569.0,868.0,1167.0,3.0,9.333333333333334,2.0816659994661326,7.0,8.5,10.0,10.5,11.0,3.0,17.333333333333332,4.618802153517007,12.0,16.0,20.0,20.0,20.0,3.0,8.0,6.244997998398398,1.0,5.5,10.0,11.5,13.0,3.0,36.0,17.776388834631177,16.0,29.0,42.0,46.0,50.0,3.0,1.6666666666666667,0.5773502691896257,1.0,1.5,2.0,2.0,2.0,3.0,11.924077252798929,8.537751176749149,6.259924689207649,7.014071919784343,7.768219150361038,14.756153534594567,21.744087918828097,3.0,6059.666666666667,40.463975747982715,6013.0,6047.0,6081.0,6083.0,6085.0,3.0,60601513106006.336,405821742081.3542,60133451143002.0,60474753573007.0,60816056003012.0,60835544087508.5,60855032172005.0,3.0,281753.3333333333,301952.23220458784,53200.0,110600.0,168000.0,396030.0,624060.0,3.0,4.666666666666667,0.5773502691896258,4.0,4.5,5.0,5.0,5.0,3.0,13.216839360280298,7.860616332005849,6.259924689207649,8.953215081006402,11.646505472805153,16.695296695816623,21.744087918828097,3.0,2.0,1.0,1.0,1.5,2.0,2.5,3.0,3.0,-667.0199956558189,577.0979916356767,-1000.7650305723212,-1000.2075209990343,-999.6500114257474,-500.14747819756775,-0.6449449693880988,3.0,-667.0224231258798,577.098496661501,-1000.767889451654,-1000.2102399679816,-999.652590484309,-500.14968996299257,-0.6467894416760487,3.0,-346.6315417591693,565.7214812231608,-999.6388823346266,-517.4142165516664,-35.189550768706134,-20.127871471440656,-5.066192174175173,3.0,-346.6329288849184,565.7211906878161,-999.6399363187912,-517.4154804176235,-35.19102451645566,-20.129425167981964,-5.067825819508265,3.0,-344.95763353384274,567.1003509324465,-999.636457280722,-514.7415918933058,-29.846726505889663,-17.6182216604032,-5.389716814916742,3.0,-344.95860452186713,567.1001478162868,-999.6371950696372,-514.7424765994757,-29.84775812931433,-17.619309247982116,-5.390860366649907,3.0,-47.64646309238782,57.677273106267606,-113.81611680171554,-67.46189229136365,-21.10766778101176,-14.561636237723956,-8.015604694436153,3.0,-1016.4481968741705,26.979290335842393,-1047.59195031612,-1024.562796605214,-1001.5336428943084,-1000.876320153196,-1000.2189974120836,3.0,-335.3820508984384,577.0796653558149,-1001.7337771398994,-502.75625029614923,-3.778723452398972,-2.206187777707952,-0.6336521030169322,3.0,-1332.502097044617,577.7942513261785,-1999.681375172653,-1499.4141695015885,-999.1469638305242,-998.9124579805989,-998.6779521306736,3.0,-1332.2952936602298,576.8372389022969,-1998.3690650194912,-1499.1667644250078,-999.9644638305242,-999.2584079805989,-998.5523521306736,3.0,-1332.4656336452072,576.6898955385241,-1998.3690650194912,-1499.360024402474,-1000.3509837854566,-999.5139179580651,-998.6768521306736,3.0,-1332.3526065672947,576.7871885130974,-1998.3690650194912,-1498.92497793568,-999.480890851869,-999.3443773411966,-999.2078638305242,3.0,-1666.3794506417635,574.9573789938318,-1998.415937019492,-1998.3312445750826,-1998.2465521306733,-1500.3612074528992,-1002.4758627751248,3.0,-1998.3261709935632,0.08514713047625645,-1998.415937019492,-1998.365980425008,-1998.316023830524,-1998.2812879805988,-1998.2465521306733,3.0,-1998.3261709935632,0.08514713047625645,-1998.415937019492,-1998.365980425008,-1998.316023830524,-1998.2812879805988,-1998.2465521306733,3.0,-1998.8888079781789,0.969434709279672,-2000.0039347843708,-1999.2099359019314,-1998.415937019492,-1998.3312445750826,-1998.2465521306733,3.0,-1998.3261709935632,0.08514713047625645,-1998.415937019492,-1998.365980425008,-1998.316023830524,-1998.2812879805988,-1998.2465521306733,3.0,-6.426081817861712,2.2249382781073956,-8.994312891868919,-7.097687023923085,-5.201061155977252,-5.141966280858109,-5.082871405738967,3.0,-5.996369334098137,1.4507557310386847,-7.667038299225029,-6.467283870764149,-5.267529442303268,-5.161034851534691,-5.054540260766113,3.0,-6.061677248592184,1.8023244963745677,-8.138574427580949,-6.638449721336645,-5.138325015092342,-5.023228659097802,-4.908132303103261,3.0,2018.0,0.0,2018.0,2018.0,2018.0,2018.0,2018.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
