last_link,Charging Opportunity,endX,endY,Probability,Entropy
60573,119468358.772,-122.159072,38.060575,0.0020726788379862057,0.012806903012209759
60852,546449287.6500002,-121.9222918,37.3479176,0.009480450607899746,0.044164901296808654
61233,570642159.384,-121.9168023,37.2636584,0.009900177251745867,0.04569132396879419
63089,319893654.83900005,-121.9162458,37.2782247,0.005549894680115552,0.028826021591189133
63312,3407713710.4520006,-122.193858,38.115875,0.05912106072411119,0.16720429564992711
63653,1363181057.2079997,-122.0377947,37.3920428,0.02365008240391837,0.08855510082816952
63923,1129720504.691,-122.2752157,37.8255521,0.01959973173634092,0.07707083735838023
65131,288023811.732,-122.0817811,37.3672761,0.00499697882811256,0.026478599964217225
66786,756094235.7639999,-122.1075667,37.6314075,0.013117619912919478,0.05684912702468635
67205,1434751118.4420002,-122.5126521,37.9024513,0.02489176474456384,0.09193072016202791
69496,297389665.736,-122.0567078,37.4052308,0.005159468776022591,0.027174517825615294
70496,1767280583.9639997,-122.2695941,37.8095673,0.030660880460882254,0.10684604554720295
71758,463641495.80399996,-121.9691641,37.5224635,0.008043802782954506,0.038794080994664616
78039,1161972208.6560001,-122.4877754,37.9484115,0.02015927256358897,0.07870363296095259
80047,792785878.3199997,-122.4317257,37.8035017,0.013754190062861127,0.05895612216465106
87201,151799491.125,-121.9060092,37.4041627,0.002633597683151592,0.015642001738797075
91863,797264807.141,-122.1912956,37.7440719,0.01383189583432695,0.059211276235212405
97750,1313300605.6169999,-121.963204,37.3098798,0.0227846971462271,0.08616411784838288
97841,69328812.83,-122.7248006,38.4600245,0.0012027985040765948,0.008086539855594242
