last_link,Charging Opportunity,endX,endY,Probability,Entropy,geometry
1,58144948.988000005,-122.3543825,37.5874468,1.5778459350916693e-05,0.00017446029306293967,POINT (-122.3543825 37.5874468)
100049,3142546687.7280006,-121.801007,37.2349802,0.0008527747643377835,0.006026572133512288,POINT (-121.801007 37.2349802)
100154,137305441.39,-122.0459865,37.315569,3.725978547300654e-05,0.00037996023745139767,POINT (-122.0459865 37.315569)
100156,3026727689.0,-122.0459865,37.315569,0.0008213456308481182,0.0058353046944748565,POINT (-122.0459865 37.315569)
100160,5213019.227999999,-122.0437039,37.975354,1.4146269524033913e-06,1.9053107804265e-05,POINT (-122.0437039 37.975354)
10018,3441751.3439999996,-121.7235281,37.6709991,9.339682057073349e-07,1.296704966689027e-05,POINT (-121.7235281 37.6709991)
100286,2232567730.1640005,-121.7513165,37.2329247,0.0006058390245699776,0.00448859847312385,POINT (-121.7513165 37.2329247)
100418,22532465.471,-121.8740945,37.9042026,6.114505158194936e-06,7.340369716047598e-05,POINT (-121.8740945 37.9042026)
100419,4393006801.026,-121.779063,37.7523735,0.0011921049109974208,0.008025291628818335,POINT (-121.779063 37.7523735)
100457,2240181958.577999,-121.7466581,37.2314464,0.0006079052538058768,0.004501837202446813,POINT (-121.7466581 37.2314464)
100461,4621574.912,-122.9679796,38.3781098,1.2541301205932426e-06,1.704245993694837e-05,POINT (-122.9679796 38.3781098)
100462,4258625596.1480007,-122.9700577,38.3885813,0.0011556386587158627,0.00781570228185311,POINT (-122.9700577 38.3885813)
100533,561213974.549,-122.2631892,37.8377285,0.00015229339845865739,0.0013386135349006433,POINT (-122.2631892 37.8377285)
100553,102445902.47100002,-122.2636437,37.8337412,2.7800153511876867e-05,0.0002916366490361763,POINT (-122.2636437 37.8337412)
100650,19534609.080000002,-121.8327214,37.3470418,5.300994164917748e-06,6.439444247040247e-05,POINT (-121.8327214 37.3470418)
100677,13217182.572,-121.837517,37.3436085,3.5866705806034258e-06,4.497070224706814e-05,POINT (-121.837517 37.3436085)
100796,1121756080.2630002,-122.2285192,38.0714093,0.0003044044757477772,0.0024648096835944125,POINT (-122.2285192 38.0714093)
100803,7970393168.975998,-122.00265,37.5820673,0.0021628796106342167,0.01327211014821045,POINT (-122.00265 37.5820673)
100869,557000026.5749999,-122.1225844,37.4291387,0.00015114988370850495,0.0013297015922705804,POINT (-122.1225844 37.4291387)
100871,820267494.3050002,-122.1265439,37.4199332,0.0002225912575560231,0.0018720310720626654,POINT (-122.1265439 37.4199332)
100982,2876015781.0850005,-122.2581508,37.7755565,0.0007804478099002197,0.005584605664094761,POINT (-122.2581508 37.7755565)
100983,108191642.09,-122.2627543,37.7767946,2.93593417233594e-05,0.0003063911476948138,POINT (-122.2627543 37.7767946)
101027,63417456.95499999,-122.2468753,37.7636926,1.7209229419213818e-05,0.00018878636057755832,POINT (-122.2468753 37.7636926)
101030,1569898891.0800002,-122.2600169,37.7694244,0.00042601440484653526,0.003306313728131706,POINT (-122.2600169 37.7694244)
101031,10556398.296,-122.2617493,37.7701756,2.86462890250188e-06,3.656146420288141e-05,POINT (-122.2617493 37.7701756)
101035,5329918.404,-122.2538109,37.7667239,1.446349207367487e-06,1.9448288282365462e-05,POINT (-122.2538109 37.7667239)
101066,17349635.072,-122.2584051,37.7687255,4.708070374148706e-06,5.775028546325158e-05,POINT (-122.2584051 37.7687255)
101471,1447374186.8999999,-122.2598418,37.7719255,0.0003927655827556222,0.0030801845892060153,POINT (-122.2598418 37.7719255)
101486,151456985.88799998,-122.246503,37.7673459,4.110000845884946e-05,0.0004150896271099121,POINT (-122.246503 37.7673459)
101497,16068242.580000002,-122.2607063,37.7582297,4.36034628633904e-06,5.381957578815522e-05,POINT (-122.2607063 37.7582297)
