last_link,Charging Opportunity,endX,endY,Probability,Entropy
100108,760528182.4920001,-122.1330652,37.7709628,0.01289471021425899,0.05610408612244378
100286,534369444.532,-121.7513165,37.2329247,0.009060202229477753,0.04261795763258747
100677,350749425.0,-121.837517,37.3436085,0.005946935691946619,0.030477327042364225
102441,111396354.212,-122.2742635,37.8630798,0.001888718576847477,0.011845772225722485
105614,487345596.50700015,-121.9324627,37.5228826,0.008262915676000024,0.039628759867118106
107425,1013930923.957,-122.0902994,37.6316417,0.01719113866216116,0.0698538062015272
107468,214597661.892,-122.0686624,37.6329296,0.003638490625932823,0.020434441375360657
107597,314229450.26100004,-122.0652587,37.6414122,0.005327741686869212,0.0278898104487514
108047,588651201.744,-122.0342755,37.5403578,0.009980546202630733,0.04598154867480693
108420,1966146898.2849996,-122.2678992,37.8030363,0.033335904014728475,0.11337941866971679
111937,15773374.761,-122.1624324,37.7577675,0.0002674366332849751,0.00220010167009602
113086,1167915465.69,-122.1973246,37.7538665,0.019801937431795702,0.07766271338039155
11567,698595364.026,-122.0585666,37.3881612,0.011844642951459323,0.05254140986263369
121800,272039464.378,-122.1009397,37.997322,0.004612412979230313,0.02481018849261196
122520,103875907.34899999,-122.0791691,37.9607565,0.0017612098464512328,0.01116916010519708
123828,139914965.84,-121.9392711,37.769625,0.002372249945075143,0.014337680419731273
124233,552139167.696,-122.0592738,37.9398506,0.009361486831498133,0.0437289199935364
12671,55969354.259,-122.3475092,37.9411091,0.0009489570809647134,0.00660488076683902
130645,258898012.61399996,-122.5627443,37.9766003,0.004389600444215247,0.023829020946389577
131136,1523146272.6000001,-122.4922496,37.916121,0.025824854688159208,0.09442646070862663
147528,1761951837.4079995,-122.2485545,38.1136556,0.02987378887184935,0.10488011555903222
148143,321181239.02,-122.2373211,38.1223034,0.005445608852848943,0.028387663308577917
156666,827766215.0999997,-122.4933586,37.6909714,0.014034727068093555,0.05987524055263853
