last_link,Charging Opportunity,endX,endY,Probability,Entropy
104611,25098195.58,-122.0605869,37.5848331,0.0004206755604831206,0.0032701840077007374
105776,682753065.3400002,-121.9764963,37.536569,0.011443752102336325,0.05115713509082684
107802,493834578.552,-122.0047701,37.5233966,0.008277253934695342,0.03968317514526135
107951,761681534.5649999,-122.0466502,37.5375161,0.012766686969246049,0.05567445050763423
110740,754429764.594,-122.205674,37.7445791,0.012645138693501635,0.05526535649335845
113549,141248268.288,-122.2666431,37.820977,0.0023674887001308717,0.014313660316879437
116555,699253328.1719999,-122.1396208,37.6962239,0.011720316100447072,0.05211358298225422
123297,447619185.52499986,-122.0495825,37.8823655,0.00750262906962841,0.03670662605719295
124080,139914965.84,-121.9392711,37.769625,0.002345140967887807,0.014200789516435174
126074,2996467976.5329995,-122.055762,37.9992335,0.05022436140796628,0.15023387635134688
127298,314332377.348,-122.0297038,38.2582492,0.005268583894701711,0.027638957725752537
13109,543666815.3339999,-122.3755265,37.9419207,0.009112501395875394,0.04281151596735968
132399,504841652.4179999,-122.6429963,38.2395898,0.008461745562912171,0.040381140443496895
13264,663246977.7600001,-122.3529467,37.9794413,0.011116806912217229,0.05001781798603594
140473,878669985.2749999,-122.4264017,37.7783647,0.01472755231972959,0.06212133456655767
141577,621801.9150000002,-122.4579552,37.7660047,1.0422138446898771e-05,0.00011955837742905876
144018,443461519.8900001,-122.4686291,37.7498638,0.0074329416566138,0.036435043029210724
147145,64823805.35100001,-122.3935757,37.7111015,0.0010865239519613564,0.007415277933328951
148498,502047647.588,-122.2366431,38.1289644,0.008414914724252624,0.04020435533303359
150607,54936722.147,-123.021428,38.4677919,0.0009208046971596152,0.006436666635904065
153622,308140358.995,-122.6568651,38.4799294,0.005164798314464789,0.027197255796946644
156636,340625927.03,-122.4611685,37.6899749,0.005709295009343767,0.02949227531018302
157460,2571169.554,-122.4513711,37.6663513,4.3095854830615886e-05,0.0004332031416517909
16304,779354032.7699999,-122.4018025,37.778991,0.013062899024165627,0.05666658429013152
16312,1136674.05,-122.3931245,37.7859393,1.9052006808465897e-05,0.00020706365181443362
164695,715876018.871,-121.9810319,38.3357385,0.011998932134984304,0.05307052836250911
164981,249691166.83200002,-121.9530173,38.3564104,0.004185120448995082,0.022918639444454613
17117,210428854.71999994,-122.0178475,37.5980082,0.003527037476419137,0.019918228167246848
