last_link,Charging Opportunity,endX,endY,Probability,Entropy
73568,1793430882.7100008,-122.2727626,37.8100908,0.026765842964368083,0.096909179768044
73957,296491905.745,-121.8838905,37.3310239,0.004424957697497243,0.023985459129529804
74233,705470081.081,-122.0363335,37.7020508,0.01052870316236624,0.04794403038602048
74856,518411172.372,-121.9794764,37.3823502,0.007736965034144903,0.037615157125876014
77795,588252539.5500002,-121.9386575,37.3965492,0.00877930409740358,0.04157314907247803
79767,460237942.56,-121.7834356,37.2604564,0.006868765680108317,0.034211747923022146
82371,981530686.411,-122.4904501,37.9533573,0.01464873638034333,0.06186749082393434
82389,1767744596.0279996,-122.4950093,37.9505472,0.026382491075931044,0.09590179833302413
83190,644546940.1800001,-122.0870432,37.694119,0.009619463091855025,0.04467246749712321
83562,371479052.7,-121.7733005,38.0049532,0.005544094330580454,0.028801692030435106
84044,526883048.24399996,-122.0630978,37.6461664,0.007863402524092062,0.038102399030883104
87201,54737217.44,-121.9060092,37.4041627,0.0008169190016911378,0.005808270092085048
89806,1163353914.9450002,-122.1051806,37.6448585,0.017362335231090008,0.07037739352409438
92099,658556399.222,-121.9151313,37.256216,0.009828545574123482,0.04543210117138367
95076,442899407.93100005,-122.2716112,37.5403169,0.006609998810648139,0.0331767196618242
95377,872369844.8080002,-122.4355088,37.7970952,0.013019578562011835,0.05652190957711109
95946,619178768.848,-121.5865584,37.0234199,0.009240858877602018,0.04328529600280433
97699,1101938351.7029998,-122.079743,37.3225853,0.016445746062724823,0.06755400087758791
99196,693970709.688,-122.0306067,37.3897036,0.010357082180559073,0.04733274306503562
