last_link,Charging Opportunity,endX,endY,Probability,Entropy
106506,478342642.944,-122.111944,37.6239946,0.009583315695892066,0.04454067958392966
107601,242087858.78200004,-122.0639209,37.6389875,0.0048500889708928754,0.025844951518359603
111199,1898289777.26,-122.2629404,37.8109742,0.03803112786642557,0.12433707930704191
114594,123479413.811,-122.3372654,37.9527638,0.0024738379944792897,0.014847937274601899
11543,1387497016.3380003,-121.9641975,37.302123,0.027797692994375248,0.09959363693675513
117464,1618338544.428,-122.0642652,37.5610221,0.03242246829308846,0.11117351924591175
118576,629675.912,-122.104303,37.6715986,1.26151894250022e-05,0.0001423070188614129
12030,625708213.5989999,-122.1020004,37.6562778,0.01253569890304319,0.054896016646336025
123382,631607218.108,-122.063527,37.8974201,0.012653882015787035,0.05529482268547336
123422,624883810.8479999,-122.0433234,37.8888946,0.01251918247503926,0.05484019386375464
123828,106556604.654,-121.9392711,37.769625,0.0021347993889835838,0.013127698216512159
125432,275124532.767,-121.9945537,37.9752415,0.005511959454343761,0.028666792206465733
128900,623796877.012,-122.5583873,38.012664,0.0124974063899576,0.05476656100608904
130513,184337242.324,-122.5071615,37.9242829,0.003693089072779701,0.02068607036745652
142303,49065863.37,-122.4246797,37.770981,0.000983005938321215,0.006807213297324184
142904,159948036.77600002,-122.4606506,37.7630149,0.0032044655728969006,0.018403918564102513
146893,64823805.35100001,-122.3935757,37.7111015,0.0012987071097493982,0.00863170880474261
154464,548473935.0000001,-122.7513153,38.451827,0.010988355204385436,0.04956758229974368
160257,27305668.18,-122.2231211,37.4714496,0.0005470531266994934,0.004108896688923055
162527,653564776.2299999,-121.864524,37.9979724,0.013093788878572543,0.056769657487822395
162716,513343006.79200006,-121.813159,38.0111915,0.010284527559760412,0.04707346219212621
163103,1687014765.12,-121.9730736,38.0366921,0.03379835629596768,0.11448662925994404
16375,517729427.34600013,-121.8178349,37.3138894,0.010372406935693143,0.04738744240727419
164078,342872664.576,-122.0760976,37.5826045,0.006869253738074518,0.034213690752611534
164258,184110389.001,-122.0235546,37.5992334,0.0036885441988424934,0.020665155277552572
168055,725091020.992,-121.9837731,37.4010744,0.014526775450451607,0.06147385269630573
168463,284479324.598,-122.0489771,37.3375215,0.005699377249324503,0.029450952677482316
176027,363886549.392,-121.8454757,37.3726499,0.007290254656891654,0.035876923702619724
181794,446678688.295,-121.8817306,37.6764885,0.008948946843234077,0.042205196933260684
20559,1702761205.7759998,-122.3877083,37.7870796,0.03411382704506154,0.11523829845055461
20979,565996049.42,-121.8107084,37.2941537,0.011339400541077401,0.05079452545634179
23836,485206585.94399995,-122.4995258,37.9508076,0.00972083078817563,0.04504131579136087
24449,677037975.8639998,-122.0507148,37.3934287,0.013564060734539304,0.058329958690458907
25353,1672828937.0689998,-122.5150035,37.9258103,0.033514151509658696,0.11380693664314713
26443,211283088.75199997,-122.2720552,37.5170668,0.00423293338066588,0.023132388550258093
26531,184851285.835,-122.0696738,37.9092833,0.0037033876345324624,0.020733442711533982
26707,778409613.7739998,-122.4963291,37.7016246,0.015594982340696254,0.06488769704892006
27915,613435514.043,-122.0547853,37.9593615,0.012289822529650843,0.054062730160357904
28499,1646232968.447001,-122.4186146,37.7802716,0.03298131679943092,0.11252611956347228
31085,1761381372.1910005,-121.9110234,37.4498145,0.03528824786910345,0.11801114527027672
3284,1140397297.816,-121.9984838,37.3914597,0.022847194338457538,0.08633787853729248
35716,2267917150.57,-121.9110392,37.4270672,0.04543639658023283,0.14046397600775656
38094,491503272.38100004,-121.7714503,37.3313865,0.009846981226264167,0.045498866384052296
38794,221953652.73900002,-122.6498916,38.2449091,0.0044467119029219645,0.024081570089119757
41769,34740146.112,-121.9768847,37.2371688,0.0006959985533877842,0.005060022914257526
42709,338905629.96,-121.846912,37.3113269,0.006789776514660609,0.03389685422585658
44115,1013164840.2849995,-122.0686259,37.3167847,0.020298166303282964,0.07910651562792179
44939,1590468017.3830001,-122.4786984,37.72825,0.0318640985486741,0.1098124570697311
48485,489980689.38000005,-122.01099,37.9216107,0.00981647716440178,0.04538837637544743
51398,269951047.024,-122.0315621,38.2444878,0.005408311686671979,0.02823040435493211
52269,486986863.4640001,-122.221341,38.0692329,0.009756497609338508,0.045170845269331295
526,113376957.33000001,-122.0560133,37.8990002,0.0022714411745646413,0.01382703646921137
53614,414344326.895,-122.0961225,37.3605322,0.008301146782561787,0.039773795989283274
56414,2315370.7980000004,-121.9487507,37.4917496,4.638710271306759e-05,0.00046287319862386463
57841,304937119.26,-122.213594,38.082081,0.006109237226434329,0.03114460640755439
59367,326511257.724,-121.9847981,38.3502446,0.006541462500131294,0.03290090390838253
60285,854266740.632,-121.8930442,37.3611939,0.017114735607913652,0.06961958601571828
61592,2429937315.52,-122.1612712,38.2532932,0.04868237603182467,0.14713947312431924
61939,358610302.821,-122.0198473,38.2562568,0.007184548136000978,0.03546165542930327
62044,148085563.64400002,-122.116857,37.686113,0.002966807846505774,0.01726761885782522
66309,811789951.7200001,-122.1364465,37.6377696,0.016263737931047285,0.06698736541692234
66795,1000230587.9999996,-122.2551376,38.1848727,0.020039036107039977,0.07835409607962518
66850,1783534.071,-122.0988948,37.6405743,3.573206426167105e-05,0.0003658771182513719
